respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_dur6,b_dur9,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
66,28,Female,No religion,Separated,Yes,None,2,NA,,20260909002,-2.34458,-1.35876,-1.7042,-2.53178,-3.14158,-0.0386022,0.0738439,0.222322,0.15893,0.0109045,1.095,0.540804,0.679625,0.967635,2.02685,2.00367,0.639679,1.51764,1.49046,2.41591,-0.879948,-1.05305,-0.196881,-0.0354741,-0.306074,-0.857389,-1.50596,-3.47207,-0.238015
67,18,Female,No religion,Single,No,Bereaved,2,NA,,20260909002,-2.3725,-1.25385,-1.63243,-2.57455,-3.22843,-0.1889,0.0227597,0.0769176,-0.0532024,0.0734971,1.10696,0.477705,0.588028,0.900891,2.20482,2.10228,0.492446,1.48652,1.57709,2.42033,-0.86918,-1.02991,-0.212521,0.0659229,-0.337841,-0.821318,-1.52967,-3.48574,-0.22899
68,44,Female,Christian,Married,No,None,3,NA,,20260909002,-2.33636,-1.2522,-1.60879,-2.57132,-2.99213,-0.274862,-0.155335,-0.00393117,-0.00214596,-0.301478,1.17382,0.587562,0.760615,0.876876,2.13334,1.96311,0.485231,1.45059,1.65036,2.46442,-0.903356,-1.06202,-0.1982,0.0330471,-0.311458,-0.839774,-1.50994,-3.57181,-0.218904
69,72,Female,Muslim,Widowed,No,None,3,NA,,20260909002,-2.36131,-1.29771,-1.4882,-2.43944,-3.26667,-0.196663,-0.138554,0.0552416,-0.0499218,-0.0564181,1.32599,0.721572,0.571455,1.10736,2.55239,2.13875,0.707032,1.41632,1.49846,2.66061,-0.85199,-1.04539,-0.176584,-0.0437302,-0.260758,-0.821823,-1.49678,-3.47477,-0.244872
70,19,Male,Hindu,Single,No,None,4,2,Libertarianism,20260909002,-2.29713,-1.20601,-1.50233,-2.6407,-3.34335,-0.265607,-0.176668,-0.142897,0.0624337,-0.090212,1.38158,0.641524,0.56699600000000006,0.982689,2.49165,2.14804,0.632523,1.48425,1.69121,2.66369,-0.892543,-1.05499,-0.188124,0.00913034,-0.220382,-0.794986,-1.53067,-3.49936,-0.224491
71,18,Male,No religion,Single,No,None,4,NA,,20260909002,-2.34166,-1.42798,-1.68243,-2.57627,-3.15344,0.0289001,0.0523153,0.108512,0.163009,-0.134317,0.96717,0.512434,0.558221,0.812914,2.03926,2.10575,0.825006,1.56149,1.57525,2.62518,-0.841238,-1.03071,-0.135124,-0.0307676,-0.307637,-0.78281,-1.53062,-3.50038,-0.164321
72,33,Female,No religion,Married,Yes,Bereaved,4,5,Institutional Trust and Technocratic Governance,20260909002,-2.33241,-1.24668,-1.5800399999999999,-2.5336,-3.00745,-0.241234,-0.0482902,0.00421262,0.0808442,-0.0400138,1.20613,0.527942,0.644393,0.951785,1.98806,1.96227,0.436586,1.38534,1.36586,2.26435,-0.846194,-1.07046,-0.2119,-0.0291582,-0.298547,-0.793399,-1.50479,-3.49336,-0.182882
73,59,Male,Muslim,Married,No,Bereaved,2,NA,,20260909002,-2.37719,-1.31036,-1.49257,-2.59963,-3.21945,-0.219893,0.00371644,0.0768006,0.100052,0.0717956,1.16126,0.606807,0.499792,0.855415,2.14822,2.12668,0.661344,1.28784,1.5155,2.46846,-0.879042,-1.07741,-0.165414,0.0082478,-0.320587,-0.825604,-1.52371,-3.59538,-0.221765
74,54,Female,Christian,Married,Yes,None,3,NA,,20260909002,-2.52634,-1.40308,-1.65341,-2.56652,-3.18181,-0.00329595,0.151324,0.128027,0.036466,0.126072,1.24018,0.680454,0.677177,0.831278,2.24863,2.17494,0.696463,1.55035,1.61109,2.39989,-0.884634,-1.03199,-0.191469,-0.00556224,-0.344723,-0.779306,-1.49659,-3.48918,-0.242662
75,46,Female,No religion,Single,No,Had COVID,4,NA,,20260909002,-2.37593,-1.28826,-1.59249,-2.54727,-2.92286,-0.164924,-0.0465189,0.0753532,-0.0846464,-0.243919,1.50428,0.845148,0.704987,1.18414,2.32582,2.04985,0.638937,1.47405,1.66238,2.36397,-0.8593,-1.06331,-0.208064,-0.0135006,-0.312816,-0.791135,-1.46538,-3.45436,-0.21302
76,67,Female,Christian,Widowed,No,Long COVID,4,3,Communitarianism,20260909002,-2.13231,-1.05158,-1.4072,-2.42969,-3.03119,-0.260516,-0.173965,-0.105069,-0.0716302,-0.0948347,1.11712,0.433131,0.543959,0.786956,2.1849,1.84618,0.370066,1.21925,1.33089,2.18836,-0.821451,-1.04044,-0.187901,-0.00180555,-0.318798,-0.839032,-1.54372,-3.52264,-0.163041
77,90,Male,Muslim,Married,No,Had COVID,3,NA,,20260909002,-2.05763,-1.07031,-1.28259,-2.27788,-2.89086,-0.159138,-0.02791,-0.0600971,0.159663,-0.045119,1.0859,0.526384,0.561229,0.804565,2.12214,1.82324,0.33778,1.19346,1.24198,2.28002,-0.811955,-0.969941,-0.173056,-0.02399,-0.338652,-0.840853,-1.50829,-3.43612,-0.224957
78,21,Female,Christian,Single,No,None,4,NA,,20260909002,-2.20633,-1.24875,-1.50131,-2.5484,-3.29886,-0.124963,-0.015948,0.00833559,0.0949986,0.0305052,1.20089,0.69057,0.614063,1.10048,2.47926,1.8339,0.518082,1.35405,1.52804,2.45151,-0.84392,-1.01831,-0.14618,0.0254577,-0.298307,-0.825219,-1.55167,-3.49695,-0.196439
79,52,Male,No religion,Married,No,Had COVID,4,NA,,20260909002,-2.22378,-1.21642,-1.36207,-2.38734,-3.10291,-0.280359,-0.177408,-0.124617,-0.0160633,-0.244905,1.07685,0.530059,0.629714,0.842333,2.28084,1.76375,0.389184,1.22099,1.23984,2.32571,-0.890834,-1.07668,-0.134959,0.0123861,-0.364409,-0.86553,-1.52579,-3.54517,-0.173808
80,54,Female,Christian,Married,No,Had COVID,2,NA,,20260909002,-2.33302,-1.20658,-1.46881,-2.40822,-3.1462,-0.153648,-0.0159614,0.108633,0.180386,-0.187616,0.830073,0.129902,0.31799,0.550565,2.16785,2.04578,0.471443,1.30541,1.31499,2.49312,-0.875791,-1.069,-0.220295,-0.0450005,-0.335477,-0.83533,-1.5176,-3.54208,-0.270089
81,31,Male,Christian,Single,Yes,Had COVID,3,NA,,20260909002,-2.20269,-1.16699,-1.45459,-2.35208,-3.00918,-0.204117,-0.0590568,-0.00147031,-0.0165065,-0.0728177,1.19809,0.607007,0.688981,0.909168,2.29856,1.87227,0.380298,1.3485,1.37973,2.30203,-0.863473,-1.00251,-0.166988,-0.00506942,-0.326427,-0.820918,-1.43509,-3.37987,-0.203267
82,19,Male,No religion,Single,No,Had COVID,2,NA,,20260909002,-2.33503,-1.19445,-1.50218,-2.53861,-3.17246,-0.132308,-0.0228269,0.00178446,-0.0799552,-0.0256579,1.29189,0.496363,0.528739,0.930893,2.24865,2.1296,0.485866,1.32677,1.54352,2.3028,-0.833722,-1.05506,-0.159875,0.0371046,-0.28513,-0.734284,-1.50227,-3.49123,-0.205231
83,53,Female,Christian,Single,No,Had COVID,1,NA,,20260909002,-2.27198,-1.15256,-1.33281,-2.19766,-3.22779,-0.243692,-0.119292,-0.057445,-0.0909599,-0.0267079,1.11196,0.517453,0.457083,0.568209,2.39956,2.08756,0.536114,1.27494,1.38768,2.54129,-0.908557,-1.04758,-0.21236,-0.0141176,-0.368768,-0.857183,-1.53135,-3.47535,-0.229384
84,43,Male,Christian,Single,No,Long COVID,4,NA,,20260909002,-2.13783,-1.09346,-1.41904,-2.26912,-2.71863,-0.311545,-0.126376,0.0272599,0.0298258,-0.153348,1.10938,0.516986,0.530597,0.722706,1.97283,1.89142,0.458725,1.26594,1.30103,1.94774,-0.878976,-1.00473,-0.204814,-0.0200455,-0.318768,-0.780296,-1.4897,-3.43019,-0.219509
85,61,Female,No religion,Married,No,Had COVID,3,NA,,20260909002,-2.1863,-1.05753,-1.33373,-2.31596,-2.76649,-0.179888,0.0171601,0.0551811,0.0114356,-0.0877533,1.06435,0.310159,0.327684,0.811444,1.8714,1.94256,0.295594,1.1515,1.18776,2.16897,-0.913074,-1.04759,-0.198086,0.0510893,-0.330221,-0.800573,-1.53224,-3.43352,-0.195704
86,24,Male,Christian,Single,No,None,3,1,Scientific Rationalism,20260909002,-2.29882,-1.19616,-1.55936,-2.54066,-3.08537,-0.234967,0.0207633,0.0599956,0.0623922,0.14223,1.26859,0.556544,0.614359,0.865637,2.07791,2.05683,0.442008,1.29504,1.54645,2.25589,-0.824943,-1.03443,-0.145621,-0.0249987,-0.333296,-0.792508,-1.51876,-3.473,-0.223229
87,59,Female,Christian,Single,No,Had COVID,4,4,Conspiracy Ideation,20260909002,-2.51223,-1.26375,-1.6259,-2.55203,-3.20944,-0.0961761,-0.0169535,0.0922597,-0.0336578,-0.115117,1.23565,0.355288,0.555288,0.901703,2.27881,2.21503,0.523838,1.38932,1.58268,2.47693,-0.857905,-1.03236,-0.162859,0.0340906,-0.341369,-0.806882,-1.54967,-3.52968,-0.198521
88,90,Female,Christian,Divorced,No,Bereaved,1,NA,,20260909002,-2.59913,-1.46627,-1.68507,-2.6922,-3.55849,-0.00341583,0.0957985,0.173262,0.134021,0.10062,1.43584,0.731494,0.675003,1.02378,2.57353,2.14425,0.633355,1.41106,1.51213,2.83541,-0.921857,-1.05981,-0.171522,0.0172439,-0.360215,-0.809573,-1.55579,-3.55023,-0.251548
89,67,Female,Christian,Widowed,No,Had COVID,3,NA,,20260909002,-2.45677,-1.32961,-1.56643,-2.57911,-3.11925,-0.186592,-0.0106569,0.0854977,0.0281577,-0.00424745,1.44717,0.760293,0.706483,1.1416,2.331,2.05024,0.544851,1.36544,1.43824,2.3796,-0.943449,-1.06194,-0.211798,-0.0265885,-0.305577,-0.82584,-1.50984,-3.54968,-0.259242
90,58,Female,Not answered,Divorced,No,Bereaved,3,NA,,20260909002,-2.39143,-1.19701,-1.63305,-2.41574,-3.03901,0.131797,0.202503,0.185859,0.242945,0.248062,1.15562,0.441957,0.736505,0.873452,2.03537,1.88013,0.277485,1.303,1.31988,2.137,-0.808718,-1.01811,-0.158072,-0.0486618,-0.335832,-0.789469,-1.50551,-3.47742,-0.212582
91,63,Male,Christian,Married,No,Had COVID,2,NA,,20260909002,-2.58476,-1.47341,-1.69865,-2.70455,-3.4268,-0.263357,-0.0987248,0.0254588,-0.0686202,-0.220367,1.44134,0.835291,0.676785,1.03625,2.65143,2.38496,0.835104,1.65107,1.73428,2.93465,-0.906336,-1.06973,-0.192214,-0.001775,-0.362388,-0.801536,-1.50658,-3.474,-0.169733
92,54,Female,Christian,Widowed,No,None,4,NA,,20260909002,-2.35307,-1.16467,-1.53316,-2.57522,-2.87695,-0.307626,-0.205594,-0.00211089,-0.099187,-0.278063,1.09465,0.402193,0.486466,0.89017,1.96897,2.04753,0.527723,1.32122,1.61375,2.24091,-0.841689,-1.03039,-0.187296,0.0771462,-0.337684,-0.747035,-1.52342,-3.4552,-0.196776
93,35,Male,Christian,Married,Yes,Bereaved,2,NA,,20260909002,-2.09926,-1.14615,-1.37988,-2.38245,-2.99295,-0.137396,-0.0121831,0.012648,0.0375785,0.0444291,1.01237,0.513146,0.536593,0.733223,2.19173,1.74865,0.44683,1.21215,1.28538,2.18444,-0.903834,-1.05852,-0.192467,-0.0207991,-0.32466,-0.817496,-1.49263,-3.51571,-0.207733
94,40,Male,Not answered,Married,No,Had COVID,2,NA,,20260909002,-2.25865,-1.15975,-1.521,-2.40267,-3.05864,-0.191257,-0.0457147,0.070366,-0.160331,-0.138539,1.12911,0.479997,0.661606,1.10361,2.22576,1.97917,0.528664,1.38507,1.56157,2.64991,-0.79171,-1.05736,-0.21196,-0.0661778,-0.354044,-0.800122,-1.4905,-3.51325,-0.248969
95,23,Male,Christian,Single,Yes,None,1,NA,,20260909002,-2.31985,-1.14643,-1.46438,-2.48481,-3.14828,-0.259406,-0.0346162,0.0629012,0.128293,-0.0854029,1.26447,0.507473,0.504173,0.903406,2.14791,2.05087,0.505405,1.28218,1.45122,2.49768,-0.902411,-1.0154,-0.233482,-0.00492303,-0.31548,-0.810717,-1.45861,-3.49882,-0.236086
96,53,Female,Christian,Married,No,Had COVID,4,5,Institutional Trust and Technocratic Governance,20260909002,-2.37668,-1.2216,-1.48566,-2.37071,-3.24433,-0.286009,-0.125999,0.070593,0.0217756,-0.143242,1.15121,0.505946,0.567937,0.868823,2.08618,2.20657,0.590254,1.34612,1.25875,2.65383,-0.832856,-0.988389,-0.22901,-0.062491,-0.330455,-0.833726,-1.47073,-3.43919,-0.251105
97,44,Male,Christian,Single,No,None,1,NA,,20260909002,-2.37321,-1.2449,-1.48957,-2.38375,-3.00072,-0.0532838,-0.00200348,-0.0596025,-0.0432474,-0.100323,1.08887,0.467874,0.631968,0.706196,2.17646,2.13668,0.582626,1.37975,1.55725,2.42219,-0.825938,-1.01116,-0.228181,-0.0114596,-0.294346,-0.80158,-1.52267,-3.39818,-0.248473
98,60,Female,Christian,Divorced,No,None,1,3,Communitarianism,20260909002,-2.44624,-1.36239,-1.56116,-2.54733,-3.11773,-0.136759,-0.0393786,0.0458021,-0.122857,-0.144532,1.35987,0.676814,0.660703,1.08965,2.09247,2.21723,0.73887100000000006,1.43602,1.53062,2.47888,-0.842018,-1.01469,-0.173577,-0.00814489,-0.277794,-0.794581,-1.47741,-3.45661,-0.182402
99,29,Male,Christian,Single,No,Had COVID,2,NA,,20260909002,-2.21639,-1.21521,-1.62476,-2.36187,-3.42821,-0.139639,0.0844709,0.0993351,-0.0088856,0.255356,1.00503,0.507582,0.702043,0.792503,2.4161,2.04845,0.64807,1.57408,1.50657,2.7085,-0.872631,-1.01361,-0.19554,-0.0429915,-0.279941,-0.828523,-1.47902,-3.49799,-0.231973
100,31,Male,No religion,Married,No,Had COVID,3,2,Libertarianism,20260909002,-2.36369,-1.21371,-1.61776,-2.58025,-3.15424,-0.535675,-0.391408,-1.7636e-4,-0.172708,-0.437129,1.38335,0.768559,0.748065,1.03191,2.35343,2.26049,0.568087,1.33788,1.53832,2.45441,-0.910612,-1.07732,-0.112502,0.0162685,-0.32738,-0.838214,-1.62229,-3.62357,-0.187889
101,56,Female,No religion,Married,No,Had COVID,1,NA,,20260909002,-2.48694,-1.38453,-1.67808,-2.52512,-3.31863,-0.269929,-0.121374,0.0284636,-0.096275,-0.0675223,1.33281,0.68747,0.680138,0.882381,2.37964,2.21891,0.644075,1.44122,1.62164,2.68484,-0.876919,-1.01967,-0.18403,-0.0094156,-0.363433,-0.822271,-1.55244,-3.58771,-0.239674
102,51,Female,No religion,Divorced,No,None,3,NA,,20260909002,-2.09986,-1.23435,-1.38121,-2.26841,-3.19964,-0.152211,0.103364,0.0403225,-0.142438,0.0681258,1.02914,0.495613,0.460579,0.835353,2.37693,1.78317,0.466399,1.17462,1.36135,2.41262,-0.849286,-1.02756,-0.197021,-0.058923,-0.340724,-0.814857,-1.49725,-3.50409,-0.213938
103,62,Male,Christian,Married,No,Had COVID,4,4,Conspiracy Ideation,20260909002,-2.36033,-1.22709,-1.52032,-2.55726,-2.87691,-0.344103,-0.205379,-0.147617,-0.0816939,-0.357232,1.14009,0.477346,0.700864,0.928841,1.92528,2.18491,0.658472,1.55133,1.60804,2.3514,-0.903278,-1.07805,-0.1561,0.0389807,-0.337856,-0.771324,-1.50644,-3.51632,-0.22625
104,75,Male,Christian,Widowed,No,None,2,NA,,20260909002,-2.18916,-1.17985,-1.432,-2.50273,-3.01602,-0.192757,0.0233354,-0.0658005,0.0412802,-0.0702078,0.93365,0.360901,0.489861,0.690849,2.03577,1.92809,0.47041,1.29302,1.36555,2.29608,-0.898493,-1.01898,-0.180406,0.0144919,-0.29751,-0.730447,-1.50109,-3.45547,-0.212962
105,57,Male,No religion,Married,No,Bereaved,2,NA,,20260909002,-2.3882,-1.21813,-1.53817,-2.41232,-3.18232,-0.151933,-0.0737269,0.0366751,-0.0684664,-0.0898864,1.312,0.46845,0.616186,1.01415,2.2205,2.24283,0.680675,1.44748,1.63597,2.7687,-0.877842,-1.07071,-0.184806,0.0239836,-0.362485,-0.837385,-1.51159,-3.47694,-0.239572
106,42,Female,No religion,Married,No,Had COVID,4,NA,,20260909002,-2.65431,-1.52875,-1.60418,-2.74409,-3.32778,-0.0582161,0.0274665,0.0737354,0.200314,-0.0700692,1.40037,0.79369,0.619521,1.04279,2.46385,2.35506,0.80227,1.45619,1.54704,2.67261,-0.945479,-1.08523,-0.224136,0.0237291,-0.321719,-0.862393,-1.5514,-3.59667,-0.261369
107,85,Female,No religion,Widowed,No,None,1,NA,,20260909002,-2.42071,-1.29145,-1.5136,-2.41234,-3.24656,-0.0177186,0.158776,0.143549,0.233739,0.161299,1.31621,0.587215,0.619575,0.828334,2.30178,2.00009,0.504089,1.2598800000000001,1.2306,2.42284,-0.849261,-1.04455,-0.197889,-0.00952081,-0.376859,-0.881212,-1.49044,-3.50105,-0.247953
108,40,Female,No religion,Married,Yes,None,4,NA,,20260909002,-2.33045,-1.22423,-1.44356,-2.53032,-3.16357,-0.080919,0.0614633,0.0340071,0.0921664,0.106123,1.066,0.424799,0.524777,0.8769,2.24367,2.07685,0.542978,1.24488,1.49973,2.4385,-0.912525,-1.01758,-0.191911,0.0431341,-0.341639,-0.838982,-1.53353,-3.47099,-0.244481
109,52,Male,No religion,Married,No,Had COVID,3,NA,,20260909002,-2.22172,-1.18459,-1.4831,-2.50173,-3.04383,-0.162206,0.0815452,0.0292723,-0.0302956,0.0640617,1.08451,0.41373,0.492263,0.958078,2.05247,2.05878,0.475722,1.34068,1.65697,2.28755,-0.885543,-1.04215,-0.194898,-0.0432224,-0.328601,-0.794741,-1.5208,-3.4722,-0.229241
110,80,Female,Christian,Widowed,No,Bereaved,4,NA,,20260909002,-2.37204,-1.22142,-1.53083,-2.79908,-3.13563,0.0516371,0.101776,0.182684,0.321367,0.0865921,1.08793,0.389627,0.484472,0.832268,2.27158,1.93708,0.39731,1.23513,1.48214,2.40357,-0.8269,-1.03482,-0.156882,0.0618917,-0.307743,-0.762534,-1.53766,-3.51715,-0.174268
111,60,Female,No religion,Married,No,Had COVID,1,2,Libertarianism,20260909002,-2.24938,-1.11152,-1.34109,-2.48301,-2.99076,-0.281661,-0.0553867,-0.0572254,-0.028623,-0.0431122,1.08327,0.28006,0.346199,0.877829,2.12236,2.04117,0.519993,1.24373,1.46919,2.33782,-0.879945,-0.992327,-0.187442,0.077007,-0.309604,-0.77787,-1.49534,-3.47936,-0.218049
112,65,Male,Christian,Married,No,Had COVID,4,NA,,20260909002,-2.37621,-1.3014,-1.69384,-2.5785,-3.13925,-0.13214,-0.0922148,-0.0426559,-0.0756824,-0.101744,1.26905,0.622444,0.769516,0.977467,2.32519,1.92529,0.553145,1.42652,1.55892,2.37018,-0.865938,-1.03994,-0.144085,0.0422229,-0.298648,-0.725604,-1.56188,-3.4834,-0.172445
113,56,Female,Christian,Married,No,Had COVID,2,NA,,20260909002,-2.36607,-1.18886,-1.49827,-2.57995,-3.0814,-0.221253,-0.0993903,0.0122658,0.167497,-0.102736,1.02594,0.4487,0.542803,0.821256,2.05712,2.09984,0.573218,1.33337,1.46904,2.6009,-0.886422,-0.996718,-0.190414,-0.0434265,-0.281082,-0.748701,-1.53278,-3.51459,-0.248597
114,68,Male,Christian,Married,No,Had COVID,1,1,Scientific Rationalism,20260909002,-2.40115,-1.28765,-1.49115,-2.36039,-2.91016,-0.284934,-0.119806,-0.0711613,-0.0309245,-0.334633,1.26448,0.506686,0.583727,0.852952,2.01097,2.18392,0.65462,1.41009,1.44595,2.4412,-0.888616,-1.04071,-0.189794,0.047351,-0.326668,-0.838492,-1.54722,-3.53493,-0.228632
115,55,Female,Christian,Divorced,No,None,2,NA,,20260909002,-2.30202,-1.24815,-1.60974,-2.37982,-3.20244,-0.348236,-0.131362,-0.0839073,-0.153286,-0.230735,1.22316,0.606776,0.652707,0.793478,2.43924,2.06428,0.550972,1.3834,1.18369,2.61921,-0.879946,-1.09767,-0.142209,0.0352125,-0.350144,-0.798672,-1.6139,-3.55951,-0.216841
116,25,Female,No religion,Single,No,Had COVID,3,NA,,20260909002,-2.41096,-1.32296,-1.64042,-2.68589,-2.98624,-0.149299,0.00474718,-0.00444925,0.0907011,-0.109387,1.25724,0.661298,0.777339,1.08668,2.09147,2.17589,0.637913,1.57178,1.76858,2.29557,-0.861102,-1.02411,-0.20684,-0.0339143,-0.348313,-0.779395,-1.51566,-3.44233,-0.233423
117,19,Male,Christian,Single,No,None,4,NA,,20260909002,-2.51164,-1.36347,-1.46185,-2.4348,-3.1204,-0.0142214,0.0683527,0.119579,-0.0447596,0.0528536,1.25155,0.567408,0.532875,0.882271,2.05556,2.18533,0.670233,1.32806,1.45942,2.3886,-0.877929,-1.03217,-0.182962,0.00950931,-0.345508,-0.858629,-1.46775,-3.44485,-0.277796
118,63,Female,Muslim,Married,No,Had COVID,4,NA,,20260909002,-2.45327,-1.32774,-1.59571,-2.40574,-3.20165,-0.249496,-0.0663373,-0.00148637,-0.0442591,-0.0722409,1.43994,0.850546,0.766646,0.913995,2.42197,2.51332,0.875872,1.56902,1.59907,2.74468,-0.871367,-0.991445,-0.183361,0.00842541,-0.28771,-0.831648,-1.48874,-3.52925,-0.255188
119,67,Female,No religion,Divorced,No,Had COVID,3,NA,,20260909002,-2.32484,-1.20124,-1.62419,-2.60131,-3.29826,-0.31034,-0.317848,-0.0683331,-0.116458,-0.129139,1.17068,0.587929,0.61113,1.01104,2.27187,2.11785,0.598605,1.52818,1.69269,2.52926,-0.830798,-1.04628,-0.164417,-0.0166862,-0.323554,-0.846404,-1.52472,-3.54286,-0.234707
120,44,Female,No religion,Divorced,Yes,None,3,NA,,20260909002,-2.29745,-1.22127,-1.57715,-2.51621,-2.90418,-0.0823801,-0.0598305,0.0527867,-0.151357,-0.0739713,0.905127,0.363755,0.558021,0.782664,1.84449,1.9441,0.433404,1.31396,1.57693,2.17476,-0.871245,-1.10003,-0.150495,-0.0227646,-0.353648,-0.804323,-1.59068,-3.53403,-0.221823
121,54,Male,Christian,Married,Yes,None,3,NA,,20260909002,-2.31245,-1.25313,-1.54903,-2.4127,-3.19554,0.0453351,0.196101,0.237104,0.251662,0.240906,1.11205,0.396707,0.522663,0.943963,2.11058,2.04,0.496015,1.32509,1.39166,2.39584,-0.874562,-1.04072,-0.143338,-0.0402635,-0.337408,-0.871257,-1.56693,-3.53629,-0.218658
122,37,Male,Christian,Married,Yes,Had COVID,3,NA,,20260909002,-2.3228,-1.3447,-1.57336,-2.67567,-3.13395,-0.321383,-0.0483658,0.0783949,0.154088,-0.081119,1.1148,0.490641,0.430707,0.726945,2.29556,2.05135,0.676653,1.35252,1.57585,2.48584,-0.864671,-1.07907,-0.14813,0.0194806,-0.32785,-0.816684,-1.56918,-3.55912,-0.229253
123,57,Female,Christian,Married,No,Had COVID,3,NA,,20260909002,-2.51905,-1.51597,-1.52971,-2.63042,-3.47924,-0.0399001,0.0223038,-0.01801,-0.00354538,-0.0767102,1.38088,0.973387,0.733053,1.01487,2.64072,2.09343,0.746087,1.2708,1.45862,2.68119,-0.886574,-1.01364,-0.179105,0.0106141,-0.308054,-0.814614,-1.49643,-3.53597,-0.199145
124,50,Female,Sikh,Divorced,Yes,Had COVID,2,NA,,20260909002,-2.39143,-1.19701,-1.63305,-2.41574,-3.03901,0.131797,0.202503,0.185859,0.242945,0.248062,1.15562,0.441957,0.736505,0.873452,2.03537,1.88013,0.277485,1.303,1.31988,2.137,-0.808718,-1.01811,-0.158072,-0.0486618,-0.335832,-0.789469,-1.50551,-3.47742,-0.212582
125,79,Female,No religion,Widowed,No,None,3,NA,,20260909002,-2.48247,-1.40669,-1.50008,-2.67447,-3.12444,-0.258761,-0.0991087,-0.0657381,-0.0123428,-0.106006,1.33676,0.78218,0.581027,1.10504,2.48513,2.25594,0.710692,1.38251,1.69935,2.49381,-0.933185,-1.08405,-0.199361,-0.0104878,-0.366292,-0.80538,-1.46688,-3.46847,-0.194578
126,49,Female,Christian,Married,Yes,Had COVID,4,NA,,20260909002,-2.3023,-1.29667,-1.5385,-2.40703,-3.1742,-0.26029,-0.0588932,0.115166,0.113521,-0.00817036,1.09896,0.449297,0.554038,0.881495,2.16662,2.00053,0.594698,1.28178,1.31294,2.44425,-0.876098,-1.08338,-0.152554,-0.0322103,-0.363476,-0.825514,-1.54968,-3.56087,-0.200816
127,41,Male,No religion,Single,Yes,Had COVID,3,2,Libertarianism,20260909002,-2.58252,-1.40155,-1.6224,-2.6816,-3.29557,-0.103068,-0.175344,-0.0140138,-0.077031,-0.317493,1.4058,0.621898,0.719846,0.983807,2.37733,2.11864,0.684061,1.41174,1.6658,2.70369,-0.871168,-1.05248,-0.170094,0.038615,-0.405868,-0.813449,-1.48298,-3.43444,-0.17488
128,60,Male,Christian,Divorced,No,Bereaved,1,NA,,20260909002,-2.23299,-1.07235,-1.47422,-2.37355,-2.97756,-0.201406,-0.164155,0.0786946,0.102714,-0.0850688,0.966851,0.374114,0.482651,0.717373,2.04511,1.89119,0.375439,1.2749,1.27788,2.21117,-0.867758,-1.03714,-0.18855,-0.0208064,-0.300651,-0.769713,-1.52264,-3.51254,-0.243429
129,90,Male,Christian,Married,No,None,1,NA,,20260909002,-2.19076,-1.33995,-1.53976,-2.42231,-3.30919,-0.18768,0.0279162,0.0355374,0.0552947,0.175958,1.05594,0.521187,0.518317,0.680215,2.1396,2.00626,0.616633,1.38037,1.43722,2.52185,-0.907771,-1.05604,-0.166729,0.00472172,-0.266911,-0.786784,-1.48481,-3.46591,-0.215729
130,68,Female,No religion,Divorced,No,Bereaved,4,NA,,20260909002,-2.23433,-1.1923,-1.40671,-2.47573,-3.17489,-0.284367,-0.107864,-0.0649705,-0.0326952,-0.0910713,0.96629,0.43253,0.469267,0.850651,2.03843,1.98095,0.48537400000000003,1.21448,1.4852,2.47352,-0.938999,-1.03879,-0.189553,0.0232337,-0.297054,-0.774876,-1.52258,-3.51182,-0.250122
131,45,Male,No religion,Married,Yes,Had COVID,3,NA,,20260909002,-2.36461,-1.29535,-1.57616,-2.67341,-3.12847,-0.135179,0.0106434,0.0973683,0.0875408,-0.137761,1.07191,0.496077,0.49111899999999997,0.8436,2.18045,1.9799,0.480455,1.3715,1.53283,2.46934,-0.94141,-1.11433,-0.155489,0.0136386,-0.342253,-0.777548,-1.5526,-3.53399,-0.194178
132,36,Male,Christian,Married,No,None,3,NA,,20260909002,-2.24314,-1.1871,-1.46364,-2.28275,-3.12365,-0.226345,-0.0693108,-0.0657057,-0.0991595,-0.115851,1.17353,0.573342,0.689236,0.799153,2.25261,2.0609,0.573119,1.30871,1.2885,2.51717,-0.836061,-1.02549,-0.189971,0.0131983,-0.249936,-0.720144,-1.44335,-3.33601,-0.189965
