b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_dur6,b_dur9,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.28037,-1.29198,-1.59807,-2.44023,-3.18147,-0.474455,-0.245472,0.0250032,-0.0719099,-0.24964,1.29745,0.635528,0.715531,0.813685,2.34254,2.28007,0.761671,1.43463,1.47495,2.8406,-0.876902,-1.06443,-0.15818,-0.0253485,-0.322362,-0.81081,-1.53885,-3.54004,-0.202488
-2.30776,-1.23635,-1.53509,-2.30481,-3.26689,-0.396836,-0.141936,-0.0602887,-0.21991,-0.0509616,1.14344,0.542251,0.644642,0.870242,2.34667,2.2085,0.744458,1.47572,1.63788,2.74887,-0.897618,-1.04472,-0.156376,-0.0112666,-0.329165,-0.847549,-1.49311,-3.44264,-0.223254
-2.54359,-1.48772,-1.76166,-2.667,-3.2894,-0.0319985,0.188374,0.194539,0.13428,0.0909967,1.23219,0.741885,0.797857,0.955956,2.4556,2.12389,0.649658,1.52604,1.53168,2.48919,-0.869319,-1.09063,-0.193464,0.0186726,-0.333582,-0.825971,-1.54752,-3.54642,-0.214595
-2.38237,-1.316,-1.32488,-2.41235,-3.09277,-0.377407,-0.166188,-0.1306,-0.179724,-0.347888,1.2875,0.610833,0.43114,0.774762,2.24447,2.30844,0.693859,1.28922,1.59821,2.64211,-0.929477,-1.05552,-0.209477,0.0171508,-0.373246,-0.832815,-1.47579,-3.47154,-0.208677
-2.45962,-1.33936,-1.63632,-2.50751,-3.11505,0.132674,0.35352,0.17795,0.476339,0.38962,1.32426,0.416206,0.538149,0.623883,1.87898,2.06956,0.606029,1.41921,1.35984,2.22601,-0.893997,-1.03524,-0.152641,0.0203803,-0.315299,-0.828295,-1.50117,-3.45432,-0.229233
-2.51164,-1.36347,-1.46185,-2.4348,-3.1204,-0.0142214,0.0683527,0.119579,-0.0447596,0.0528536,1.25155,0.567408,0.532875,0.882271,2.05556,2.18533,0.670233,1.32806,1.45942,2.3886,-0.877929,-1.03217,-0.182962,0.00950931,-0.345508,-0.858629,-1.46775,-3.44485,-0.277796
-2.20724,-1.21539,-1.48383,-2.41666,-3.04899,-0.202103,0.0202971,0.0432578,0.0278502,-0.089128,0.948443,0.482728,0.486921,0.81502,2.07846,1.94935,0.527303,1.3204,1.52351,2.392,-0.85881,-0.994694,-0.217467,-0.00187353,-0.320198,-0.819417,-1.50996,-3.49379,-0.262837
-2.28317,-1.17068,-1.40734,-2.3857,-2.85907,-0.206069,-0.15627,-0.0841151,-0.125057,-0.191057,0.998809,0.367543,0.444706,0.753258,1.79143,1.99581,0.561755,1.3647,1.37721,2.29373,-0.847926,-1.01253,-0.194223,0.0295798,-0.277372,-0.799854,-1.50464,-3.42284,-0.197814
-2.45406,-1.45077,-1.73486,-2.80046,-3.44857,-0.225087,0.0265615,0.0788778,0.171062,-0.00197218,1.36938,0.785684,0.889012,1.18497,2.63759,2.26515,0.732936,1.58007,1.73724,2.72135,-0.855954,-1.04367,-0.222028,0.00363913,-0.295505,-0.801538,-1.51564,-3.49724,-0.203924
-2.29689,-1.27629,-1.61111,-2.50381,-3.02253,-0.184341,-0.0340573,0.12193,-0.0591002,-0.247197,1.26863,0.631873,0.673165,0.895423,2.20922,2.21214,0.842686,1.56215,1.73413,2.66097,-0.908835,-1.03424,-0.213365,0.0176589,-0.287997,-0.747052,-1.46269,-3.41572,-0.221352
-2.52039,-1.35241,-1.65878,-2.67581,-3.07866,-0.239288,-0.135274,-0.00983219,0.0360998,-0.190162,1.27851,0.622669,0.610197,0.97695,2.24254,2.42738,0.934968,1.58337,1.73568,2.66841,-0.954053,-1.04227,-0.162458,0.0297521,-0.309759,-0.788952,-1.57872,-3.51096,-0.218728
-2.24714,-1.24016,-1.61102,-2.68732,-3.21848,-0.0391463,0.0946301,0.204844,0.248206,0.269358,1.03905,0.540268,0.538156,0.915375,2.34184,1.98654,0.557141,1.35243,1.43986,2.50108,-0.911589,-1.06741,-0.124687,0.00872577,-0.304369,-0.825232,-1.55814,-3.56909,-0.212892
-2.36561,-1.3243,-1.5617,-2.68937,-3.30805,-0.264807,-0.052047,0.0394385,0.0690257,0.00586291,1.253,0.659553,0.623952,1.01135,2.50409,2.16466,0.689909,1.55125,1.71081,2.67631,-0.920896,-1.04653,-0.17187,0.0106702,-0.308377,-0.832839,-1.50602,-3.52256,-0.245626
-2.29882,-1.19616,-1.55936,-2.54066,-3.08537,-0.234967,0.0207633,0.0599956,0.0623922,0.14223,1.26859,0.556544,0.614359,0.865637,2.07791,2.05683,0.442008,1.29504,1.54645,2.25589,-0.824943,-1.03443,-0.145621,-0.0249987,-0.333296,-0.792508,-1.51876,-3.473,-0.223229
-2.36396,-1.2454,-1.64121,-2.68755,-3.05344,-0.197415,-0.051282,0.0544941,-0.0227122,-0.0316274,0.997201,0.380143,0.54316,0.901187,1.93111,2.02333,0.545152,1.35439,1.61887,2.41868,-0.892634,-1.12587,-0.19526,-0.00716414,-0.339235,-0.799409,-1.57851,-3.57504,-0.238467
-2.38765,-1.26968,-1.48996,-2.363,-3.06756,-0.0772559,0.0401636,0.124796,0.0387475,0.00637435,1.00969,0.383273,0.42333,0.624569,2.12078,1.97497,0.518921,1.25356,1.34853,2.41288,-0.834622,-1.01046,-0.225016,-0.0972405,-0.365453,-0.801944,-1.50232,-3.51427,-0.235232
-2.32088,-1.1664,-1.5536,-2.42621,-2.83784,-0.264438,-0.272425,-0.00562305,-0.0987524,-0.349015,1.25333,0.609522,0.69632,0.939235,1.97821,2.23781,0.726835,1.44052,1.59431,2.46133,-0.881718,-1.05453,-0.169957,0.000585005,-0.316909,-0.782267,-1.54237,-3.50883,-0.241617
-2.43246,-1.28531,-1.56388,-2.53487,-3.09166,-0.319044,-0.0893435,-0.0128162,0.0673639,-0.172187,1.2551,0.514061,0.581121,0.729276,2.20266,2.34035,0.680623,1.43119,1.61902,2.5775,-0.88337,-1.04014,-0.21519,-0.0061356,-0.357244,-0.763215,-1.5455,-3.54489,-0.240421
-2.58651,-1.40836,-1.61353,-2.57598,-3.42302,-0.135971,0.0215846,0.0312569,0.0492878,-0.0631305,1.30577,0.593388,0.714352,0.889736,2.58176,2.26919,0.645983,1.44668,1.54207,2.70289,-0.889188,-1.02297,-0.145232,0.0225172,-0.334661,-0.832086,-1.52004,-3.50107,-0.232287
-2.36533,-1.30457,-1.63096,-2.76302,-3.33498,-0.271043,-0.0836695,0.0286969,0.179781,-0.040503,1.29161,0.573284,0.718386,1.12949,2.14993,2.0426,0.561033,1.39081,1.53061,2.58859,-0.903136,-1.08683,-0.150428,0.050095,-0.303001,-0.874962,-1.54445,-3.52813,-0.260193
-2.57369,-1.39942,-1.56246,-2.87349,-3.11412,0.072773,0.164857,0.053209,0.172331,0.148069,1.27732,0.619685,0.599126,1.13863,2.1593,2.1539,0.605636,1.40909,1.82587,2.36286,-0.881414,-1.04278,-0.220191,-0.0129446,-0.321555,-0.718137,-1.50335,-3.43597,-0.201121
-2.26385,-1.27057,-1.55579,-2.6487,-3.0455,-0.0498911,0.0739748,0.112722,0.0620184,0.0474528,1.25365,0.466622,0.551421,1.00752,1.94531,1.87909,0.47362,1.26862,1.63305,2.1909,-0.874625,-1.07157,-0.160625,0.0418537,-0.315687,-0.797058,-1.52083,-3.50129,-0.214648
-2.40274,-1.35161,-1.72915,-2.87991,-3.18651,-0.147048,-0.148997,0.0140817,0.191772,-0.170803,1.10063,0.456117,0.638547,0.767975,2.10144,1.96698,0.58118,1.47033,1.54956,2.45592,-0.872532,-1.07497,-0.1066,0.0981815,-0.339207,-0.771078,-1.52194,-3.45009,-0.1709
-2.51905,-1.51597,-1.52971,-2.63042,-3.47924,-0.0399001,0.0223038,-0.01801,-0.00354538,-0.0767102,1.38088,0.973387,0.733053,1.01487,2.64072,2.09343,0.746087,1.2708,1.45862,2.68119,-0.886574,-1.01364,-0.179105,0.0106141,-0.308054,-0.814614,-1.49643,-3.53597,-0.199145
-2.33089,-1.18197,-1.54573,-2.29598,-3.0722,-0.200895,-0.111517,0.0311818,-0.110532,-0.144803,1.16468,0.463214,0.609156,0.88243,2.20447,2.13457,0.677437,1.54997,1.58849,2.63397,-0.89766,-1.10668,-0.208602,-0.0430038,-0.343231,-0.847889,-1.4945,-3.47421,-0.218295
-2.28589,-1.14542,-1.42551,-2.46575,-3.07512,-0.233249,-0.206349,-0.0659315,-0.0681797,-0.327691,0.998625,0.404074,0.379086,0.719149,2.26124,2.11658,0.670812,1.48641,1.67368,2.61559,-0.927785,-1.02777,-0.145239,0.0526684,-0.307174,-0.812243,-1.50864,-3.51078,-0.256422
-2.47342,-1.29753,-1.48763,-2.52361,-3.19895,-0.251174,-0.126335,-0.00626011,-0.013105,-0.112105,1.24211,0.518945,0.475512,0.711348,2.25375,2.33903,0.716368,1.42713,1.58031,2.63995,-0.929415,-1.11726,-0.179305,-0.0190778,-0.363569,-0.865761,-1.5471,-3.55607,-0.213371
-2.49459,-1.28809,-1.55807,-2.72347,-3.1495,-0.177446,-0.0451581,0.106225,0.123094,-0.0799036,1.52676,0.709825,0.750593,1.2043,2.35328,2.28889,0.617606,1.4082,1.62545,2.4416,-0.903753,-1.03919,-0.179499,0.0148516,-0.328519,-0.776284,-1.48061,-3.54757,-0.230914
-2.52894,-1.43469,-1.69052,-2.79984,-3.25061,0.0127729,0.146735,0.170977,0.24879,-0.0138478,1.2873,0.587752,0.637946,0.962551,2.32214,2.08934,0.618216,1.37392,1.57276,2.5851,-0.862342,-1.05507,-0.138098,0.0461689,-0.307987,-0.763637,-1.5051,-3.45413,-0.183189
-2.04408,-0.92664,-1.3763,-2.17167,-2.76959,-0.21659,-0.0179606,0.00202099,0.0798891,-0.018331,0.975759,0.288095,0.506441,0.684913,1.81746,1.74839,0.117118,1.09095,1.07392,2.02061,-0.848152,-1.0022,-0.173762,-0.00808754,-0.315497,-0.817122,-1.49956,-3.48648,-0.251685
-2.46529,-1.5148,-1.56532,-2.51777,-3.69989,-0.213855,0.0822863,0.104488,0.0200887,0.168316,1.28928,0.724987,0.630701,1.02486,2.67669,2.26596,0.774787,1.44211,1.64095,2.9511,-0.875386,-1.04386,-0.209195,-0.00514163,-0.372609,-0.903571,-1.5232,-3.4934,-0.257424
-2.20353,-1.30104,-1.58268,-2.42031,-3.11533,-0.245358,-0.0594167,-0.0553874,-0.0175272,-0.101871,0.966385,0.466382,0.621904,0.511703,2.22131,1.93736,0.620055,1.45043,1.38581,2.48851,-0.794428,-1.06301,-0.137017,0.0114165,-0.307634,-0.772958,-1.54627,-3.48741,-0.167766
-2.30009,-1.22343,-1.56449,-2.34378,-3.22246,-0.205162,-0.0767028,0.0228431,-0.0755525,-0.183934,1.08141,0.474132,0.475183,0.542672,2.33794,2.03517,0.538364,1.28321,1.3057,2.5738,-0.85692,-1.04179,-0.15876,-0.00510476,-0.313937,-0.748413,-1.54168,-3.53386,-0.203885
-2.27915,-1.14888,-1.54041,-2.4493,-2.90079,-0.181271,-0.115083,0.0339952,0.0925947,-0.12299,1.09047,0.465486,0.572793,0.798792,2.18163,2.02592,0.503742,1.35274,1.44337,2.39741,-0.876461,-1.08344,-0.17803,0.00384418,-0.346836,-0.841417,-1.5458,-3.49262,-0.234524
-2.25852,-1.13569,-1.45886,-2.26162,-2.94171,-0.183579,0.0280221,0.0602468,-0.0764977,0.120368,1.11185,0.434649,0.540898,0.81087,1.87531,2.03574,0.487463,1.2918,1.43179,2.32141,-0.896675,-1.06004,-0.207518,-0.0271932,-0.309673,-0.83973,-1.50483,-3.47721,-0.253229
-2.41538,-1.21359,-1.52897,-2.53835,-2.96601,0.0641202,0.0124474,-0.0091858,-0.0329506,-0.0457553,1.11558,0.586512,0.529682,0.977409,2.21169,1.93929,0.604417,1.40742,1.46821,2.37787,-0.851624,-1.00361,-0.132698,0.0688859,-0.306915,-0.761149,-1.52951,-3.47911,-0.212345
-2.4401,-1.17785,-1.62142,-2.54799,-2.952,-0.258561,-0.206345,-0.0288239,-0.137092,-0.220789,1.33818,0.68767,0.711374,1.11412,2.14147,2.27656,0.582831,1.47673,1.64201,2.35244,-0.909285,-1.06955,-0.179795,0.0664942,-0.302939,-0.746059,-1.52812,-3.49333,-0.227841
-2.47662,-1.31219,-1.68731,-2.64779,-3.24247,-0.152589,-0.00180401,0.132743,0.0338725,-0.0657449,1.01531,0.292668,0.554728,0.69807,2.0845,2.24751,0.607865,1.5167,1.60374,2.52588,-0.912684,-1.06861,-0.157754,0.0233088,-0.349387,-0.869067,-1.53569,-3.49381,-0.205222
-2.40884,-1.31876,-1.47148,-2.45412,-3.20885,-0.114695,0.0235859,0.0374264,0.0789611,0.0360057,1.17003,0.443728,0.66942,0.867998,2.07289,2.25327,0.752882,1.46242,1.7639,2.73299,-0.863737,-0.969824,-0.208096,-0.0473198,-0.316918,-0.81537,-1.41835,-3.35415,-0.224807
-2.31367,-1.217,-1.62127,-2.54277,-3.06546,-0.174116,-0.0512477,0.0440085,0.0026098,-0.0234378,1.2089,0.584036,0.707743,0.907352,2.21807,1.95755,0.45949,1.32853,1.36382,2.27804,-0.884442,-1.01765,-0.136883,0.0633776,-0.279043,-0.76,-1.48925,-3.41261,-0.216044
-2.32391,-1.28362,-1.5163,-2.35169,-3.21226,-0.0407013,0.0935222,0.0928143,0.189313,0.0793377,1.27515,0.658274,0.634752,0.878761,2.26222,1.87647,0.45269,1.35752,1.20807,2.40367,-0.884317,-1.01045,-0.185057,-0.00160571,-0.341809,-0.917949,-1.49861,-3.48757,-0.226013
-2.38701,-1.23227,-1.51387,-2.43811,-3.2067,-0.0776249,0.0018321,-0.00905858,0.125685,0.0341563,1.19792,0.511695,0.631719,0.738175,2.22902,2.11878,0.559043,1.30816,1.3487,2.45354,-0.880138,-1.02639,-0.174407,-0.0300813,-0.330934,-0.788755,-1.50452,-3.51587,-0.19818
-2.2826,-1.16746,-1.52245,-2.54672,-3.11823,-0.113472,-0.0753706,0.0845549,0.058301,-0.0128275,1.21818,0.541508,0.628021,0.92767,2.23589,1.9907,0.448998,1.30114,1.51809,2.3626,-0.896117,-1.03626,-0.166097,0.0151003,-0.280055,-0.753253,-1.46953,-3.48232,-0.213143
-2.0589,-1.13163,-1.49819,-2.5112,-2.96543,-0.2227,-0.100882,0.135907,0.0198838,-0.070083,0.883691,0.350507,0.419659,0.823965,2.01542,1.65606,0.377729,1.23976,1.49448,2.19881,-0.883777,-1.1066,-0.112811,0.020734,-0.364874,-0.812417,-1.53785,-3.54459,-0.232019
-2.55262,-1.59995,-1.70856,-2.78242,-3.5033,-0.214414,-0.0729367,0.0559277,0.149163,-0.071306,1.3175,0.850036,0.681398,0.924114,2.59905,2.27478,0.973875,1.6191,1.65678,2.81923,-0.921058,-1.06827,-0.166147,0.0295134,-0.349511,-0.835404,-1.48987,-3.51349,-0.199202
-2.46767,-1.29968,-1.59032,-2.4687,-3.40484,0.0116615,0.0300124,0.145122,0.234365,0.041869,1.14967,0.55165,0.444701,0.802711,2.41515,2.17564,0.561832,1.37188,1.30295,2.60398,-0.899055,-1.08186,-0.15927,0.00909637,-0.353427,-0.808784,-1.5599,-3.49499,-0.220405
-2.21694,-1.04353,-1.26226,-2.43741,-3.12238,-0.250207,-0.0689297,-0.0502755,-0.00446207,-0.0705263,1.09375,0.323486,0.40548,0.719597,2.2099,1.92708,0.255643,1.1035,1.28798,2.43827,-0.93248,-1.08628,-0.230835,0.0186698,-0.317201,-0.859316,-1.52347,-3.56893,-0.233651
-2.28747,-1.20995,-1.60107,-2.42679,-3.07845,-0.161687,0.0262158,0.122896,0.178234,-0.0854463,1.36145,0.757621,0.706205,0.948833,2.42339,1.99732,0.430939,1.42623,1.47969,2.29124,-0.932207,-1.04443,-0.195785,-0.0292299,-0.300878,-0.853145,-1.53185,-3.51782,-0.237824
-2.49021,-1.38903,-1.64553,-2.63375,-3.27508,-0.145476,-0.0151548,0.0268286,-0.0238836,-0.0945315,1.30079,0.622053,0.623174,0.846367,2.31543,2.22659,0.715514,1.52585,1.64153,2.74705,-0.89889,-1.07906,-0.161364,0.040035,-0.303968,-0.76521,-1.54021,-3.51785,-0.232315
-2.56391,-1.59517,-1.61711,-2.65049,-3.55502,-0.298794,0.00195841,-0.0981328,-0.088704,0.104871,1.4641,0.82405,0.706051,1.05149,2.43129,2.43637,0.916435,1.50379,1.77224,2.78343,-0.876773,-1.09047,-0.122667,0.00866436,-0.349341,-0.810714,-1.53257,-3.47595,-0.218661
-2.17936,-1.26963,-1.65015,-2.5991,-3.26679,-0.31797,-0.156441,0.0294959,-0.171475,-0.169172,1.28289,0.788954,0.740521,1.12093,2.47858,2.07317,0.731913,1.4809,1.74835,2.69676,-0.863551,-1.0521,-0.120484,0.0347179,-0.329231,-0.841157,-1.50071,-3.46974,-0.176042
-2.32541,-1.21398,-1.54009,-2.4972,-3.14607,-0.246002,-0.108802,0.0479939,0.0390321,-0.180087,0.866506,0.190589,0.379985,0.598349,1.81099,1.9393,0.481832,1.29717,1.33577,2.40011,-0.862734,-1.04998,-0.204636,-0.0158393,-0.271491,-0.747217,-1.50556,-3.4536,-0.218842
-2.5077,-1.36316,-1.60534,-2.55336,-3.32216,-0.127513,-0.0625807,0.0729007,-0.106759,-0.0910543,0.939061,0.400844,0.573642,0.85016,2.20166,2.12455,0.62264,1.38789,1.62936,2.63161,-0.861744,-1.03106,-0.198938,-0.0117637,-0.371757,-0.903568,-1.51939,-3.50515,-0.222946
-2.294,-1.29702,-1.54271,-2.21424,-3.30994,-0.133314,-0.046113,0.037732,-0.124604,0.00393568,1.20835,0.58011,0.635074,0.736426,2.4277,2.21929,0.837568,1.51776,1.54295,2.78252,-0.886453,-1.06436,-0.163726,-0.0201029,-0.305175,-0.853406,-1.57399,-3.54966,-0.231507
-2.2408,-1.19714,-1.57718,-2.45814,-3.16102,-0.271044,-0.114127,0.0525962,-0.0488333,0.0201413,1.18913,0.620245,0.694471,0.852806,2.35907,2.0331,0.66468,1.54095,1.67263,2.63438,-0.908151,-1.05441,-0.180456,3.8372e-05,-0.325075,-0.8577,-1.50929,-3.51396,-0.245284
-2.37976,-1.18847,-1.53252,-2.32112,-3.15435,-0.266732,-0.22096,0.0719686,-0.10465,-0.140416,1.36803,0.592654,0.658813,0.572928,2.41304,2.13932,0.647127,1.41019,1.43364,2.557,-0.896712,-1.07746,-0.185972,0.0507824,-0.36033,-0.825568,-1.50698,-3.449,-0.257364
-2.2071,-1.14583,-1.52129,-2.57515,-2.99408,-0.226732,-0.095483,0.0127288,0.0670517,-0.171205,0.956543,0.252816,0.457045,0.836759,1.90556,2.08215,0.582761,1.41557,1.60211,2.44409,-0.901043,-1.04033,-0.170716,0.0683207,-0.339101,-0.776215,-1.49534,-3.48217,-0.232253
-1.95433,-0.933167,-1.39449,-2.17821,-2.84989,-0.19205,-0.0596363,0.0811828,-0.00263502,-0.238457,0.689187,0.118525,0.35445,0.620935,1.91912,1.71006,0.314145,1.20937,1.20059,2.24634,-0.894152,-1.02032,-0.212552,0.00108856,-0.313794,-0.883395,-1.49095,-3.48746,-0.211409
-2.17839,-1.12167,-1.49721,-2.26146,-3.13539,-0.213565,-0.0949268,0.0115367,-0.0616833,-0.182701,1.17904,0.446015,0.626516,0.792083,2.24856,1.971,0.539937,1.43064,1.41445,2.61593,-0.848629,-1.01295,-0.208644,-0.000666187,-0.298169,-0.823375,-1.47319,-3.4363,-0.219551
-2.4864,-1.33126,-1.52142,-2.67118,-3.20543,-0.280677,-0.111794,-0.0883296,0.0627908,-0.259667,1.50226,0.779101,0.717831,1.17904,2.5948,2.18128,0.628613,1.45736,1.60784,2.50044,-0.894879,-1.06259,-0.152857,-0.019594,-0.360015,-0.859528,-1.54985,-3.54247,-0.257358
-2.09601,-1.20633,-1.41889,-2.49547,-3.13083,-0.181599,0.0909259,0.0170117,0.259798,0.117201,0.889497,0.436889,0.460742,0.77875,2.05289,1.86317,0.504581,1.30258,1.47945,2.46612,-0.907585,-1.09656,-0.202372,-0.0118255,-0.297107,-0.752674,-1.48179,-3.45905,-0.236233
-2.30202,-1.24815,-1.60974,-2.37982,-3.20244,-0.348236,-0.131362,-0.0839073,-0.153286,-0.230735,1.22316,0.606776,0.652707,0.793478,2.43924,2.06428,0.550972,1.3834,1.18369,2.61921,-0.879946,-1.09767,-0.142209,0.0352125,-0.350144,-0.798672,-1.6139,-3.55951,-0.216841
-2.38203,-1.33956,-1.5758,-2.52267,-3.0719,-0.155269,0.0162499,0.0676209,0.0851038,-0.229489,1.16386,0.646057,0.591526,0.917269,2.25238,2.23067,0.786748,1.45787,1.71269,2.65701,-0.888462,-0.99486,-0.130764,0.0459549,-0.304481,-0.814726,-1.56039,-3.53334,-0.242242
-2.40774,-1.35435,-1.64814,-2.55158,-3.36241,-0.297481,-0.0550715,-0.0549966,-0.0423024,-0.139115,1.41054,0.683618,0.735725,1.05627,2.52585,2.18703,0.633227,1.43981,1.51259,2.66701,-0.808352,-1.02229,-0.12139,-0.0136259,-0.351726,-0.803329,-1.53374,-3.52187,-0.200781
-2.25522,-1.15013,-1.5003,-2.49862,-3.18427,-0.24608,-0.0847081,0.11419,-0.0164709,-0.108538,1.12065,0.471072,0.401699,0.830629,2.37871,2.18391,0.59653,1.28676,1.59343,2.59527,-0.822737,-1.0222,-0.216096,0.0002811,-0.315474,-0.799697,-1.4756,-3.42382,-0.235381
-2.29498,-1.20153,-1.48659,-2.30042,-2.99021,-0.201947,-0.0924774,0.0294552,-0.216325,-0.0975932,1.12895,0.54199,0.506356,0.725375,2.02938,2.04717,0.545922,1.40741,1.52919,2.28266,-0.908473,-1.04412,-0.257253,0.0163262,-0.29704,-0.787311,-1.48998,-3.45711,-0.253897
-2.41958,-1.31063,-1.59735,-2.74072,-3.28297,-0.217615,-0.174603,-0.0319635,0.0374662,-0.0993157,1.16573,0.522887,0.521464,0.87124,2.47658,2.14355,0.662773,1.47158,1.82939,2.68412,-0.864697,-1.05492,-0.139557,0.0143374,-0.332171,-0.769712,-1.49496,-3.46899,-0.198889
-2.37204,-1.22142,-1.53083,-2.79908,-3.13563,0.0516371,0.101776,0.182684,0.321367,0.0865921,1.08793,0.389627,0.484472,0.832268,2.27158,1.93708,0.39731,1.23513,1.48214,2.40357,-0.8269,-1.03482,-0.156882,0.0618917,-0.307743,-0.762534,-1.53766,-3.51715,-0.174268
-2.2852,-1.32548,-1.54009,-2.44723,-3.30629,-0.216861,-0.0880533,0.0192045,-0.0853173,-0.172907,1.15345,0.585523,0.543574,0.995778,2.34313,2.07408,0.69626,1.31658,1.59154,2.77094,-0.892856,-1.02775,-0.139942,0.0462104,-0.327859,-0.851625,-1.51539,-3.47954,-0.205406
-2.53112,-1.41426,-1.68306,-2.52274,-3.25644,-0.116036,-0.0287845,0.137311,-0.0138421,-0.0623759,1.40492,0.622645,0.637494,0.796088,2.35263,2.17851,0.689419,1.49118,1.48277,2.46197,-0.888362,-1.08782,-0.163946,0.0030593,-0.351422,-0.825918,-1.49299,-3.51804,-0.238272
-2.36706,-1.33061,-1.52666,-2.56424,-3.18313,-0.111809,-0.0177166,0.0432156,0.170615,-0.112582,1.18996,0.733822,0.561768,0.953215,2.32584,2.26859,0.795013,1.39621,1.53167,2.7141,-0.889901,-1.10496,-0.154911,0.0291671,-0.313398,-0.823511,-1.52156,-3.52295,-0.22362
-2.19458,-1.15307,-1.45072,-2.37309,-3.12243,-0.141594,-0.0080193,0.0834655,0.0714226,-0.126653,0.818905,0.278819,0.416436,0.642479,2.1086,1.91059,0.362153,1.16359,1.46313,2.50047,-0.918925,-1.08079,-0.14389,0.0259884,-0.358376,-0.859699,-1.50269,-3.40955,-0.2129
-2.43877,-1.24888,-1.58699,-2.67637,-2.92323,-0.046301,0.0388798,0.0955007,0.135026,0.0238789,1.30227,0.665216,0.719314,1.20727,2.17798,2.10561,0.495496,1.45022,1.63381,2.27702,-0.911105,-1.08883,-0.207581,-0.0561209,-0.331581,-0.861722,-1.56215,-3.54995,-0.241869
-2.34179,-1.22413,-1.54162,-2.33694,-3.00354,-0.31193,-0.200644,-0.0371764,-0.0572121,-0.336931,1.31943,0.623529,0.625975,0.790998,2.24911,2.14847,0.605013,1.41344,1.43157,2.38643,-0.88492,-1.05979,-0.135404,0.0193701,-0.274995,-0.833277,-1.53122,-3.49854,-0.186739
-2.05763,-1.07031,-1.28259,-2.27788,-2.89086,-0.159138,-0.02791,-0.0600971,0.159663,-0.045119,1.0859,0.526384,0.561229,0.804565,2.12214,1.82324,0.33778,1.19346,1.24198,2.28002,-0.811955,-0.969941,-0.173056,-0.02399,-0.338652,-0.840853,-1.50829,-3.43612,-0.224957
-2.14142,-1.05334,-1.53315,-2.32404,-2.85203,-0.406096,-0.338462,-0.0724862,-0.183119,-0.455773,1.08541,0.430399,0.603747,0.755093,2.15657,1.98738,0.475718,1.38491,1.51666,2.41485,-0.863893,-1.06007,-0.217229,-0.0439624,-0.301004,-0.793869,-1.52744,-3.57229,-0.237147
-2.63627,-1.48138,-1.71371,-2.76638,-3.42397,-0.120948,0.0921783,0.185728,0.342858,0.0955792,1.47154,0.766307,0.690959,0.996182,2.42413,2.39536,0.760995,1.58916,1.78843,2.76622,-0.906404,-1.04988,-0.220521,-0.0656155,-0.372411,-0.856717,-1.52373,-3.55049,-0.248915
-2.35887,-1.28032,-1.5872,-2.70486,-3.03839,-0.0972608,-0.0469984,0.130654,0.155289,-0.225346,1.39928,0.691557,0.579715,1.07403,2.32634,2.0466,0.545455,1.36649,1.45658,2.44888,-0.89281,-1.06682,-0.165565,0.0415989,-0.299941,-0.747974,-1.48385,-3.44926,-0.209346
-2.39622,-1.31473,-1.53917,-2.46232,-3.09654,-0.0527017,0.00795624,0.148152,0.0673309,-0.00506909,1.08176,0.574608,0.584449,0.83046,2.14754,2.15241,0.70915,1.46673,1.59857,2.46723,-0.886147,-1.00664,-0.217021,0.0237001,-0.309542,-0.82093,-1.4851,-3.41062,-0.247291
-2.53223,-1.47861,-1.60387,-2.78979,-3.2497,-0.164884,0.0325356,0.247271,0.222062,0.00996963,1.26696,0.650205,0.597867,1.1539,2.37632,2.27848,0.766809,1.43417,1.82358,2.56669,-0.901335,-1.05781,-0.20579,-0.0143545,-0.340509,-0.90008,-1.54652,-3.54354,-0.224296
-2.40397,-1.33404,-1.55482,-2.73696,-3.23918,-0.0378128,0.134307,0.157131,0.264628,-0.101626,1.24859,0.642492,0.514565,1.03982,2.33304,2.13636,0.573663,1.26701,1.69889,2.60272,-0.922216,-1.02748,-0.146783,0.0020045,-0.305364,-0.825471,-1.54597,-3.59243,-0.206195
-2.38708,-1.36995,-1.50803,-2.5149,-3.27604,-0.0543762,0.0423689,0.0457549,0.104552,0.220578,1.02604,0.411307,0.318669,0.725812,1.93947,1.95661,0.580382,1.17807,1.39763,2.38184,-0.843082,-1.0864,-0.151791,-0.0189103,-0.38211,-0.795242,-1.56946,-3.55287,-0.211746
