b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_dur2,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.49733,-1.25879,-1.58415,-2.6406,-3.1497,-0.191721,-0.132899,0.0167383,-0.134948,-0.135387,1.16298,0.445695,0.590339,0.957084,2.12613,2.11816,0.477196,1.30383,1.50449,2.3111,-0.0136924,-0.0850262,-0.000533985,-0.282393,-0.758297,-1.50565,-3.36064,-0.145741
-2.52899,-1.36665,-1.73515,-2.90963,-3.26504,-0.174541,-0.00246995,0.0761038,0.101003,0.0434109,0.999409,0.205833,0.427987,0.811745,1.90438,2.01348,0.324431,1.24894,1.47031,2.18078,-0.0146145,-0.131522,-0.0429471,-0.381561,-0.773208,-1.57817,-3.46408,-0.0825026
-2.40066,-1.32118,-1.60414,-2.78173,-3.16026,-0.134144,-0.000791899,0.045987,0.111567,-0.199179,0.96305,0.27245,0.419201,0.654174,1.9559,1.91334,0.466999,1.28554,1.42845,2.37851,-0.013837,-0.051774,0.0206105,-0.33541,-0.799045,-1.54494,-3.44661,-0.119861
-2.38441,-1.51755,-1.6287,-2.60411,-3.75914,-0.131812,-0.0427244,0.00414988,-0.148575,0.10283,1.06655,0.626706,0.544143,0.831584,2.45157,1.80061,0.617238,1.30463,1.443,2.82542,-0.0139904,-0.0735839,-0.0205071,-0.34466,-0.82372,-1.5654,-3.47051,-0.111368
-2.43014,-1.482,-1.61256,-2.57048,-3.47744,-0.283985,-0.00465907,0.0554505,-0.0431472,-0.0555003,1.18713,0.509076,0.480176,0.73285,2.34724,1.85759,0.560889,1.20625,1.43284,2.59867,-0.0144972,-0.0419967,-0.0348478,-0.324966,-0.839213,-1.54235,-3.3936,-0.121699
-2.54419,-1.33212,-1.66603,-2.63965,-3.34124,-0.250065,-0.137183,0.0434052,0.0439039,-0.114722,1.16971,0.418622,0.448258,0.64839,2.07169,2.2126,0.687349,1.44569,1.48236,2.73919,-0.0142295,-0.0960954,-0.074606,-0.312699,-0.761464,-1.60133,-3.51062,-0.152735
-2.33033,-1.20239,-1.64191,-2.4904,-3.06958,-0.180658,-0.0333093,0.0681326,0.103738,0.0138749,1.06615,0.273113,0.51617,0.574006,1.76205,1.80015,0.332427,1.31045,1.21177,2.09509,-0.0133928,-0.0680139,-0.0312573,-0.354343,-0.739393,-1.57099,-3.44304,-0.0939189
-2.70032,-1.50622,-1.81972,-2.96883,-3.34565,-0.228911,-0.0609724,0.0473531,-0.00801492,-0.132292,1.36026,0.616172,0.644146,1.0246,2.26,2.18232,0.535719,1.39695,1.73964,2.34154,-0.0140594,-0.139908,0.00604354,-0.321362,-0.706383,-1.56075,-3.4113,-0.0864715
-2.35553,-1.2913,-1.61396,-2.50395,-3.12656,-0.160149,-0.0847538,0.0457649,0.0608974,-0.0655724,1.14422,0.531318,0.619094,0.722141,2.09582,1.76861,0.416328,1.23376,1.22047,2.25751,-0.0138784,-0.0410902,-0.0117071,-0.356552,-0.738873,-1.63607,-3.46588,-0.0880792
-2.40069,-1.40574,-1.72659,-2.67759,-3.33688,-0.0963053,-0.0214985,0.0573321,-0.0327785,0.0435854,0.95079,0.518013,0.636478,0.726378,2.11758,1.81741,0.392449,1.3128,1.4051,2.37512,-0.0141905,-0.136836,-0.0806068,-0.343229,-0.813514,-1.54278,-3.48334,-0.0937381
-2.30537,-1.23291,-1.65252,-2.67873,-3.14356,-0.0947832,-0.0331229,0.163171,0.186261,-0.123776,0.944097,0.386305,0.486853,0.752268,2.00953,1.67878,0.244977,1.23481,1.23886,2.32114,-0.014427,-0.0946783,0.0350201,-0.320167,-0.824314,-1.59389,-3.48373,-0.136755
-2.36174,-1.38495,-1.68442,-2.78789,-3.29317,-0.258357,-0.115968,-0.0119061,-0.0781411,-0.152172,0.971291,0.496601,0.573738,0.909464,2.17813,1.91025,0.62142,1.40127,1.61503,2.40067,-0.0137766,-0.0681081,-0.0319438,-0.33374,-0.74927,-1.57586,-3.42958,-0.10147
-2.61927,-1.40149,-1.64221,-2.85632,-3.30223,-0.14249,-0.140523,0.0593908,-0.0362419,-0.205337,1.18322,0.481859,0.551202,0.965738,2.27126,2.04024,0.578093,1.25629,1.68438,2.54635,-0.0148037,-0.102582,-0.0204772,-0.351197,-0.843422,-1.59047,-3.45738,-0.15603
-2.2916,-1.30234,-1.70959,-2.62132,-3.14763,-0.462286,-0.186331,0.0319649,-0.123467,-0.0172716,0.801436,0.254494,0.508014,0.630977,1.86276,1.86319,0.387073,1.25207,1.38388,2.33498,-0.0142853,-0.0954478,0.0251538,-0.329822,-0.787322,-1.61715,-3.41302,-0.0595482
-2.55628,-1.35799,-1.70061,-2.76286,-3.22456,-0.138019,-0.0880077,-0.0281481,-0.103542,-0.0791275,1.10569,0.470762,0.552401,0.88689,2.2697,1.9206,0.367919,1.34422,1.43903,2.24606,-0.0142299,-0.0969914,0.00783179,-0.321545,-0.779267,-1.56992,-3.47119,-0.128468
-2.40849,-1.46005,-1.79184,-2.67397,-3.1525,-0.279311,-0.0619755,0.131509,-0.0484303,-0.188807,1.14255,0.612291,0.715847,0.751333,2.02749,1.94749,0.553926,1.38069,1.41296,2.26621,-0.0135276,-0.0796211,0.0176697,-0.365546,-0.76105,-1.57631,-3.41206,-0.101458
-2.21769,-1.19809,-1.63114,-2.70091,-3.06857,-0.235334,0.0171322,0.147552,0.145988,0.0610518,0.879418,0.303628,0.523822,0.700848,1.96369,1.89207,0.252197,1.16204,1.44037,2.1764,-0.0142795,-0.10328,0.000993376,-0.31464,-0.774427,-1.57256,-3.48121,-0.122194
-2.61502,-1.59733,-1.88941,-2.90479,-3.50789,0.00873857,0.0980402,0.210315,0.170963,0.1356,1.20386,0.642575,0.60167,0.919257,2.33028,2.06776,0.683805,1.45454,1.58556,2.52354,-0.0140039,-0.0225696,0.015797,-0.332544,-0.755245,-1.59947,-3.47128,-0.108086
-2.06153,-1.05422,-1.59247,-2.33247,-2.90197,-0.262428,-0.198845,0.0847581,-0.0534025,-0.265276,0.73008,0.170777,0.469864,0.613276,1.74282,1.65326,0.339646,1.25809,1.1605,2.17096,-0.0136635,-0.0671968,-0.0476389,-0.373706,-0.780849,-1.54821,-3.46636,-0.11021
-2.60431,-1.48325,-1.74938,-2.92232,-3.25182,-0.16836,-0.0403692,0.151918,0.0978584,-0.0280475,1.29662,0.546138,0.634375,0.918213,2.00334,2.08409,0.561853,1.35193,1.57123,2.29348,-0.0141107,-0.0634309,0.0677423,-0.339443,-0.741211,-1.53537,-3.4443,-0.0843142
-2.46399,-1.29751,-1.69268,-2.68421,-3.24057,-0.0138411,0.0902393,0.011025,0.0677081,0.130673,0.927943,0.285106,0.548789,0.808625,2.01431,1.95004,0.349133,1.43695,1.4203,2.25178,-0.0137386,-0.13768,-0.0280214,-0.375854,-0.821906,-1.59078,-3.49851,-0.129706
-2.49614,-1.54023,-1.93623,-2.85074,-3.40283,-0.246746,-0.054696,0.0512727,0.00856114,-0.0264538,1.0004,0.547925,0.673029,1.02668,2.05674,2.15042,0.756692,1.55701,1.60995,2.64821,-0.01423,-0.0763918,0.0238442,-0.334061,-0.74935,-1.66356,-3.45744,-0.0897286
-2.47051,-1.35264,-1.74954,-2.67759,-3.35335,-0.341743,-0.177336,-0.0667444,-0.11201,-0.113497,1.02164,0.469741,0.6761,0.762616,2.17655,2.17843,0.673923,1.54034,1.71009,2.46176,-0.0138105,-0.129096,-0.0393038,-0.323364,-0.787456,-1.57557,-3.51629,-0.144052
-2.46858,-1.34595,-1.71984,-2.69947,-3.27583,-0.101692,0.0201512,0.166152,0.0363776,-0.0514513,1.15174,0.613921,0.623527,0.847865,2.23158,1.83597,0.416086,1.32473,1.44805,2.41778,-0.0140039,-0.145296,-0.0959029,-0.329645,-0.754502,-1.53574,-3.4563,-0.176288
-2.52603,-1.48709,-1.71775,-2.75458,-3.29685,-0.0794354,0.0336527,0.0427072,0.0570282,0.0813708,0.917531,0.509975,0.586289,0.873641,2.1742,1.97804,0.634863,1.38857,1.52495,2.41845,-0.0140391,-0.136821,-0.0484447,-0.36531,-0.808649,-1.57354,-3.42084,-0.130828
-2.37355,-1.26528,-1.58326,-2.50153,-3.24521,-0.229304,0.00891071,0.0861671,-0.00483181,0.00842349,0.882303,0.19058,0.372144,0.507116,1.92444,1.92411,0.446642,1.19301,1.39024,2.28782,-0.0135212,-0.0814894,-0.0448276,-0.318371,-0.787736,-1.55359,-3.46018,-0.138969
-2.21193,-1.09538,-1.58085,-2.37106,-3.16627,-0.140352,-0.125685,-0.0137243,-0.15246,-0.121494,0.901981,0.227217,0.447334,0.658278,2.14841,1.58571,0.221269,1.24041,1.10661,2.29444,-0.0146189,-0.124664,-0.0194902,-0.366033,-0.831064,-1.54083,-3.44858,-0.126851
-2.30507,-1.20965,-1.54806,-2.46301,-3.15642,-0.255287,-0.109977,0.00266322,-0.0538582,-0.0987835,1.09736,0.403731,0.519218,0.821045,1.97995,1.93334,0.415735,1.18258,1.1817,2.24926,-0.0138545,-0.0602224,0.0327431,-0.389571,-0.826207,-1.55189,-3.45575,-0.0958794
-2.10058,-1.05656,-1.49115,-2.38829,-3.02919,-0.0603737,0.000150666,0.0264789,0.157593,-0.105065,0.695244,0.276208,0.41708,0.642998,2.02633,1.44766,0.0924951,1.06632,1.03027,2.12574,-0.013929,-0.0357479,0.0136392,-0.372451,-0.786332,-1.53029,-3.44134,-0.137247
-2.34496,-1.27382,-1.58192,-2.83204,-3.30593,-0.319991,-0.254473,-0.0781987,0.0200119,-0.24779,0.860386,0.334293,0.542504,0.900462,2.21132,1.7221,0.292461,1.2887,1.41726,2.40548,-0.0146278,-0.0919614,-0.00171231,-0.361383,-0.820262,-1.55192,-3.50951,-0.0894893
-2.55788,-1.49333,-1.70541,-2.72189,-3.41659,-0.0704818,0.105872,0.0987187,0.079861,0.190128,0.962125,0.292464,0.389005,0.641171,1.83809,2.01215,0.520422,1.33842,1.56548,2.31922,-0.014066,-0.0711795,-0.0226095,-0.370975,-0.749071,-1.60887,-3.55245,-0.117452
-2.38947,-1.3067,-1.69682,-2.78739,-3.2157,-0.130797,0.0369343,0.130641,0.133938,-0.0526344,1.12273,0.505882,0.619694,0.913259,2.09698,1.94751,0.477985,1.33774,1.4341,2.38115,-0.0137469,-0.0715826,-0.0285972,-0.312718,-0.733325,-1.5414,-3.48344,-0.13567
-2.28308,-1.11997,-1.54906,-2.61852,-3.12964,-0.197131,-0.107897,0.00799714,0.0413368,-0.119662,0.979405,0.334967,0.55189,0.904574,2.05039,1.90466,0.307245,1.29969,1.52411,2.29719,-0.0142101,-0.121877,-0.0666734,-0.287067,-0.737831,-1.50783,-3.37504,-0.128572
-2.56775,-1.44894,-1.76281,-2.77031,-3.34449,-0.0586851,0.0474076,0.101964,0.0290323,0.0472886,0.923313,0.333757,0.495031,0.661166,1.98849,1.93578,0.37035,1.42693,1.46489,2.38742,-0.0136903,-0.0968178,-0.0631804,-0.399829,-0.836342,-1.59476,-3.46175,-0.0676171
-2.38751,-1.28279,-1.59946,-2.63041,-3.29798,-0.0616619,-0.0503998,0.00300927,-0.0325031,0.0516638,0.907145,0.314551,0.53027,0.722488,2.20984,1.85483,0.424573,1.29379,1.46365,2.39397,-0.0147738,-0.114266,-0.0353079,-0.335801,-0.809336,-1.5701,-3.475,-0.108633
-2.50779,-1.36213,-1.76503,-2.81875,-3.21401,-0.278633,-0.196817,0.0143713,-0.114686,-0.311611,0.99293,0.567097,0.568924,0.790978,2.11758,2.07298,0.540426,1.38315,1.63188,2.43261,-0.0145086,-0.152919,-0.00793444,-0.335115,-0.802983,-1.59779,-3.55954,-0.138087
-2.4511,-1.47003,-1.72835,-2.95607,-3.1784,-0.239584,-0.0410818,-0.0216797,-0.00329404,-0.108583,1.00284,0.559349,0.598016,0.895386,2.15412,1.78428,0.373828,1.41288,1.59093,2.05725,-0.0145015,-0.092891,0.0189338,-0.361655,-0.759103,-1.58177,-3.5013,-0.103975
-2.54452,-1.47836,-1.75082,-2.85999,-3.30226,-0.1176,-0.0444148,0.0966158,0.044912,-0.0283517,1.21423,0.562952,0.660618,1.12216,2.20789,1.88118,0.500903,1.38553,1.62603,2.28297,-0.0139982,-0.0859513,0.0103578,-0.358097,-0.778319,-1.54502,-3.425,-0.109746
-2.30118,-1.2859,-1.6326,-2.63338,-3.1425,-0.350561,-0.125361,0.029793,-0.00749207,-0.266958,0.877517,0.28056,0.49657,0.718296,2.16205,1.53823,0.213205,1.14574,1.14402,2.19269,-0.0152577,-0.0834141,-0.0247263,-0.385334,-0.843976,-1.58012,-3.56449,-0.103027
-2.48172,-1.27828,-1.62171,-2.57534,-3.30514,-0.091036,0.0300924,0.0866418,-0.024439,0.17356,1.04532,0.258975,0.366118,0.454712,2.04573,1.97654,0.313642,1.31251,1.55562,2.27672,-0.0137198,-0.119382,-0.0261448,-0.350701,-0.837483,-1.61075,-3.4965,-0.116663
-2.51971,-1.53621,-1.71354,-2.66769,-3.38343,-0.210212,0.120314,0.152446,-0.0122184,-0.0284906,0.975683,0.426669,0.468919,0.659412,2.18513,2.11326,0.59456,1.29558,1.45698,2.39858,-0.0141248,-0.11849,-0.060264,-0.317465,-0.775575,-1.57747,-3.47156,-0.127796
-2.69535,-1.45748,-1.72583,-2.77239,-3.37118,-0.114014,-0.0485989,-0.0441188,0.0226469,-0.247375,1.33009,0.660974,0.651192,0.933604,2.3872,2.12653,0.609899,1.36393,1.59464,2.77278,-0.0146728,-0.122242,-0.0726553,-0.326493,-0.806534,-1.65861,-3.52008,-0.145652
-2.52725,-1.39822,-1.65179,-2.74403,-3.45088,-0.309593,-0.215016,0.045031,0.0343626,-0.242171,1.26757,0.521096,0.450121,0.748179,2.3811,2.14472,0.691306,1.33997,1.50468,2.77867,-0.0146468,-0.0977194,-0.000157392,-0.344213,-0.792707,-1.5913,-3.47712,-0.0696448
-2.46166,-1.28729,-1.46661,-2.61286,-3.27132,-0.0277221,0.0678238,-0.0201842,0.0805296,0.0825546,1.0765,0.374691,0.462768,0.8358,2.05887,2.10139,0.507005,1.26496,1.44767,2.40858,-0.0135827,-0.0763682,-0.0665782,-0.304132,-0.769083,-1.55246,-3.49027,-0.132617
-2.47353,-1.38043,-1.78964,-2.69503,-3.28747,-0.210879,-0.120644,0.0968208,-0.0214724,-0.155057,1.00275,0.406889,0.658941,0.849226,2.14947,1.93312,0.44436,1.27273,1.33404,2.37945,-0.0147437,-0.051148,0.07476,-0.311491,-0.787688,-1.52596,-3.34455,-0.0712998
-2.45653,-1.32087,-1.75167,-2.89032,-3.0958,-0.288283,-0.134308,-0.0142609,-0.137147,-0.194832,1.07102,0.409016,0.6268,1.06171,2.00716,2.08877,0.534873,1.44067,1.62844,2.37244,-0.0145827,-0.0840192,-0.0211094,-0.352563,-0.781356,-1.58418,-3.48684,-0.130383
-2.47765,-1.35259,-1.7133,-2.75395,-3.19996,-0.15748,0.00565916,0.0884366,0.126689,0.0412309,1.17398,0.499991,0.583165,0.928756,1.96376,1.95782,0.379997,1.27148,1.53722,2.18835,-0.013495,-0.0914665,-0.0345715,-0.347366,-0.751157,-1.59199,-3.41353,-0.114411
-2.47118,-1.52328,-1.8253,-2.69696,-3.31774,-0.14275,-0.0194821,0.0309571,-0.0142239,-0.0468116,1.17583,0.6182,0.741285,0.881659,2.26118,1.92238,0.599238,1.41161,1.42565,2.39993,-0.0140359,-0.133577,-0.0787104,-0.359386,-0.763938,-1.572,-3.42766,-0.135797
-2.30718,-1.27382,-1.62619,-2.55552,-3.11714,-0.0744976,0.0746212,0.152945,0.115691,-0.0502302,0.870337,0.273493,0.436593,0.605224,1.87434,1.84652,0.450513,1.25351,1.32384,2.25802,-0.0132317,-0.0497035,-0.00057213,-0.317008,-0.760706,-1.51513,-3.40633,-0.13744
-2.516,-1.49138,-1.65907,-2.57922,-3.30107,-0.114924,0.0486148,0.0892297,0.00614711,-0.114226,1.17233,0.58583,0.568925,0.879035,2.12051,2.12751,0.653697,1.33784,1.49626,2.4512,-0.0138949,-0.139733,-0.0281708,-0.322038,-0.804792,-1.56485,-3.47483,-0.109873
-2.52521,-1.42508,-1.7233,-2.89345,-3.34445,-0.191531,-0.0950018,0.0526858,0.110314,-0.118985,1.0766,0.459589,0.497176,0.81157,2.20723,1.92433,0.462222,1.3137,1.47616,2.44591,-0.013935,-0.116605,0.0221398,-0.321071,-0.743447,-1.59255,-3.44392,-0.102565
-2.56267,-1.44769,-1.68133,-2.80068,-3.25263,0.00271722,0.0818255,0.212361,0.146079,-0.0425454,1.1042,0.457809,0.492281,1.00343,2.01736,1.91866,0.455785,1.30395,1.51829,2.44834,-0.0140363,-0.0789452,0.0170195,-0.325101,-0.838657,-1.5428,-3.38145,-0.133201
-2.49036,-1.38306,-1.80482,-2.89331,-3.37528,-0.144489,0.0584259,0.207897,0.113932,0.0397053,1.16067,0.555152,0.651376,1.10236,2.27257,2.05443,0.615186,1.42475,1.71037,2.63131,-0.0133795,-0.100643,-0.0251202,-0.379035,-0.794603,-1.5625,-3.47852,-0.142385
-2.37847,-1.19888,-1.61183,-2.78638,-3.25926,-0.230993,-0.200351,0.00420142,0.0793359,-0.294589,0.873951,0.223229,0.336713,0.963213,2.08824,1.94744,0.391125,1.27426,1.54814,2.61494,-0.0137819,-0.0627582,-0.0735847,-0.38846,-0.822718,-1.56818,-3.4649,-0.13899
-2.4342,-1.27187,-1.6681,-2.75471,-3.31469,-0.379851,-0.200055,-0.0694867,-0.126744,-0.284523,1.16031,0.376001,0.479122,0.767585,2.16857,1.97637,0.365182,1.21261,1.52764,2.47151,-0.0143444,-0.0124109,0.00853508,-0.343656,-0.780412,-1.6028,-3.53918,-0.0785619
-2.43346,-1.33693,-1.75336,-2.61571,-3.3968,-0.449097,-0.191903,-0.102185,-0.258198,-0.101831,1.26177,0.569968,0.697175,0.901023,2.31887,2.02558,0.476363,1.38374,1.46833,2.50315,-0.0146043,-0.0754007,-0.0278564,-0.343001,-0.809581,-1.65945,-3.5315,-0.113222
-2.59099,-1.56272,-1.84109,-3.00634,-3.4713,-0.241164,-0.0544979,-0.0270526,0.0834995,-0.047671,1.2082,0.592929,0.600888,0.961354,2.28781,1.98831,0.647552,1.51406,1.70429,2.58476,-0.0143267,-0.11798,-0.0116935,-0.379179,-0.804183,-1.59329,-3.50355,-0.131159
-2.26026,-1.20876,-1.58888,-2.68278,-3.14759,-0.164217,-0.0746458,0.0236683,-0.0138247,-0.0826338,0.970865,0.512924,0.583014,0.994837,2.06997,1.57749,0.266624,1.15813,1.36425,2.18146,-0.0139677,-0.0906875,0.0299035,-0.311436,-0.80787,-1.56742,-3.46198,-0.123921
-2.553,-1.44558,-1.71405,-2.64991,-3.30785,-0.153312,-0.0820422,-0.0220343,-0.0792414,-0.226257,1.03141,0.44596,0.595157,0.920135,2.00113,2.2204,0.726946,1.41111,1.50974,2.63661,-0.013671,-0.112482,-0.0315857,-0.373524,-0.812406,-1.50291,-3.36103,-0.0918282
-2.36698,-1.20163,-1.6199,-2.69014,-3.09083,-0.202464,-0.0297013,0.0595418,-0.0266084,0.115814,1.04179,0.291687,0.546846,0.863782,1.86704,1.97162,0.482021,1.34379,1.58836,2.30188,-0.0138956,-0.0911702,-0.040293,-0.364298,-0.776189,-1.54458,-3.45359,-0.123128
-2.30006,-1.26325,-1.66562,-2.66391,-3.13043,-0.10266,0.0248461,-0.00942958,-0.0366808,-0.0247463,0.982589,0.327018,0.511932,0.611696,1.9892,1.73024,0.30077,1.29212,1.43179,2.18743,-0.0143268,-0.0843176,-0.00992802,-0.346392,-0.753911,-1.59035,-3.44592,-0.106537
-2.47805,-1.37085,-1.70736,-2.78906,-3.31931,-0.0479618,0.0345804,-0.0495305,0.208125,0.0540747,0.922232,0.293994,0.551267,0.748037,1.9722,1.93888,0.506458,1.49352,1.59652,2.30501,-0.0143132,-0.112431,0.0073483,-0.383368,-0.836809,-1.50481,-3.38067,-0.107807
-2.61004,-1.29914,-1.70973,-2.81293,-3.23826,-0.0871287,-0.130095,-0.00498108,0.0231886,-0.146092,1.13728,0.264124,0.531701,0.785373,1.93129,1.94679,0.392007,1.36349,1.49572,2.35788,-0.0141524,-0.0711221,0.00457964,-0.328345,-0.749763,-1.56778,-3.41089,-0.111574
-2.36235,-1.26136,-1.76053,-2.54729,-3.1719,-0.106956,-0.0159621,0.164729,0.0312424,-0.0657082,0.826156,0.24305,0.468287,0.523954,1.9398,1.91324,0.375464,1.30417,1.37383,2.38449,-0.0134545,-0.0761642,-0.0153449,-0.350824,-0.765452,-1.59094,-3.43512,-0.11272
-2.48657,-1.43883,-1.67421,-2.64885,-3.17931,-0.0506442,0.138894,0.0850755,0.0377574,0.0284656,0.98724,0.406221,0.471504,0.584844,2.01022,1.80487,0.348877,1.17168,1.16319,2.23469,-0.0143106,-0.128573,0.00623728,-0.329128,-0.743502,-1.59695,-3.4696,-0.143763
-2.65426,-1.38327,-1.80367,-2.85111,-3.30168,-0.11688,-0.0279112,0.0957149,0.0843396,-0.0442886,1.08513,0.323694,0.544866,0.857426,2.00575,2.0691,0.508969,1.41484,1.56412,2.45958,-0.0144482,-0.0421464,0.0359441,-0.320309,-0.796004,-1.59371,-3.52092,-0.138216
-2.23625,-1.14239,-1.55783,-2.63935,-3.19866,-0.144204,-0.0896022,0.0246009,0.0905974,-0.194015,0.725965,0.167668,0.308738,0.584002,2.07717,1.61105,0.177928,1.1079,1.29027,2.25803,-0.014708,-0.0815601,-0.0087952,-0.371381,-0.814598,-1.55218,-3.44711,-0.133185
-2.59229,-1.44996,-1.63389,-2.70236,-3.48033,-0.0406097,0.0257614,0.045324,-0.0789091,0.151962,1.17203,0.537528,0.573803,0.901488,2.22558,1.94523,0.466791,1.24894,1.43312,2.31624,-0.0142433,-0.123451,-0.0498935,-0.338708,-0.814781,-1.60191,-3.51496,-0.144793
-2.43194,-1.34598,-1.60457,-2.78839,-3.05747,-0.164968,0.072944,0.0606145,0.0359711,-0.16513,1.18259,0.466673,0.552827,0.850491,2.00346,1.84168,0.27506,1.19693,1.46231,2.07621,-0.0138488,-0.13374,0.026434,-0.371598,-0.754943,-1.57524,-3.45598,-0.118655
-2.43184,-1.30585,-1.62732,-2.75075,-3.34264,-0.34718,-0.269393,-0.0546321,-0.100049,-0.182665,1.19652,0.627106,0.621805,1.02521,2.37676,1.957,0.55577,1.32204,1.59412,2.497,-0.0140434,-0.0931502,-0.0609801,-0.336134,-0.785701,-1.59082,-3.50433,-0.127307
-2.4272,-1.28511,-1.66071,-2.71898,-3.43905,-0.158696,-0.0209596,0.114415,-0.0251527,0.111365,0.907105,0.301238,0.400667,0.847006,2.14126,1.94186,0.364405,1.29579,1.53482,2.5992,-0.0142932,-0.0956112,-0.00461078,-0.333608,-0.813184,-1.56488,-3.46692,-0.118311
-2.4718,-1.41846,-1.61682,-2.58101,-3.29077,-0.0187423,0.120564,0.103773,0.119425,0.0613426,1.13522,0.45843,0.509731,0.863827,2.20202,1.77683,0.421453,1.18563,1.24725,2.2974,-0.0139388,-0.112373,-0.0253903,-0.318261,-0.746838,-1.5726,-3.38912,-0.112114
-2.50489,-1.22071,-1.54827,-2.54183,-3.23331,-0.195681,-0.091634,0.0646393,-0.0954396,-0.14587,1.32164,0.462915,0.604178,0.769808,2.21174,2.01603,0.413044,1.21819,1.39207,2.36154,-0.0143627,-0.0904228,-0.0359981,-0.388606,-0.8262,-1.56791,-3.5395,-0.171475
-2.38677,-1.39999,-1.61232,-2.61242,-3.20889,-0.175987,-0.0865157,-0.0225975,-0.147204,-0.109778,0.759244,0.2663,0.377237,0.565962,1.92091,1.90715,0.531472,1.26052,1.42204,2.17611,-0.0136214,-0.123136,0.0237756,-0.372993,-0.812639,-1.55694,-3.44302,-0.0986677
-2.48296,-1.43994,-1.73916,-2.80647,-3.41547,-0.13681,0.0415557,0.119766,0.00717478,0.119435,1.1366,0.519507,0.532353,0.903693,2.09064,1.96381,0.506883,1.32104,1.41164,2.36753,-0.0141024,-0.0678283,0.0503985,-0.343985,-0.757368,-1.56169,-3.45447,-0.0821137
-2.30624,-1.11979,-1.55921,-2.52041,-3.05958,-0.283904,-0.119865,-0.0548323,-0.0137755,-0.197782,0.800542,0.0725045,0.417506,0.425873,1.87492,1.76251,0.144041,1.25933,1.21978,2.23821,-0.0145969,-0.118633,-0.0311955,-0.378109,-0.846498,-1.62961,-3.56498,-0.133777
-2.6223,-1.52046,-1.69141,-2.64611,-3.33641,0.0935872,0.180493,0.0499298,-0.0715469,-0.00335377,1.08179,0.492584,0.520812,0.830987,2.20857,1.9502,0.442109,1.356,1.4949,2.32979,-0.0137601,-0.0774482,-0.00886311,-0.404487,-0.762053,-1.56531,-3.4472,-0.134297
-2.56003,-1.53662,-1.8798,-2.76756,-3.51175,-0.104045,0.0341867,0.132874,0.192862,0.0240843,1.22435,0.681243,0.817594,0.870921,2.32662,1.90195,0.510457,1.3915,1.26726,2.47411,-0.0139194,-0.0879411,-0.0652663,-0.316871,-0.753266,-1.5336,-3.44475,-0.135842
-2.46253,-1.43672,-1.69523,-2.70993,-3.23729,-0.435131,-0.146547,-0.00756285,-0.263289,-0.34884,1.18286,0.590842,0.601118,0.909909,2.30258,2.00757,0.47061,1.31019,1.47957,2.46183,-0.0138416,-0.107108,-0.0303916,-0.360174,-0.778233,-1.54355,-3.4484,-0.0858149
-2.43579,-1.27071,-1.51018,-2.51934,-3.24866,-0.15789,0.00356418,0.0152835,-0.0752365,0.067016,0.901859,0.33256,0.37544,0.611737,1.94652,1.79634,0.284302,1.16028,1.34987,2.3169,-0.0146927,-0.116374,-0.0534467,-0.34725,-0.844044,-1.52346,-3.42922,-0.13778
-2.71695,-1.55349,-1.78025,-2.8545,-3.19923,-0.0564541,0.0195815,0.105505,0.210635,0.159096,1.26344,0.627998,0.585299,0.750308,2.00232,2.1923,0.636667,1.47472,1.55893,2.09244,-0.0142765,-0.113003,-0.0302216,-0.355849,-0.813661,-1.58129,-3.47411,-0.145699
-2.44866,-1.32399,-1.67221,-2.5984,-3.30358,-0.150556,0.0428929,0.12788,0.00733327,0.00650163,1.30629,0.564185,0.581195,0.765298,2.2776,2.00007,0.503313,1.38557,1.48844,2.46163,-0.0142663,-0.0790636,-0.0677329,-0.326514,-0.760934,-1.55086,-3.45568,-0.150131
-2.44986,-1.4214,-1.78719,-2.73962,-3.50262,-0.227104,-0.162414,0.0344364,0.0491231,-0.059544,1.03626,0.526734,0.608977,0.72524,2.30681,2.05728,0.562874,1.44909,1.37758,2.45233,-0.0141556,-0.0643666,0.00987734,-0.291603,-0.743747,-1.56446,-3.47315,-0.1081
-2.36251,-1.3211,-1.54427,-2.71425,-3.40828,-0.0866642,-0.0144843,0.0151971,0.0136466,0.133378,0.827357,0.306727,0.437774,0.81411,1.96863,1.89068,0.461825,1.18276,1.5913,2.48872,-0.0137062,-0.111991,-0.0240833,-0.3548,-0.78232,-1.55205,-3.42516,-0.132724
