b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_dur6,b_dur9,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.50751,-1.33407,-1.56062,-2.57436,-3.21015,-0.181884,-0.0405121,-0.0293391,-0.0307142,-0.0138802,1.31521,0.619307,0.625043,0.933458,2.26584,2.24929,0.630069,1.48678,1.51373,2.49554,-0.85097,-1.07993,-0.151145,0.0258293,-0.315679,-0.81389,-1.50456,-3.47455,-0.20288
-2.28731,-1.20206,-1.49376,-2.45591,-3.02922,-0.47039,-0.332299,-0.0996014,-0.233392,-0.416572,1.28411,0.634967,0.548213,0.923104,2.28781,2.22294,0.636636,1.34002,1.518,2.50329,-0.911899,-1.0374,-0.17596,0.0414815,-0.332382,-0.75774,-1.5387,-3.52156,-0.217203
-2.29298,-1.17885,-1.57429,-2.43331,-2.97048,-0.252072,-0.118969,0.0819503,-0.0848369,-0.292368,0.99746,0.348435,0.445263,0.548671,2.03265,2.003,0.536888,1.35811,1.45282,2.48025,-0.893166,-1.08655,-0.144962,0.050171,-0.316978,-0.800052,-1.57438,-3.55,-0.218757
-2.59932,-1.40545,-1.60076,-2.6419,-3.50181,-0.0524668,0.0878029,0.0736172,0.158548,0.20888,1.32511,0.676952,0.608015,0.982118,2.56137,2.11147,0.529008,1.38109,1.49018,2.61665,-0.86378,-1.01753,-0.170253,0.0148024,-0.34136,-0.82337,-1.53779,-3.54314,-0.23022
-2.48815,-1.36058,-1.80429,-2.85453,-3.16218,-0.217898,-0.06468,0.127674,0.089198,-0.257951,1.25564,0.607541,0.675635,1.10242,2.22446,2.21451,0.655313,1.56329,1.74896,2.56922,-0.909085,-1.11853,-0.135614,0.0438894,-0.304888,-0.751488,-1.55394,-3.5562,-0.227473
-2.31628,-1.29275,-1.68401,-2.73064,-3.27079,-0.334636,-0.194873,0.10172,0.0767953,-0.341797,1.38915,0.598448,0.749706,1.31769,2.43148,1.98375,0.630482,1.50244,1.70197,2.81245,-0.916678,-1.04007,-0.141129,-0.0234692,-0.374454,-0.875069,-1.53395,-3.54589,-0.231277
-2.34179,-1.22413,-1.54162,-2.33694,-3.00354,-0.31193,-0.200644,-0.0371764,-0.0572121,-0.336931,1.31943,0.623529,0.625975,0.790998,2.24911,2.14847,0.605013,1.41344,1.43157,2.38643,-0.88492,-1.05979,-0.135404,0.0193701,-0.274995,-0.833277,-1.53122,-3.49854,-0.186739
-2.30371,-1.13811,-1.50639,-2.42452,-3.09499,-0.247867,-0.0874347,-0.0533886,-0.306062,-0.0978967,1.35339,0.48687,0.642909,0.999017,2.17875,1.79136,0.314863,1.18559,1.45442,2.45426,-0.840563,-1.0574,-0.210524,-0.0252834,-0.307501,-0.793182,-1.58067,-3.5604,-0.238783
-2.28763,-1.20057,-1.47246,-2.45256,-2.91369,-0.225761,-0.199543,-0.0188095,-0.104824,-0.255483,1.05236,0.467094,0.515356,0.931898,2.05385,2.22879,0.695538,1.40336,1.65887,2.48893,-0.87474,-1.0564,-0.211942,-0.0591648,-0.333427,-0.831978,-1.52311,-3.47643,-0.169176
-2.54445,-1.35013,-1.64744,-2.63754,-3.387,-0.0325629,-0.179273,0.0690846,-0.10075,-0.0435706,1.22888,0.594471,0.744756,1.09498,2.46083,2.26682,0.691692,1.41921,1.6513,2.68278,-0.859516,-1.02581,-0.19634,0.0211027,-0.34035,-0.78558,-1.52075,-3.48437,-0.243115
-2.31282,-1.29793,-1.65948,-2.69079,-3.1138,-0.141898,0.0512102,0.153491,0.0569368,-0.0367697,1.01272,0.324894,0.461598,0.984045,2.17911,2.18508,0.738952,1.48461,1.6078,2.67712,-0.943496,-1.10144,-0.173773,0.0448325,-0.27789,-0.779355,-1.50435,-3.47965,-0.195418
-2.40258,-1.4207,-1.70481,-2.57807,-3.37639,-0.131509,0.0736552,0.145708,0.293692,0.118168,1.23878,0.629535,0.710596,0.927628,2.30845,1.92891,0.60238,1.41661,1.32664,2.55958,-0.847319,-1.05594,-0.181374,-0.012737,-0.348258,-0.818798,-1.5536,-3.52271,-0.232185
-2.58561,-1.26976,-1.56967,-2.66307,-2.99477,0.0773024,0.144054,0.0940694,0.256302,0.037963,1.32446,0.437393,0.610066,1.07549,2.00849,2.15829,0.589851,1.44308,1.67686,2.40627,-0.862221,-1.00391,-0.235249,-0.0630194,-0.355927,-0.789002,-1.48139,-3.46153,-0.260392
-2.08621,-1.00806,-1.46682,-2.34943,-2.84782,-0.350936,-0.0386522,0.0618268,0.0552694,0.0531052,0.939965,0.185517,0.488019,0.667412,1.73407,1.97134,0.423384,1.33164,1.43549,2.18012,-0.893329,-1.02113,-0.190825,-0.00670442,-0.319789,-0.798408,-1.48243,-3.46865,-0.213594
-2.50808,-1.31242,-1.61648,-2.61324,-3.03523,0.0890465,0.124481,0.142206,0.0158126,0.0286908,1.10992,0.481607,0.556244,0.980562,2.04409,2.15557,0.569547,1.41265,1.56015,2.24221,-0.930299,-1.03592,-0.153668,0.000751819,-0.314407,-0.786916,-1.51066,-3.51544,-0.215614
-2.24222,-1.24085,-1.54765,-2.38198,-3.1337,-0.0659918,0.103572,0.0857663,0.0870872,0.0698551,1.20283,0.524595,0.626697,0.705395,2.19933,1.9577,0.472737,1.34746,1.3464,2.38664,-0.88069,-1.0039,-0.161819,-0.02223,-0.244893,-0.742072,-1.49655,-3.48002,-0.238212
-2.28239,-1.18254,-1.45395,-2.25885,-3.2222,-0.228972,-0.0611601,-0.0496795,-0.21828,0.16263,0.973634,0.390907,0.499148,0.658858,2.06783,1.95261,0.443767,1.29148,1.39927,2.48811,-0.893054,-1.05315,-0.20844,0.0706173,-0.292983,-0.802309,-1.51345,-3.44992,-0.239355
-2.29849,-1.30148,-1.62139,-2.5302,-3.1275,-0.0416653,-0.00295773,0.140236,0.117061,-0.0530086,0.918769,0.478779,0.60623,1.02915,2.20914,1.91847,0.670866,1.39197,1.39258,2.4414,-0.879774,-1.05222,-0.167079,0.00046317,-0.303296,-0.750068,-1.48806,-3.42323,-0.18147
-2.41414,-1.51616,-1.57179,-2.70806,-3.29041,-0.392977,-0.119403,-0.0467862,-0.0532755,-0.272298,1.50422,0.923524,0.80326,1.36859,2.38904,2.26729,0.957678,1.45922,1.75551,2.76355,-0.890228,-0.993838,-0.152674,-0.00957602,-0.332636,-0.855771,-1.47141,-3.44815,-0.248161
-2.37696,-1.3105,-1.57967,-2.47064,-3.12493,-0.138957,0.0193959,0.0784584,0.096817,0.0703178,1.19477,0.546983,0.564188,0.771569,2.25083,2.16537,0.696986,1.48931,1.53847,2.51687,-0.831996,-0.97146,-0.146509,-0.000732318,-0.299038,-0.794942,-1.50021,-3.45276,-0.201768
-2.31528,-1.12905,-1.48254,-2.56263,-2.88283,-0.0228725,-0.0235332,0.156294,0.298484,-0.136863,1.10895,0.281845,0.455795,0.669314,1.92441,2.0913,0.559883,1.29177,1.38488,2.47745,-0.96666,-1.05913,-0.15341,0.0640727,-0.252445,-0.741563,-1.50009,-3.50332,-0.270077
-2.29964,-1.15375,-1.42527,-2.41565,-3.0947,-0.272531,-0.144024,-0.0761804,-0.169075,-0.0980358,0.997603,0.225568,0.423471,0.802869,1.99619,2.03227,0.482358,1.37628,1.59275,2.38978,-0.850672,-1.04837,-0.174167,0.0317663,-0.328093,-0.845842,-1.51207,-3.46858,-0.181909
-2.38129,-1.28752,-1.65939,-2.77307,-3.09796,-0.146863,-0.0601984,0.0676246,0.157894,0.0568427,1.17022,0.573454,0.665782,0.986366,2.11398,2.17952,0.588792,1.54974,1.76685,2.23504,-0.910022,-1.06841,-0.152881,0.0517472,-0.318436,-0.807472,-1.49472,-3.48328,-0.245563
-2.32872,-1.36741,-1.64693,-2.50975,-3.08569,-0.107895,0.0619854,0.214787,0.0762739,-0.146852,1.25004,0.780787,0.683144,0.966657,2.34425,1.91059,0.535135,1.26183,1.35733,2.39477,-0.777778,-1.02854,-0.166116,-0.000438578,-0.298225,-0.744713,-1.5014,-3.4026,-0.190697
-2.18159,-1.04059,-1.49638,-2.4285,-2.90355,-0.0992429,-0.0199105,0.0739795,0.183243,-0.149489,0.777138,0.0544755,0.39079,0.617024,1.92208,1.94773,0.448113,1.34034,1.28223,2.33913,-0.917627,-1.10815,-0.202929,-0.050046,-0.335275,-0.786131,-1.59911,-3.59875,-0.224857
-2.16977,-1.06221,-1.48355,-2.27225,-2.85355,-0.244835,-0.0403345,0.0820325,0.0210117,-0.211073,1.02588,0.278579,0.493392,0.664554,2.00537,1.94643,0.436267,1.35201,1.23681,2.25802,-0.861639,-1.04427,-0.169707,-0.0250416,-0.305874,-0.774474,-1.55038,-3.54568,-0.235258
-2.29682,-1.30152,-1.4863,-2.69242,-3.11275,-0.288158,-0.0841634,0.0473711,0.100464,-0.102245,1.11863,0.558538,0.605323,0.952218,2.19195,2.29102,0.755204,1.50402,1.91807,2.52608,-0.884842,-1.04962,-0.196052,0.028105,-0.301301,-0.840287,-1.49012,-3.45435,-0.200147
-2.10721,-1.18475,-1.51539,-2.31481,-3.03134,-0.301301,0.00437446,0.157418,0.0622515,-0.099119,0.991944,0.553533,0.516301,0.83659,2.39804,1.97428,0.561582,1.34241,1.23797,2.38054,-0.835496,-1.0209,-0.159182,0.0135595,-0.278864,-0.753526,-1.48363,-3.47349,-0.239185
-2.52659,-1.40291,-1.72727,-2.78968,-3.33384,-0.0345006,-0.0186665,0.148878,0.211603,0.0134489,1.1932,0.589524,0.619498,0.839368,2.36355,2.12033,0.580996,1.49101,1.50614,2.41898,-0.884122,-1.10659,-0.128859,0.0313783,-0.279161,-0.739059,-1.52019,-3.5721,-0.193583
-2.43007,-1.21593,-1.66476,-2.61223,-3.15045,-0.0816716,-0.067023,0.116553,0.244726,-0.0481233,1.18293,0.4524,0.610407,0.775069,2.16432,1.92694,0.488924,1.35304,1.37179,2.33354,-0.878587,-1.04052,-0.179891,0.0167228,-0.311149,-0.818648,-1.57049,-3.57031,-0.284529
-2.43834,-1.27111,-1.59063,-2.43125,-3.2147,-0.150503,0.0255378,0.0916686,0.0457942,-0.066343,1.25209,0.495411,0.609074,0.897459,2.11674,2.15817,0.646757,1.37033,1.42291,2.50662,-0.868466,-1.06704,-0.164431,0.0250087,-0.314462,-0.80511,-1.53208,-3.47078,-0.25761
-2.36449,-1.21476,-1.52428,-2.54259,-2.77385,-0.259989,-0.0691626,0.0339643,-0.000763223,-0.160676,1.47893,0.666654,0.634705,1.1221,1.96972,2.25363,0.627616,1.43527,1.63804,2.12428,-0.819589,-1.00898,-0.207918,-0.0379763,-0.323787,-0.805206,-1.48922,-3.46783,-0.234857
-2.46212,-1.42824,-1.56384,-2.69572,-3.39432,0.0711991,0.243988,0.237534,0.35312,0.256635,1.24129,0.578437,0.554775,0.922129,2.16003,2.18619,0.786589,1.38627,1.56815,2.65092,-0.940924,-1.08444,-0.178875,-0.0103461,-0.302937,-0.782797,-1.49304,-3.50794,-0.204581
-2.28318,-1.18616,-1.49143,-2.12955,-2.9419,-0.227162,-0.154728,-0.0578526,-0.175143,-0.285762,0.938984,0.420903,0.45445,0.426156,2.03439,1.85875,0.417658,1.31419,1.18357,2.22693,-0.850986,-1.03186,-0.187069,0.0408042,-0.345014,-0.789046,-1.51976,-3.49054,-0.249899
-2.18396,-1.19325,-1.53287,-2.38769,-3.17768,-0.205287,-0.115603,0.0852663,-0.0769103,0.0458732,0.928738,0.372193,0.532847,0.753539,2.03443,1.8343,0.501298,1.36677,1.40759,2.37781,-0.946744,-1.05839,-0.225059,0.00290547,-0.3311,-0.799325,-1.49291,-3.46616,-0.214004
-2.47316,-1.24177,-1.65252,-2.5047,-3.10432,-0.318966,-0.203379,0.0806012,-0.0989399,-0.311803,1.36029,0.682083,0.666614,0.992744,2.34912,2.32259,0.645402,1.53726,1.67244,2.60248,-0.89403,-1.043,-0.180684,0.034455,-0.303644,-0.771212,-1.55616,-3.53017,-0.211941
-2.31159,-1.16325,-1.72563,-2.57894,-3.12453,-0.308448,-0.15217,0.107318,-0.00269225,0.00328981,1.31963,0.694366,0.834909,1.23775,2.36005,1.93142,0.490329,1.49769,1.45563,2.32684,-0.87774,-1.01725,-0.215133,-0.00863601,-0.348592,-0.805337,-1.59948,-3.58901,-0.247606
-2.32427,-1.23532,-1.41894,-2.51977,-3.05672,-0.057144,0.0987387,0.00940182,0.19438,0.00521237,1.165,0.418979,0.49216,0.984103,1.98614,2.06044,0.567535,1.32248,1.47468,2.2839,-0.860608,-1.01071,-0.180843,-0.053044,-0.283793,-0.794903,-1.44315,-3.40187,-0.210435
-2.36688,-1.41466,-1.45783,-2.46306,-3.38297,-0.0662262,0.158699,0.0300128,0.0236117,0.0694316,1.25136,0.56221,0.570159,0.860338,2.28193,2.09891,0.735046,1.27497,1.51725,2.8147,-0.88793,-1.02943,-0.175671,0.0361453,-0.335327,-0.815719,-1.48702,-3.40675,-0.197303
-2.28608,-1.16349,-1.56354,-2.30807,-3.02616,-0.209852,-0.132116,0.0423891,-0.0334802,-0.197485,1.115,0.5023,0.636355,0.70413,2.15267,1.91423,0.539819,1.37746,1.33308,2.37874,-0.868412,-1.03328,-0.147898,0.0050699,-0.297738,-0.759194,-1.52203,-3.4432,-0.219448
-2.12986,-1.09724,-1.3856,-2.20898,-2.92236,-0.301246,-0.0415071,-0.0458706,-0.1349,-0.128496,0.994062,0.39663,0.502463,0.71664,2.21677,1.85756,0.463989,1.32364,1.1941,2.2726,-0.935277,-1.07344,-0.185064,0.0172585,-0.311791,-0.832633,-1.53594,-3.6061,-0.252234
-2.37586,-1.24435,-1.54266,-2.46269,-3.18351,-0.151272,-0.0285629,0.0439566,0.0166014,-0.0861479,1.17804,0.429328,0.522829,0.911528,2.02399,2.01025,0.526991,1.34749,1.42218,2.55632,-0.921696,-1.07796,-0.158571,0.0436103,-0.315819,-0.800863,-1.52749,-3.55655,-0.288474
-2.41209,-1.38733,-1.64415,-2.52103,-3.05008,-0.1238,-0.0573784,0.165159,0.133417,-0.243031,1.34783,0.663209,0.603173,0.76262,2.1532,2.12926,0.69088,1.31844,1.27163,2.47908,-0.89595,-1.0875,-0.147444,0.0810183,-0.29966,-0.776136,-1.53389,-3.52397,-0.217836
-2.4057,-1.18151,-1.57701,-2.57014,-3.0712,-0.0863981,-0.0816461,-0.0207364,0.177295,-0.054732,1.28073,0.653106,0.741161,1.04803,2.3428,2.10085,0.568155,1.37523,1.5473,2.39933,-0.939082,-1.06254,-0.205723,0.0345189,-0.311051,-0.789664,-1.53954,-3.521,-0.236631
-2.61492,-1.47157,-1.70322,-2.69763,-3.39533,-0.261185,-0.126589,-0.0329487,0.0575699,-0.12468,1.47484,0.776687,0.662792,0.904732,2.53057,2.4512,0.912422,1.63257,1.57808,2.72428,-0.913252,-1.06988,-0.200454,0.0223971,-0.345084,-0.793087,-1.56786,-3.53321,-0.203108
-2.48232,-1.3785,-1.50244,-2.57271,-3.41294,-0.161664,-0.0524002,-0.0255067,0.0502272,-0.0940698,1.29083,0.668851,0.67572,1.08582,2.52481,2.21088,0.774548,1.409,1.5742,2.85275,-0.907358,-1.08749,-0.224791,-0.0476691,-0.347844,-0.898446,-1.54011,-3.54345,-0.243227
-2.41717,-1.47399,-1.5336,-2.49701,-3.23919,-0.200395,0.0611289,0.091219,0.191574,-0.0208271,1.24439,0.729555,0.589739,0.888675,2.22787,2.15808,0.786398,1.30653,1.5063,2.51293,-0.843846,-1.00321,-0.188662,0.0267871,-0.315314,-0.801731,-1.51037,-3.47494,-0.253724
-2.56443,-1.38293,-1.60258,-2.72412,-3.25365,-0.04254,-0.0559562,0.0208635,0.0387032,-0.0542128,1.5162,0.891123,0.786072,1.14367,2.5659,2.22818,0.746895,1.48682,1.73633,2.62591,-0.833737,-1.01759,-0.194654,-0.00350331,-0.309008,-0.813631,-1.48377,-3.50739,-0.176851
-2.27454,-1.15456,-1.51456,-2.59091,-3.18807,0.136862,0.0114152,0.0877631,0.136068,-0.0104864,1.00855,0.485776,0.673047,0.965322,2.35924,1.89855,0.553275,1.45147,1.69291,2.55934,-0.873502,-1.07123,-0.175522,0.0485877,-0.327109,-0.860692,-1.48361,-3.50667,-0.245707
-2.28774,-1.33431,-1.62629,-2.46281,-3.08901,-0.176694,0.0530486,0.147456,0.162657,0.170433,1.17531,0.546059,0.608083,0.828862,2.03589,1.96208,0.589314,1.31809,1.41814,2.33711,-0.846209,-1.04052,-0.146957,-0.0149649,-0.281625,-0.787893,-1.58465,-3.50125,-0.246584
-2.62884,-1.41915,-1.70868,-2.41046,-3.17039,-0.0195639,0.113625,0.093942,0.126762,0.1081,1.60234,0.848649,0.892406,0.854318,2.48572,2.25003,0.604941,1.52682,1.40021,2.48892,-0.7764,-0.969635,-0.20829,-0.0132319,-0.309495,-0.801963,-1.56771,-3.46989,-0.239085
-2.16348,-1.05534,-1.40123,-2.31971,-2.91789,-0.198073,-0.0860498,-0.0418456,-0.101806,-0.134898,0.924046,0.304208,0.321214,0.452001,1.99811,1.90159,0.360941,1.24413,1.22509,2.39549,-0.861004,-1.07069,-0.165997,0.00914752,-0.313188,-0.777795,-1.57337,-3.56076,-0.232787
-2.35552,-1.33128,-1.47711,-2.31069,-3.13106,-0.266474,-0.0899031,-0.0370517,-0.193108,-0.0285438,1.31834,0.726036,0.654262,0.940296,2.32504,2.16135,0.637624,1.33174,1.50174,2.49659,-0.895581,-1.02612,-0.138868,-0.0179073,-0.311752,-0.816811,-1.56667,-3.54201,-0.25312
-2.37156,-1.30519,-1.46856,-2.45543,-3.30345,0.016265,0.143065,0.0674201,0.158223,0.118876,1.03232,0.415647,0.490645,0.685037,2.38374,2.03741,0.546701,1.29936,1.44762,2.6195,-0.848546,-1.06527,-0.171699,0.0321923,-0.324348,-0.840075,-1.5263,-3.47908,-0.215385
-2.18221,-1.1758,-1.51172,-2.4534,-3.11471,-0.286161,-0.155931,-0.0598573,-0.163689,-0.206012,1.37925,0.834421,0.661198,1.03366,2.36884,1.88493,0.588109,1.36391,1.56656,2.40517,-0.889667,-0.992603,-0.16156,0.0396368,-0.300909,-0.768598,-1.45514,-3.44948,-0.204091
-2.28158,-1.11157,-1.46434,-2.51714,-2.94411,-0.145519,-0.00718649,0.114702,0.119704,-0.115269,1.13277,0.498587,0.537124,0.839997,2.15039,2.005,0.424566,1.28765,1.48172,2.17986,-0.84335,-0.980951,-0.173636,0.017775,-0.298405,-0.770732,-1.46945,-3.4205,-0.246387
-2.31985,-1.24679,-1.5594,-2.53261,-3.13127,-0.105187,-0.0719467,0.075518,0.11887,-0.0466803,1.08791,0.570431,0.623398,0.807981,2.23654,2.11983,0.691315,1.48279,1.64622,2.66227,-0.921474,-1.09383,-0.225845,-0.0364436,-0.295187,-0.775534,-1.46171,-3.47051,-0.25165
-2.1709,-1.15456,-1.49654,-2.39316,-3.01201,-0.246889,-0.0951676,0.0740671,0.0991261,-0.240365,0.877614,0.326916,0.505985,0.641008,1.96754,1.8231,0.462028,1.27007,1.31351,2.35586,-0.867781,-1.01957,-0.217624,-0.0180476,-0.314903,-0.778843,-1.51497,-3.40322,-0.209757
-2.6977,-1.51438,-1.68968,-2.70208,-3.42657,-0.0839789,0.078692,0.00533985,-0.171258,0.185235,1.34489,0.642843,0.745885,1.10756,2.2057,2.38232,0.818647,1.54275,1.74409,2.6289,-0.878978,-1.05182,-0.168181,0.0776408,-0.315145,-0.808181,-1.58806,-3.52663,-0.191159
-2.54246,-1.29122,-1.60901,-2.57328,-3.16489,0.0454813,0.0934909,0.126142,0.0708758,0.12522,1.18334,0.380522,0.503768,0.879404,2.16145,2.07954,0.482202,1.33332,1.54763,2.2239,-0.891762,-1.03659,-0.132824,0.0236732,-0.333248,-0.793657,-1.53302,-3.49533,-0.219778
-2.26094,-1.09275,-1.4063,-2.47367,-2.85501,-0.223495,-0.0871328,0.0266096,0.100271,-0.0282598,1.10942,0.453251,0.468458,0.720359,2.0195,1.97857,0.493425,1.31595,1.46294,2.21829,-0.906074,-1.03545,-0.252383,-0.0440728,-0.259474,-0.80003,-1.49809,-3.48517,-0.293224
-2.47501,-1.22729,-1.49341,-2.40862,-3.24653,0.0324071,0.026181,0.167401,0.148258,-0.0178781,1.20864,0.492112,0.527211,0.800688,2.33104,2.00916,0.513091,1.39889,1.37849,2.61245,-0.917212,-1.05725,-0.232706,-0.0600318,-0.30046,-0.83037,-1.54966,-3.57325,-0.279335
-2.45183,-1.35739,-1.59337,-2.49896,-3.27384,-0.175216,-0.0242383,0.0798909,0.0854744,-0.0873013,1.21238,0.540709,0.555956,0.717877,2.27655,2.26471,0.709843,1.44476,1.52495,2.68223,-0.855403,-1.06726,-0.178489,0.0449149,-0.322369,-0.860539,-1.53989,-3.48214,-0.220142
-2.50512,-1.5369,-1.63518,-2.53954,-3.55384,0.0991964,0.22287,0.136194,0.131639,0.0852222,1.08443,0.572681,0.623012,0.697402,2.32179,2.03125,0.652571,1.38253,1.43585,2.79719,-0.857492,-1.0485,-0.129143,0.0173884,-0.35538,-0.793841,-1.50249,-3.44525,-0.19337
-2.32554,-1.23387,-1.53862,-2.54584,-3.16419,-0.342971,-0.224597,-0.0613665,-0.129761,-0.129375,1.34271,0.675995,0.715818,1.0636,2.40597,2.0207,0.57866,1.4288,1.58611,2.30667,-0.907133,-0.994389,-0.184476,0.0799512,-0.367497,-0.858047,-1.45592,-3.3993,-0.236012
-2.39254,-1.33326,-1.65365,-2.57182,-3.22369,0.0664319,0.121249,0.175029,-0.023675,0.0126002,0.92509,0.319458,0.567455,0.96285,2.20075,2.0357,0.558579,1.49312,1.63326,2.43465,-0.858112,-1.04632,-0.183249,-0.00214862,-0.321647,-0.800093,-1.47164,-3.40955,-0.175663
-2.52017,-1.40398,-1.67833,-2.59957,-3.2776,-0.145801,-0.139004,0.0854948,-0.0741275,-0.138142,1.30926,0.703099,0.6854,1.1102,2.42735,2.30505,0.740565,1.45529,1.67477,2.66199,-0.904338,-1.11368,-0.206571,-0.0246099,-0.337512,-0.83119,-1.48841,-3.50438,-0.248129
-2.45268,-1.23489,-1.53423,-2.47751,-2.94404,0.0778055,0.0319783,0.16972,0.181364,-0.044898,1.24504,0.432901,0.559875,0.860589,1.91877,2.03645,0.505283,1.36059,1.44309,2.33257,-0.865745,-1.0127,-0.189851,0.0191051,-0.289897,-0.74092,-1.50123,-3.41625,-0.216371
-2.28865,-1.21339,-1.59008,-2.65207,-3.15757,-0.236464,-0.0700651,0.0277745,0.0770193,0.0456793,0.955685,0.41159,0.606446,0.870002,2.04234,2.03777,0.530941,1.3661,1.66128,2.48393,-0.874666,-1.07995,-0.162994,0.0322975,-0.310842,-0.785876,-1.50512,-3.55789,-0.228329
-2.14337,-1.24587,-1.51844,-2.30047,-3.11488,-0.230226,0.0581396,0.197363,0.220583,-0.11,0.912269,0.431936,0.504804,0.572763,2.1603,1.73105,0.415227,1.2051,1.01258,2.32688,-0.902348,-1.06555,-0.178706,-0.0141802,-0.33523,-0.818619,-1.48811,-3.46759,-0.2097
-2.50765,-1.32136,-1.686,-2.68065,-3.27957,-0.0978878,0.0337289,0.142788,0.213437,0.170131,1.24068,0.516284,0.61877,0.986606,2.19139,2.26882,0.71402,1.51237,1.60268,2.48776,-0.900862,-1.0856,-0.217629,0.0180903,-0.376396,-0.818299,-1.55213,-3.56424,-0.233683
-2.27956,-1.19428,-1.57146,-2.45586,-3.10674,-0.0823058,0.0509275,0.0713452,0.241101,-0.0241778,0.931019,0.281447,0.55481,0.716161,2.15417,1.87377,0.348897,1.27283,1.22219,2.2584,-0.890082,-1.03862,-0.186497,0.0591039,-0.340646,-0.80502,-1.52625,-3.51957,-0.240362
-2.31576,-1.07631,-1.40703,-2.4008,-3.13539,-0.126658,-0.0564701,0.0662127,0.1441,-0.158301,1.16544,0.383937,0.449868,0.656195,2.25902,2.01998,0.355675,1.2702,1.50239,2.57487,-0.855528,-1.03666,-0.204362,-0.00063857,-0.367133,-0.909026,-1.5206,-3.52505,-0.230644
-2.33682,-1.17256,-1.52574,-2.49079,-2.78526,-0.151782,-0.0558688,0.0868464,0.186026,-0.209718,1.15594,0.460704,0.605079,0.929717,1.77948,2.16437,0.630764,1.32237,1.50354,2.36832,-0.846615,-1.02178,-0.130162,0.0418371,-0.314694,-0.804818,-1.54814,-3.48082,-0.20957
-2.19114,-1.17949,-1.51041,-2.4994,-3.10294,-0.313889,-0.139073,-0.00851243,0.0548252,-0.143969,1.24237,0.578918,0.652727,0.997763,2.31791,1.91161,0.579346,1.38857,1.5582,2.56296,-0.875867,-1.08481,-0.1828,0.00371581,-0.311132,-0.804452,-1.52357,-3.55951,-0.230326
-2.61995,-1.59223,-1.73118,-2.61705,-3.46356,-0.0470303,0.104818,0.144121,-0.0190893,0.111433,1.25599,0.698581,0.698947,0.852044,2.44687,2.17443,0.728509,1.53716,1.61006,2.71018,-0.902448,-1.12651,-0.204805,-0.000770582,-0.372428,-0.858927,-1.63904,-3.60194,-0.171313
-2.43494,-1.38655,-1.68983,-2.77573,-3.24786,-0.132735,-0.0928856,0.169336,0.209564,-0.138658,1.18407,0.787973,0.698989,1.15164,2.40521,2.10482,0.759781,1.52638,1.65597,2.67219,-0.870983,-1.06165,-0.183705,-0.0531824,-0.28498,-0.786666,-1.51401,-3.54623,-0.230483
-2.41206,-1.33548,-1.58321,-2.59943,-3.21172,-0.191939,-0.0125494,0.0363507,-0.0638488,-0.112914,1.28465,0.673414,0.540809,0.940949,2.4345,2.15642,0.669721,1.37598,1.6072,2.63597,-0.897404,-1.08126,-0.162597,0.0107626,-0.267885,-0.713974,-1.56372,-3.51418,-0.23812
-2.30971,-1.21242,-1.45923,-2.31082,-3.07882,-0.239095,-0.191279,-0.0450289,-0.170988,-0.0541252,1.15849,0.503591,0.589999,0.782334,2.01961,2.01576,0.603834,1.24981,1.3584,2.35038,-0.849612,-1.03311,-0.144637,0.0241292,-0.304805,-0.803142,-1.52984,-3.48526,-0.228165
-2.67102,-1.52522,-1.80619,-2.70828,-3.41864,-0.0109544,0.0515643,0.0916995,-0.0402005,-0.00564862,1.28168,0.688165,0.755892,1.01794,2.45755,2.3877,0.813166,1.61198,1.70344,2.76875,-0.847643,-1.06053,-0.114826,0.0412033,-0.312762,-0.782505,-1.60171,-3.51382,-0.188585
-2.61151,-1.38878,-1.60726,-2.69969,-3.00676,-0.25654,-0.217325,-0.0260686,0.037309,-0.401314,1.43282,0.681734,0.695116,1.08024,2.30074,2.40144,0.872427,1.48669,1.65388,2.64341,-0.904769,-1.09264,-0.214042,0.0264067,-0.357082,-0.840043,-1.54655,-3.5436,-0.219237
-2.12103,-1.07671,-1.42194,-2.22667,-3.01403,-0.226067,-0.04981,0.0598389,-0.0660049,-0.122314,1.11006,0.382936,0.440299,0.764395,2.10547,1.78835,0.335128,1.23519,1.21824,2.26631,-0.84945,-1.04367,-0.142591,-0.0161419,-0.327902,-0.842626,-1.49267,-3.47411,-0.231375
