b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_dur6,b_dur9,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.11232,-1.1318,-1.53165,-2.40234,-3.28163,-0.231304,-0.103955,-0.013391,-0.0841023,-0.106003,0.940632,0.460352,0.620563,0.912193,2.37891,1.96109,0.503978,1.39753,1.58667,2.60225,-0.925397,-1.02836,-0.183556,-0.0344277,-0.318541,-0.833763,-1.50922,-3.5147,-0.277562
-2.31028,-1.08255,-1.44103,-2.4652,-3.06477,-0.270223,-0.21916,-0.125006,-0.00120478,-0.209659,1.53194,0.727295,0.707267,1.03185,2.36476,2.23479,0.635011,1.49463,1.51192,2.60136,-0.931242,-1.0381,-0.129122,-0.0041732,-0.326129,-0.835288,-1.46678,-3.50952,-0.26086
-2.22172,-1.18459,-1.4831,-2.50173,-3.04383,-0.162206,0.0815452,0.0292723,-0.0302956,0.0640617,1.08451,0.41373,0.492263,0.958078,2.05247,2.05878,0.475722,1.34068,1.65697,2.28755,-0.885543,-1.04215,-0.194898,-0.0432224,-0.328601,-0.794741,-1.5208,-3.4722,-0.229241
-2.38378,-1.38456,-1.53844,-2.52016,-3.29113,-0.0958027,0.0823643,0.0336806,-0.0537223,-0.0708952,1.16726,0.570529,0.537638,0.802224,2.32871,2.21346,0.723308,1.36156,1.78423,2.70396,-0.920716,-1.0859,-0.181043,-0.0146728,-0.375074,-0.835793,-1.49757,-3.46835,-0.210947
-2.5329,-1.31493,-1.64404,-2.54003,-3.17943,-0.318149,-0.230001,-0.0564731,-0.0989133,-0.216789,1.73236,0.855023,0.777459,0.955961,2.52468,2.19977,0.588162,1.54337,1.52667,2.62394,-0.859092,-1.04192,-0.234828,-0.0411899,-0.331345,-0.781137,-1.48963,-3.44097,-0.235731
-2.50801,-1.30974,-1.52586,-2.50391,-3.22867,-0.137561,-0.0925912,0.10768,0.076733,-0.118572,1.21268,0.497,0.444933,0.683402,2.16268,2.21475,0.604481,1.40461,1.54834,2.55108,-0.889053,-1.05218,-0.198657,0.0574093,-0.311812,-0.794694,-1.54311,-3.45541,-0.246654
-2.46415,-1.32035,-1.60696,-2.52247,-3.21013,-0.288394,-0.0538665,0.0335967,-0.112728,-0.15811,1.21274,0.502854,0.512932,0.756756,2.26367,2.19314,0.561145,1.4343,1.58309,2.60112,-0.853193,-1.07729,-0.125759,0.0292072,-0.31977,-0.834864,-1.53747,-3.55938,-0.224723
-2.4025,-1.35437,-1.57024,-2.54627,-2.97079,-0.0604113,0.0706955,0.160094,0.134174,-0.0589914,1.06078,0.477137,0.448383,0.629061,1.89547,1.99785,0.552788,1.33388,1.43557,2.26609,-0.832485,-1.00201,-0.192968,0.0207238,-0.318274,-0.788228,-1.52437,-3.44771,-0.203883
-2.51496,-1.44881,-1.63574,-2.64743,-3.21185,-0.00190512,0.140753,0.141125,0.2142,0.144325,1.01281,0.435795,0.468001,0.890778,1.90183,2.07447,0.645008,1.39287,1.62285,2.33208,-0.88867,-1.02201,-0.168467,0.0115613,-0.348671,-0.835018,-1.52117,-3.44093,-0.202988
-2.30799,-1.18091,-1.47192,-2.45396,-3.01303,-0.200183,-0.102097,-0.0171642,0.124258,-0.228327,1.20929,0.431568,0.54898,0.807519,2.20842,2.16819,0.615509,1.3627,1.45947,2.56264,-0.86966,-1.04631,-0.190984,0.0103195,-0.326806,-0.796005,-1.52526,-3.44235,-0.253586
-2.36108,-1.37435,-1.59677,-2.56913,-3.25339,-0.263288,-0.128632,0.0822858,0.0829629,-0.0806012,1.10617,0.583055,0.548582,0.855929,2.27706,2.04622,0.676929,1.49541,1.53843,2.52487,-0.884595,-1.04835,-0.211646,-0.0405172,-0.374365,-0.885446,-1.46186,-3.48504,-0.22989
-2.34052,-1.26275,-1.45731,-2.43385,-3.31454,-0.164191,0.00290186,-0.00577783,-0.100788,0.0740133,1.04247,0.426631,0.550477,0.789236,2.13391,2.00023,0.507642,1.28961,1.52566,2.42317,-0.926521,-1.10407,-0.167748,-0.0363074,-0.357712,-0.880339,-1.56303,-3.56525,-0.259984
-2.60966,-1.42409,-1.72591,-2.60103,-3.11479,0.0615789,0.19922,0.263243,0.307136,0.109236,1.19863,0.467417,0.629298,0.873672,1.92438,2.24457,0.606182,1.45495,1.45603,2.39649,-0.845387,-1.02994,-0.185976,-0.0047813,-0.32899,-0.814587,-1.54973,-3.45292,-0.181273
-2.36182,-1.37947,-1.62418,-2.53559,-3.25883,-0.175523,-0.0682525,-0.0498122,-0.0782023,-0.105343,1.20577,0.758038,0.636906,0.877757,2.51035,1.95382,0.600443,1.44761,1.50259,2.53616,-0.869364,-1.00679,-0.159287,0.0752959,-0.32311,-0.821672,-1.51664,-3.47593,-0.238106
-2.41292,-1.44144,-1.54434,-2.57266,-3.25397,-0.164298,-0.0308935,0.0390907,-0.0093372,-0.222182,1.23694,0.667352,0.592328,0.811014,2.44608,2.18352,0.695042,1.42663,1.54995,2.60597,-0.864495,-1.06721,-0.142593,-0.026269,-0.279826,-0.836712,-1.55083,-3.52395,-0.220225
-2.41221,-1.33609,-1.68165,-2.88117,-3.25499,-0.132311,0.062384,0.124605,0.197031,-0.0110464,1.13882,0.471161,0.592277,1.05837,2.32958,2.11496,0.48781,1.372,1.56933,2.50742,-0.895399,-1.08217,-0.198069,0.064914,-0.294988,-0.735426,-1.53874,-3.5075,-0.182651
-2.48216,-1.40989,-1.664,-2.68181,-3.34903,-0.148194,-0.0106861,0.0690541,0.0629672,0.111492,1.42941,0.826605,0.674137,1.12937,2.57709,2.39281,0.770738,1.49602,1.72731,2.51961,-0.90352,-1.05028,-0.176542,-0.0452217,-0.325618,-0.776949,-1.51737,-3.52776,-0.238885
-2.19578,-1.28405,-1.52282,-2.39085,-3.14202,-0.233434,0.0411256,0.0980172,0.0832382,-0.208219,0.919136,0.452297,0.425975,0.66189,2.25363,2.11285,0.566834,1.38158,1.39131,2.65461,-0.865108,-1.04927,-0.168353,0.0127554,-0.355604,-0.810654,-1.49604,-3.49559,-0.161691
-2.21382,-1.22637,-1.47282,-2.39408,-3.07412,-0.334026,-0.0835985,-0.00570113,-0.0105145,-0.058924,1.15093,0.507084,0.481704,0.770411,2.25609,2.06311,0.666196,1.35335,1.53672,2.55773,-0.884282,-1.04223,-0.191428,0.000987062,-0.295652,-0.760309,-1.49406,-3.48038,-0.212144
-2.5457,-1.42848,-1.74244,-2.70014,-3.37454,-0.0534917,-0.0899204,0.0866393,0.081323,0.0491763,1.26471,0.700468,0.758185,0.998754,2.46387,2.29281,0.788004,1.54153,1.64701,2.69443,-0.849451,-0.991535,-0.202954,-0.0123786,-0.296073,-0.796221,-1.50066,-3.49898,-0.210237
-2.35285,-1.37702,-1.41982,-2.60803,-3.27838,-0.0468757,0.054631,0.0629595,0.0838728,0.0304644,1.17088,0.690595,0.438888,0.990638,2.50321,2.04044,0.627667,1.25829,1.73397,2.55679,-0.843639,-1.04167,-0.186185,-0.00722274,-0.347867,-0.859249,-1.55198,-3.50347,-0.196432
-2.57916,-1.40187,-1.70829,-2.6625,-3.28598,0.0252325,0.140076,0.103411,0.0042442,0.142136,1.49541,0.740712,0.692118,1.20684,2.30736,2.32889,0.815886,1.51471,1.66929,2.66084,-0.87357,-0.984017,-0.179112,0.0582933,-0.271459,-0.741402,-1.53289,-3.46272,-0.200549
-2.12718,-1.13728,-1.45055,-2.34932,-2.96797,-0.293276,-0.0610221,-0.0142308,-0.0657665,0.0053429,1.09963,0.49231,0.584971,0.796392,2.08157,1.70908,0.407739,1.35432,1.41555,2.18854,-0.909924,-1.06671,-0.193023,-0.0111169,-0.301507,-0.833733,-1.52584,-3.48698,-0.223312
-2.42076,-1.37572,-1.70455,-2.6927,-3.19537,-0.191441,-0.0298329,0.107463,-0.000336431,-0.197974,1.26873,0.680221,0.682641,0.959848,2.42739,2.10812,0.63864,1.54477,1.64677,2.44378,-0.882819,-1.0553,-0.223691,0.0491397,-0.316338,-0.779763,-1.51633,-3.5031,-0.19681
-2.48399,-1.40989,-1.51468,-2.66629,-3.34938,-0.0745488,0.067428,0.0673992,0.108766,0.112636,1.19407,0.51759,0.457549,0.832403,2.19186,2.06445,0.601814,1.37732,1.55735,2.56114,-0.920323,-1.07872,-0.198739,0.0513021,-0.323748,-0.843269,-1.50747,-3.46643,-0.214477
-2.28419,-1.22685,-1.44421,-2.54882,-2.96152,-0.217396,-0.115324,-0.105487,0.00526936,-0.348912,1.03366,0.54065,0.489181,0.740206,2.15526,1.93804,0.538152,1.28142,1.52904,2.41944,-0.905577,-1.05667,-0.200087,-0.00242257,-0.309014,-0.819999,-1.51659,-3.45753,-0.241105
-2.50193,-1.32077,-1.54732,-2.34507,-3.15423,-0.165411,-0.0858881,-0.00393943,-0.0387394,-0.148405,1.38917,0.71412,0.66094,0.910492,2.33969,2.22651,0.559679,1.31941,1.26213,2.42877,-0.931492,-1.07164,-0.174501,0.0134091,-0.308958,-0.788842,-1.5563,-3.49748,-0.218509
-2.42849,-1.42325,-1.67634,-2.619,-3.4699,-0.188084,0.0149254,0.0897312,-0.0136848,-0.0101084,1.31511,0.802683,0.759631,1.04816,2.67505,2.17063,0.740045,1.50872,1.73695,2.782,-0.882109,-1.00654,-0.243034,0.00413155,-0.339497,-0.814743,-1.46954,-3.44856,-0.271024
-2.20353,-1.30104,-1.58268,-2.42031,-3.11533,-0.245358,-0.0594167,-0.0553874,-0.0175272,-0.101871,0.966385,0.466382,0.621904,0.511703,2.22131,1.93736,0.620055,1.45043,1.38581,2.48851,-0.794428,-1.06301,-0.137017,0.0114165,-0.307634,-0.772958,-1.54627,-3.48741,-0.167766
-2.67213,-1.37586,-1.71498,-2.8074,-3.37838,0.0654464,0.0543457,0.129742,0.191906,0.102351,1.4444,0.635689,0.70585,1.14028,2.51791,2.26822,0.618863,1.52908,1.78139,2.58929,-0.90014,-1.07751,-0.211863,0.0368993,-0.321075,-0.805924,-1.5164,-3.47615,-0.225853
-2.43081,-1.42762,-1.62924,-2.66773,-3.20603,-0.142103,0.0157521,0.0245651,0.0505553,-0.0014611,1.09515,0.581497,0.592882,0.869483,2.16614,2.15563,0.613892,1.40062,1.73319,2.45578,-0.855472,-1.06686,-0.136778,0.02076,-0.340673,-0.788334,-1.47969,-3.49008,-0.215818
-2.26484,-1.07501,-1.4023,-2.55996,-3.00121,-0.121287,-0.0357732,0.0921692,0.222982,-0.104678,1.30764,0.582014,0.440553,0.905792,2.36555,1.97293,0.41588,1.21916,1.21318,2.34,-0.913916,-1.08037,-0.176309,0.0474913,-0.300029,-0.773558,-1.48692,-3.47274,-0.221132
-2.35764,-1.3166,-1.54246,-2.35514,-3.36624,-0.185064,-0.086487,-0.0701526,-0.0886827,0.109095,1.15231,0.598012,0.74989,0.743772,2.39731,2.10077,0.669308,1.50467,1.59213,2.61144,-0.868239,-1.04138,-0.225426,-0.0444842,-0.32144,-0.802209,-1.48133,-3.46303,-0.243917
-2.24985,-1.24928,-1.39289,-2.27626,-3.00846,-0.125915,0.0471201,0.129336,0.237566,-0.0607021,1.15512,0.611817,0.593035,0.941147,2.1209,1.72728,0.360924,1.19111,1.16049,2.23325,-0.824661,-0.986581,-0.270292,-0.0931184,-0.387846,-0.868474,-1.45499,-3.40769,-0.237401
-2.57566,-1.51419,-1.72126,-2.48915,-3.54805,-0.1969,-0.0163023,0.0647427,-0.0718753,0.00202059,1.40033,0.735997,0.697456,0.802948,2.6111,2.4424,0.912883,1.56449,1.41198,2.95029,-0.851438,-1.09449,-0.147267,0.0545705,-0.316213,-0.861156,-1.52728,-3.52665,-0.159301
-2.42311,-1.38703,-1.70102,-2.71929,-3.37438,-0.134559,0.0307963,0.149865,0.170319,-0.0631936,1.34148,0.700286,0.764961,1.23593,2.45586,2.12701,0.745796,1.44571,1.58775,2.6587,-0.848727,-1.01373,-0.14541,0.0214441,-0.319598,-0.795975,-1.48472,-3.43698,-0.209281
-2.30001,-1.24846,-1.51855,-2.40909,-3.17124,0.0233739,0.192384,0.167561,0.261622,0.255607,0.901164,0.25344,0.588248,0.836091,2.04969,1.89971,0.503738,1.39575,1.42586,2.39509,-0.867586,-1.00546,-0.214821,-0.0814861,-0.366535,-0.881346,-1.50054,-3.42833,-0.244182
-2.37247,-1.31385,-1.50848,-2.60406,-3.40372,-0.178274,0.0969765,0.0193772,0.0927884,0.265605,1.24293,0.525659,0.622764,0.87167,2.32908,2.13347,0.59736,1.39712,1.54797,2.44877,-0.937231,-1.09763,-0.139043,0.0303368,-0.324091,-0.819568,-1.47907,-3.49497,-0.235519
-2.34628,-1.24954,-1.58621,-2.61757,-3.17935,-0.183413,-0.0181394,0.00514977,-0.0438934,0.00250427,1.28459,0.615674,0.694417,1.04213,2.00985,2.21466,0.687305,1.47005,1.81785,2.56515,-0.874332,-0.998496,-0.131146,0.01856,-0.293305,-0.745906,-1.47156,-3.4863,-0.196231
-2.232,-1.05909,-1.49915,-2.46698,-2.88488,-0.145609,0.00977678,0.0908183,0.167458,0.0591432,0.978395,0.354356,0.618048,0.859405,1.92732,2.00446,0.333918,1.37427,1.56663,2.17134,-0.913157,-1.08099,-0.173347,0.0112727,-0.343308,-0.884293,-1.54194,-3.54154,-0.251695
-2.14743,-1.16682,-1.51771,-2.51787,-3.16963,-0.226964,-0.0284289,0.0656607,-0.00561405,-0.0109949,0.881894,0.354068,0.54956,0.857295,2.03158,2.00231,0.585078,1.41435,1.63286,2.63674,-0.826017,-1.02758,-0.155962,-0.00705335,-0.300365,-0.795206,-1.50273,-3.50279,-0.21234
-2.4668,-1.39892,-1.50868,-2.61947,-3.21567,0.0224478,0.133215,0.0970182,0.14754,0.123293,1.24145,0.647002,0.537276,0.91759,2.15664,2.05699,0.568083,1.31815,1.5443,2.46607,-0.853428,-1.01645,-0.183447,-0.027262,-0.331791,-0.79576,-1.51969,-3.47392,-0.206315
-2.29325,-1.14151,-1.49723,-2.40483,-2.87093,-0.189135,-0.0639683,0.0356777,-0.0178213,-0.29126,1.03626,0.307533,0.561761,0.92146,2.0315,1.94497,0.371404,1.3558,1.35059,2.19729,-0.863542,-1.00517,-0.198591,-0.0195936,-0.374217,-0.857707,-1.47275,-3.49203,-0.247151
-2.39133,-1.27056,-1.47716,-2.52161,-2.98718,-0.186572,-0.0795014,0.0238589,-0.129828,-0.160726,1.33319,0.679915,0.58417,1.03924,2.30728,2.21471,0.623379,1.31378,1.62656,2.32598,-0.873532,-1.042,-0.188409,-0.00836949,-0.316804,-0.761115,-1.50635,-3.47535,-0.205889
-2.36034,-1.20294,-1.47268,-2.41746,-2.88591,-0.155603,-0.0264828,0.000862305,-0.0641803,-0.0701837,1.11525,0.514539,0.529755,0.832535,2.08481,2.06675,0.509363,1.30349,1.48542,2.18832,-0.828705,-1.02014,-0.167206,-0.0220603,-0.30082,-0.770385,-1.51394,-3.44533,-0.249383
-2.6608,-1.43546,-1.64623,-2.80273,-3.24527,0.112771,0.24163,0.314193,0.343437,0.171067,1.2328,0.56496,0.596893,0.995441,2.10123,2.19675,0.65053,1.32456,1.68262,2.55651,-0.857639,-1.08279,-0.184902,0.0392162,-0.330428,-0.791726,-1.4892,-3.44867,-0.218941
-2.24131,-1.13393,-1.56432,-2.57881,-3.10084,-0.179244,-0.112559,0.0174037,-0.112658,-0.176785,1.24975,0.692309,0.679501,1.10309,2.45673,2.03011,0.503848,1.44999,1.74104,2.43583,-0.886608,-1.0254,-0.165108,0.022218,-0.262212,-0.749435,-1.53177,-3.5109,-0.203715
-2.25761,-0.983056,-1.51686,-2.37063,-2.67072,-0.471068,-0.321272,0.00732144,-0.195818,-0.360426,1.1823,0.33398,0.531601,0.835094,2.00296,2.10502,0.317984,1.32904,1.2996,1.99106,-0.881593,-1.05893,-0.141366,0.00158189,-0.396647,-0.865153,-1.55723,-3.58266,-0.224865
-2.21865,-1.10285,-1.38037,-2.13095,-3.0864,-0.363234,-0.217957,-0.0427741,-0.275272,-0.0647096,1.09474,0.484038,0.400589,0.591342,2.20342,1.94058,0.393043,1.22818,1.26868,2.44431,-0.867672,-1.01615,-0.228058,0.00181443,-0.298401,-0.815634,-1.48977,-3.42727,-0.243777
-2.17663,-0.990251,-1.3485,-2.28476,-2.8737,-0.229322,-0.0545352,0.0628259,0.074232,-0.149625,1.01555,0.238666,0.397412,0.796136,1.92816,1.93451,0.417691,1.19219,1.34275,2.30027,-0.856245,-1.0033,-0.193029,-0.0301887,-0.288285,-0.818192,-1.51468,-3.45972,-0.254581
-2.32521,-1.32766,-1.53721,-2.44224,-3.10153,-0.158344,-0.0122486,0.0804645,0.0452252,-0.101461,0.999157,0.486681,0.48068,0.828395,1.938,1.96441,0.521462,1.35311,1.32107,2.33936,-0.8254,-1.07708,-0.218903,-0.0189019,-0.352437,-0.845073,-1.48484,-3.44725,-0.187938
-2.67675,-1.53067,-1.88919,-2.8427,-3.49777,0.139295,0.181892,0.234188,0.217018,0.18102,1.15258,0.543032,0.752657,0.898818,2.4686,2.30949,0.816489,1.61132,1.69043,2.80269,-0.881396,-1.04938,-0.186094,0.0651766,-0.287997,-0.795576,-1.55199,-3.50506,-0.254478
-2.11512,-1.1402,-1.37311,-2.41565,-3.0348,-0.158241,0.0485871,0.127593,0.228633,0.0358636,1.04083,0.474784,0.502695,0.816748,2.02266,1.61957,0.24429,1.11738,1.13397,2.22096,-0.88412,-1.02033,-0.167903,0.0161125,-0.343379,-0.810961,-1.46159,-3.46668,-0.219232
-2.42606,-1.46323,-1.67864,-2.67093,-3.45987,-0.371119,-0.0611031,0.0833728,0.0508939,0.0149297,1.20992,0.456905,0.637337,0.724977,2.23308,2.14405,0.739349,1.37977,1.52297,2.75957,-0.850177,-1.06437,-0.211214,0.0181124,-0.275762,-0.734865,-1.52109,-3.4461,-0.172016
-2.55262,-1.59995,-1.70856,-2.78242,-3.5033,-0.214414,-0.0729367,0.0559277,0.149163,-0.071306,1.3175,0.850036,0.681398,0.924114,2.59905,2.27478,0.973875,1.6191,1.65678,2.81923,-0.921058,-1.06827,-0.166147,0.0295134,-0.349511,-0.835404,-1.48987,-3.51349,-0.199202
