b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_logdur,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.26377,-1.24332,-1.59627,-2.83278,-3.07828,-0.290196,-0.167568,0.0944177,0.149171,-0.191703,1.04503,0.487375,0.494119,0.881445,2.05274,2.02033,0.601606,1.2432,1.53143,2.45719,-1.18157,-0.103069,0.0217917,-0.305177,-0.744557,-1.53481,-3.4963,-0.136819
-2.26689,-1.21334,-1.50462,-2.34893,-3.03139,-0.198617,-0.0407858,0.0921645,0.0525324,0.00362063,1.04318,0.437548,0.498769,0.613708,1.96121,1.77839,0.236666,1.1814,1.04866,2.06837,-1.09281,-0.134839,0.0248659,-0.325917,-0.80848,-1.5217,-3.39969,-0.165137
-2.73607,-1.43429,-1.701,-2.88751,-3.50131,-0.165836,0.0280851,-0.00357073,0.0637007,-0.017243,1.29349,0.557582,0.636013,0.998672,2.51402,2.22351,0.479919,1.37897,1.49985,2.57658,-1.1908,-0.13525,0.0278754,-0.346872,-0.786757,-1.57758,-3.54329,-0.211054
-2.58161,-1.39337,-1.64113,-2.72212,-3.16495,-0.0908155,-0.00813374,0.00014007,0.0536132,-0.189622,1.13143,0.321143,0.537415,0.756303,1.93449,1.98106,0.443708,1.33511,1.29715,2.32753,-1.20561,-0.111768,0.108285,-0.358927,-0.760066,-1.51822,-3.47142,-0.148013
-2.43205,-1.36678,-1.62856,-2.62778,-3.33892,-0.240578,-0.137062,-0.0333131,-0.150463,-0.376504,1.2592,0.637949,0.564722,0.831381,2.53884,2.05223,0.688806,1.35053,1.54851,2.70875,-1.15643,-0.119924,0.0553715,-0.314211,-0.75243,-1.57881,-3.50893,-0.129961
-2.52853,-1.40179,-1.62804,-2.64475,-3.13428,-0.207989,-0.00753109,5.19302e-05,0.103134,0.0590833,1.21923,0.514961,0.494512,0.609059,1.89378,2.23325,0.662169,1.40789,1.4418,2.31706,-1.20759,-0.0907838,0.0384943,-0.32323,-0.752408,-1.54744,-3.47363,-0.15685
-2.56561,-1.52068,-1.68459,-2.72968,-3.46922,-0.00933711,0.21651,0.154071,0.181408,0.24887,1.17109,0.592921,0.63996,0.962367,2.38547,2.11361,0.525107,1.34593,1.50917,2.45325,-1.13631,-0.12196,0.00643738,-0.381732,-0.825493,-1.53517,-3.41145,-0.142903
-2.54775,-1.46477,-1.74075,-2.9402,-3.50784,-0.272756,-0.132033,-0.0547898,0.0279935,0.0595333,1.298,0.676262,0.692148,1.08298,2.53135,2.24758,0.703932,1.51519,1.74043,2.6452,-1.17774,-0.13547,0.0389676,-0.386224,-0.829031,-1.59532,-3.53623,-0.138963
-2.63712,-1.44417,-1.8067,-2.81458,-3.09744,-0.179649,0.0225768,0.0259109,0.106003,-0.117727,1.18108,0.414515,0.660472,0.915521,1.9257,2.14097,0.484934,1.5046,1.60874,2.31692,-1.17871,-0.103615,0.0236581,-0.332922,-0.787283,-1.63898,-3.49413,-0.173409
-2.69802,-1.53254,-1.70998,-2.77008,-3.40092,-0.17285,0.0604275,0.112005,0.0674829,0.117766,1.62016,0.772477,0.777726,1.06948,2.32355,2.40351,0.67545,1.40878,1.72453,2.63769,-1.20026,-0.139225,-0.00527116,-0.332874,-0.807787,-1.55429,-3.50285,-0.195634
-2.29006,-1.11855,-1.49107,-2.44322,-2.88298,-0.158269,-0.0836877,0.0174956,0.103971,-0.216993,0.97506,0.289048,0.550829,0.739567,2.08024,1.91678,0.384926,1.21832,1.31552,2.19035,-1.15694,-0.122597,-0.0315636,-0.335158,-0.823179,-1.53416,-3.49282,-0.169135
-2.28384,-1.2351,-1.55094,-2.57346,-3.03007,-0.174315,-0.0406909,0.0392477,-0.0116156,-0.130858,1.19643,0.585949,0.579201,0.97842,2.15539,1.83258,0.343195,1.28196,1.47865,2.17681,-1.171,-0.114487,-0.0295215,-0.322334,-0.781887,-1.54621,-3.42313,-0.158891
-2.36936,-1.32613,-1.63582,-2.72354,-3.05901,-0.024443,0.0322797,0.107601,0.202562,-0.0512188,1.07443,0.445207,0.669479,0.775161,2.06196,1.8995,0.521413,1.29818,1.48106,2.25135,-1.1577,-0.114557,0.0288271,-0.32496,-0.786872,-1.54306,-3.44094,-0.113126
-2.34813,-1.33457,-1.54865,-2.60486,-3.03846,-0.341559,-0.116031,-0.0343784,-0.0341962,-0.233643,1.17203,0.471318,0.583205,0.747894,1.99954,2.01618,0.538815,1.23033,1.31519,2.34088,-1.16127,-0.14476,0.0602744,-0.324789,-0.80439,-1.5422,-3.42198,-0.127139
-2.3952,-1.39042,-1.69965,-2.82787,-3.24111,-0.181666,0.0165028,0.111408,0.189735,-0.00773578,1.21962,0.57841,0.691304,1.08004,2.17574,2.06801,0.629767,1.45939,1.69205,2.43781,-1.17415,-0.151254,0.0172138,-0.299857,-0.727679,-1.55381,-3.49128,-0.179965
-2.54327,-1.36016,-1.6359,-2.73085,-3.25487,-0.0449401,-0.0532658,0.0556926,0.0487187,-0.0514837,1.16211,0.461173,0.503278,0.935447,2.3784,1.94523,0.419889,1.33546,1.43679,2.37894,-1.19816,-0.172482,-0.0391192,-0.341497,-0.791524,-1.54367,-3.50303,-0.177839
-2.2019,-1.17553,-1.66364,-2.49586,-3.13217,-0.22205,-0.0759003,0.0710114,0.0662882,-0.0930806,1.06142,0.441802,0.664976,0.825735,2.13973,1.97134,0.578307,1.47796,1.42276,2.56256,-1.18507,-0.139736,-0.0507781,-0.339354,-0.760895,-1.54033,-3.49494,-0.22829
-2.43044,-1.32105,-1.64157,-2.59035,-3.26344,-0.159091,-0.00551166,0.094348,0.00481794,0.065629,1.01591,0.370126,0.599533,0.820607,2.01628,1.97393,0.447284,1.27293,1.25094,2.30733,-1.16995,-0.132058,0.0337189,-0.270075,-0.700228,-1.53935,-3.44496,-0.158593
-2.61971,-1.48665,-1.64889,-2.75461,-3.29779,-0.0279614,0.0249535,0.0776265,0.150561,-0.0333288,1.10207,0.446475,0.533857,0.778714,1.98635,2.14503,0.700496,1.32223,1.501,2.56961,-1.17878,-0.124615,0.0393678,-0.308644,-0.740736,-1.59753,-3.47386,-0.165146
-2.53604,-1.44442,-1.69815,-2.58525,-3.33336,-0.364569,-0.224776,-0.0519591,-0.161417,-0.270785,1.28443,0.577844,0.693469,0.920442,2.12718,2.20885,0.764442,1.49485,1.60578,2.50156,-1.17796,-0.0808389,-0.0279986,-0.353536,-0.8177,-1.53956,-3.47603,-0.153157
-2.41938,-1.21399,-1.62378,-2.79788,-3.24349,0.0228065,-0.0125233,0.00415979,-0.0346539,-0.123488,0.98589,0.285023,0.47869,0.935644,2.14205,1.90392,0.358242,1.30106,1.56607,2.45312,-1.20735,-0.117269,0.0166518,-0.268042,-0.732989,-1.59622,-3.54574,-0.172428
-2.45939,-1.25279,-1.57044,-2.49907,-3.28386,-0.302869,-0.167972,0.0439097,0.00850847,-0.0738602,1.15346,0.341725,0.361276,0.428306,2.14861,1.98759,0.442548,1.21852,1.31626,2.51192,-1.19852,-0.11799,0.0193259,-0.370042,-0.827965,-1.60246,-3.55668,-0.173271
-2.35389,-1.31974,-1.66238,-2.67411,-3.34261,-0.106246,0.0203342,0.0175232,0.0841356,0.0372212,1.19394,0.536821,0.681547,1.00017,2.40147,1.90453,0.520634,1.437,1.5205,2.72142,-1.15442,-0.183914,-0.00813001,-0.354099,-0.793355,-1.56328,-3.45866,-0.180476
-2.36533,-1.31212,-1.69034,-2.55435,-3.28573,-0.2418,-0.100378,0.139037,-0.0714941,0.0961444,1.1839,0.588943,0.537903,0.718796,2.27583,2.01902,0.507358,1.3533,1.32744,2.43382,-1.16314,-0.120638,0.0614829,-0.298517,-0.69289,-1.5261,-3.42585,-0.140003
-2.23375,-1.23926,-1.48988,-2.28115,-3.0878,-0.131516,0.0227529,-0.0192402,-0.0397902,0.0554133,1.14002,0.520537,0.486664,0.578619,2.01124,1.90398,0.475538,1.21069,1.21114,2.41101,-1.14071,-0.0800905,0.0271058,-0.333009,-0.792915,-1.52851,-3.43265,-0.177476
-2.43479,-1.35961,-1.67455,-2.65338,-3.40914,-0.0451467,0.084589,0.149236,0.190582,0.225032,0.889105,0.32456,0.522622,0.651656,2.17034,2.06642,0.493615,1.33486,1.43186,2.58859,-1.17947,-0.11932,-0.0119123,-0.375732,-0.828946,-1.55274,-3.5147,-0.187382
-2.55104,-1.42485,-1.82336,-2.85671,-3.48083,-0.119539,-0.0295646,0.163324,-0.0217735,-0.00551255,1.2506,0.666022,0.663644,0.9958,2.55635,2.05863,0.454372,1.40606,1.54081,2.61296,-1.28132,-0.0875765,0.0686339,-0.337452,-0.792065,-1.62234,-3.64489,-0.202934
-2.33932,-1.25128,-1.55484,-2.40974,-3.09703,-0.1999,-0.095663,0.0880859,-0.149945,-0.170355,1.04747,0.374327,0.326034,0.737578,2.14105,2.14015,0.635504,1.34434,1.53946,2.4175,-1.16061,-0.0991987,-0.00207696,-0.350085,-0.801942,-1.55805,-3.44498,-0.17071
-2.63889,-1.3454,-1.71678,-2.78941,-3.2072,-0.061687,-0.0211957,0.0124709,-0.0503905,-0.0741884,0.978662,0.378792,0.555858,0.897934,1.96435,2.03758,0.379528,1.27891,1.45314,2.38287,-1.14988,-0.110501,0.0172999,-0.389041,-0.771849,-1.58578,-3.54658,-0.160469
-2.57057,-1.43118,-1.72864,-2.48172,-3.19067,-0.135567,-0.0552518,0.0245075,-0.0584354,-0.139699,1.05884,0.423637,0.588361,0.704076,2.12389,2.18896,0.654328,1.41389,1.48975,2.36083,-1.16757,-0.168477,-0.00238425,-0.407166,-0.836273,-1.59441,-3.44888,-0.17392
-2.50552,-1.34237,-1.59758,-2.55028,-3.1033,-0.193123,0.0211492,0.0275314,0.0161221,-0.0808978,1.24517,0.383252,0.487062,0.712329,2.0397,1.97282,0.355918,1.35037,1.39567,2.16413,-1.13407,-0.151629,-0.0103117,-0.363418,-0.863,-1.56342,-3.44743,-0.164132
-2.3487,-1.36163,-1.5107,-2.57087,-3.23986,-0.293655,0.0399481,0.0443486,-0.0681144,0.00495355,0.997636,0.451085,0.584532,0.872808,2.15677,1.8883,0.457495,1.15603,1.44347,2.33326,-1.16846,-0.141046,0.0152863,-0.360097,-0.878253,-1.50414,-3.47562,-0.165418
-2.62119,-1.4366,-1.70529,-2.81075,-3.30219,-0.154569,-0.0864979,0.0697521,0.213447,-0.013375,1.22428,0.575529,0.627988,0.99063,2.22309,2.1318,0.571302,1.35023,1.52259,2.51439,-1.17552,-0.146814,-0.0290284,-0.311722,-0.806522,-1.59478,-3.47673,-0.172732
-2.36305,-1.34373,-1.57916,-2.54916,-3.34531,-0.246195,-0.0237423,-0.0319656,0.000134018,-0.0221349,1.18568,0.519298,0.670542,0.902453,2.27165,1.99228,0.475501,1.34483,1.3796,2.55145,-1.14188,-0.119547,0.00997731,-0.348004,-0.81023,-1.55738,-3.42023,-0.161322
-2.62003,-1.52845,-1.75735,-2.95836,-3.52612,-0.145364,-0.0617809,0.166788,0.0347605,-0.0407514,1.0982,0.445373,0.533893,0.892918,2.34588,2.23697,0.780212,1.45582,1.72153,2.79041,-1.2311,-0.152872,0.00555122,-0.320585,-0.815758,-1.58402,-3.53796,-0.170263
-2.39049,-1.30469,-1.59573,-2.63232,-3.17569,0.00294269,0.0388137,0.158662,0.212316,0.0970351,1.06561,0.510892,0.529481,0.884314,2.02729,1.86284,0.379965,1.22298,1.3675,2.2886,-1.18361,-0.140528,0.0414166,-0.341183,-0.855525,-1.55551,-3.52554,-0.18342
-2.56502,-1.38911,-1.57412,-2.75913,-3.15854,-0.0186522,0.129717,0.123878,0.208555,-0.0391531,1.2321,0.565719,0.49382,1.10885,2.15196,2.07223,0.546096,1.31021,1.71496,2.45823,-1.13383,-0.206251,-0.0484171,-0.367648,-0.81964,-1.54954,-3.47739,-0.178736
-2.56436,-1.48016,-1.58748,-2.69692,-3.34129,-0.238483,-0.135374,-0.0285299,0.0838827,-0.167037,1.39073,0.696512,0.672212,0.92839,2.40002,2.33847,0.817841,1.38535,1.68924,2.60791,-1.15508,-0.104536,-0.0125749,-0.360209,-0.761946,-1.51729,-3.48256,-0.16479
-2.12877,-1.12569,-1.47143,-2.55521,-3.13385,-0.325208,-0.186387,0.0250747,-0.00608508,-0.224155,1.07539,0.420848,0.361435,0.894305,2.27958,1.76686,0.33427,1.28764,1.36207,2.42738,-1.08952,-0.154961,0.0356312,-0.336956,-0.810416,-1.49719,-3.44562,-0.126236
-2.64314,-1.4227,-1.60338,-2.75156,-3.17475,-0.0538322,-0.000857713,-0.00342692,0.0962086,-0.129847,1.4948,0.653703,0.758436,0.989333,2.12636,2.17001,0.545538,1.37547,1.53012,2.41959,-1.20875,-0.123307,0.0535239,-0.365485,-0.805957,-1.56091,-3.55363,-0.166736
-2.59605,-1.56059,-1.69011,-2.78381,-3.45171,-0.00430923,0.192066,0.198216,0.173096,0.179796,1.1683,0.52651,0.546245,0.838465,2.41371,2.18865,0.623251,1.35684,1.60458,2.56024,-1.25055,-0.171842,0.0133962,-0.340693,-0.821334,-1.56524,-3.49589,-0.176287
-2.4392,-1.37266,-1.60087,-2.62298,-3.20723,-0.188244,-0.0438037,0.0443318,0.0602763,-0.153008,1.13091,0.508764,0.399026,0.606815,2.24146,2.0433,0.529841,1.34672,1.38997,2.51113,-1.22223,-0.105574,0.0789776,-0.365202,-0.840814,-1.52536,-3.49411,-0.194104
-2.42538,-1.30785,-1.73401,-2.65968,-3.19325,-0.19424,-0.079687,0.0728203,0.0583246,-0.147306,1.11311,0.44967,0.599104,0.681862,1.99052,1.91697,0.460418,1.43274,1.33887,2.51034,-1.20742,-0.0942552,0.0467998,-0.320089,-0.777056,-1.57025,-3.49624,-0.172803
-2.24785,-1.2211,-1.60214,-2.57709,-3.09928,-0.229392,-0.0922403,0.0361093,-0.0855266,0.0147053,0.889926,0.396784,0.569421,0.903382,2.15515,1.86408,0.401863,1.33088,1.56358,2.28803,-1.22406,-0.137187,-0.030634,-0.341412,-0.80922,-1.54566,-3.50875,-0.175517
-2.31716,-1.35094,-1.58293,-2.55975,-3.30728,-0.0691465,0.0492571,0.109655,0.204989,0.114515,1.17504,0.619616,0.665453,0.861065,2.34001,1.72068,0.340433,1.20935,1.20039,2.30645,-1.15594,-0.148605,-0.0566312,-0.346448,-0.807535,-1.55674,-3.45442,-0.172256
-2.4033,-1.41711,-1.73247,-2.75268,-3.32779,-0.176339,0.0287196,0.201469,0.242946,0.0968569,1.19743,0.562817,0.664188,0.894429,2.24443,2.04208,0.5734,1.40708,1.57492,2.37343,-1.16961,-0.0947897,-0.0149137,-0.309889,-0.828194,-1.49879,-3.50383,-0.182574
-2.42967,-1.43629,-1.80263,-2.79161,-3.45827,-0.0660976,0.0101337,0.199174,0.152411,0.0232179,1.02716,0.46878,0.643893,0.872563,2.05675,1.91557,0.612497,1.35783,1.4791,2.70677,-1.19458,-0.13498,0.0160271,-0.316613,-0.773075,-1.60059,-3.50678,-0.166135
-2.4181,-1.27742,-1.61661,-2.62178,-3.16357,-0.189881,-0.0749042,-0.00269686,-0.10927,0.088708,1.19506,0.622988,0.602677,0.810502,2.24994,1.94968,0.411843,1.34456,1.48775,2.30767,-1.14365,-0.154265,0.0321631,-0.33713,-0.772702,-1.56062,-3.4585,-0.178521
-2.26965,-1.312,-1.53041,-2.5606,-3.37253,-0.369969,-0.152232,0.00769629,-0.0178048,-0.129556,1.06034,0.541885,0.450239,0.652629,2.2231,1.94877,0.400617,1.25275,1.51005,2.52123,-1.1616,-0.156994,0.0146525,-0.318924,-0.830356,-1.52067,-3.49948,-0.128546
-2.52456,-1.4784,-1.58303,-2.74538,-3.53085,-0.305233,-0.143206,-0.0881688,-0.0980709,-0.161257,1.22287,0.72808,0.632873,0.953101,2.58577,2.33557,0.856977,1.43374,1.64032,2.86768,-1.20239,-0.153732,0.0490957,-0.275317,-0.757946,-1.51312,-3.44319,-0.189642
-2.33017,-1.10231,-1.52534,-2.38499,-2.95411,-0.339782,-0.124229,0.0172113,0.0371309,-0.0874607,1.14549,0.379988,0.493493,0.448759,1.94577,2.0469,0.454456,1.24011,1.11365,2.31469,-1.15962,-0.0944309,0.0390047,-0.304928,-0.744051,-1.53947,-3.50674,-0.198644
-2.63002,-1.48748,-1.6737,-2.83942,-3.26071,0.1118,0.0747037,0.0624504,0.179995,-0.0878144,1.31375,0.557653,0.663763,1.09924,2.1792,2.0919,0.62776,1.34449,1.6117,2.50756,-1.16965,-0.130375,0.0164491,-0.355503,-0.827095,-1.51534,-3.44517,-0.16843
-2.1861,-1.16267,-1.4851,-2.37985,-3.00398,-0.236468,-0.0346281,0.0305052,0.0810976,-0.0189718,0.921995,0.301807,0.514575,0.821355,2.08507,1.62754,0.139227,1.09909,1.06582,2.13305,-1.15643,-0.210077,-0.0549852,-0.355725,-0.851285,-1.52392,-3.41809,-0.169241
-2.52833,-1.41166,-1.65258,-2.55412,-3.25901,-0.219255,-0.0620159,0.0784707,-0.0455598,-0.0972047,1.19891,0.617872,0.532002,0.824449,2.31609,2.07295,0.661168,1.3696,1.47959,2.48691,-1.16361,-0.112655,-0.00269439,-0.310907,-0.744149,-1.55231,-3.52769,-0.217356
-2.66625,-1.45958,-1.7101,-2.71728,-3.52927,-0.0430271,-0.00947845,-0.0590286,0.0123404,0.0147292,1.23493,0.48258,0.624752,0.766097,2.29648,2.15914,0.53045,1.42156,1.44704,2.58965,-1.17424,-0.141544,0.0128951,-0.380142,-0.824433,-1.58537,-3.53907,-0.160766
-2.54797,-1.5137,-1.61109,-2.63903,-3.33506,-0.113687,0.0419699,0.0274486,0.00728962,-0.102884,1.28061,0.714617,0.606118,1.01023,2.50383,2.09404,0.6495,1.3218,1.61246,2.55744,-1.13338,-0.161071,-0.0191988,-0.367492,-0.803336,-1.52691,-3.48642,-0.211452
-2.21823,-1.13977,-1.52179,-2.47843,-2.84112,-0.474435,-0.236714,-0.10826,-0.173814,-0.261382,0.857525,0.23337,0.363,0.546347,1.66106,1.98361,0.368962,1.2759,1.33138,2.17071,-1.13685,-0.116337,0.114276,-0.317557,-0.7689,-1.55937,-3.44863,-0.163075
-2.22227,-1.30018,-1.57138,-2.69064,-3.23965,-0.253528,-0.0446088,0.00359284,0.0266353,-0.109354,0.922314,0.424187,0.468108,0.877673,2.09812,1.86263,0.540258,1.29382,1.56863,2.52159,-1.11775,-0.100498,0.00592592,-0.323862,-0.755804,-1.57387,-3.53393,-0.158082
-2.77945,-1.6325,-1.62164,-2.85436,-3.54231,-0.186776,-0.0220976,-0.143521,0.0824394,0.0623147,1.30561,0.639568,0.552981,1.02943,2.49173,2.40033,0.722961,1.43803,1.79081,2.55469,-1.17443,-0.129097,0.00937023,-0.343674,-0.798558,-1.5722,-3.45152,-0.203404
-2.73915,-1.50869,-1.70888,-2.70156,-3.33868,-0.0629133,0.107705,0.0584828,0.0368216,0.0920655,1.3153,0.488058,0.631384,0.825877,2.27515,2.31266,0.695354,1.52251,1.61358,2.5567,-1.17842,-0.183398,-0.0271085,-0.331415,-0.802653,-1.5375,-3.44564,-0.186847
-2.48363,-1.1828,-1.55121,-2.70329,-3.16966,-0.284054,-0.269029,-0.0439209,0.00389177,-0.309246,1.20069,0.386041,0.527419,0.832763,2.24525,2.16701,0.467872,1.33174,1.49919,2.49404,-1.17054,-0.156871,-0.00586279,-0.303836,-0.80477,-1.51577,-3.46321,-0.162934
-2.4673,-1.42871,-1.76601,-2.68637,-3.45518,-0.216741,-0.0651234,0.0677389,-0.00494272,-0.0191365,1.12415,0.506351,0.656442,0.710818,2.10407,2.05742,0.660721,1.42077,1.56706,2.61894,-1.15783,-0.124162,0.082314,-0.286305,-0.740551,-1.51675,-3.43202,-0.155835
-2.42703,-1.41167,-1.67166,-2.71178,-3.2126,-0.267675,-0.11361,0.0185693,-0.0562793,-0.106844,1.16935,0.602805,0.602657,1.01622,2.14184,2.10746,0.631543,1.34337,1.5473,2.48787,-1.16767,-0.169336,-0.0436137,-0.306687,-0.76344,-1.5376,-3.45922,-0.216635
-2.5361,-1.5412,-1.69445,-2.69145,-3.30078,-0.0350316,0.12288,0.145398,0.276812,0.0840034,1.14349,0.651265,0.611251,0.764033,2.29374,1.81335,0.461319,1.35351,1.27458,2.30513,-1.1262,-0.16055,-0.0220287,-0.373198,-0.84763,-1.60824,-3.51844,-0.173932
-2.43523,-1.45968,-1.57336,-2.72687,-3.22717,-0.101732,0.0406235,-0.073087,0.026409,-0.02704,0.971317,0.436979,0.455029,0.736758,2.18137,1.94374,0.534404,1.36689,1.67287,2.36081,-1.1385,-0.165442,0.015916,-0.317404,-0.745733,-1.50255,-3.50353,-0.200379
-2.28225,-1.31358,-1.54012,-2.45096,-3.1543,-0.286887,-0.0955842,0.0636787,-0.13417,-0.146602,1.05316,0.520456,0.486154,0.808987,2.27573,2.04419,0.588014,1.25543,1.5191,2.48405,-1.15411,-0.149259,0.00193557,-0.311837,-0.770683,-1.52558,-3.40517,-0.187074
-2.3752,-1.29985,-1.69293,-2.67119,-3.19921,-0.303739,-0.258439,0.0504408,-0.0973833,-0.39519,1.17777,0.483227,0.58904,0.840417,2.40576,2.11008,0.582992,1.37229,1.59689,2.44974,-1.15005,-0.0863279,0.0128544,-0.327378,-0.833623,-1.55173,-3.54496,-0.173423
-2.34447,-1.22642,-1.54715,-2.54677,-3.13203,-0.268936,-0.10256,-0.0735872,-0.0218498,-0.140329,1.17203,0.50204,0.534284,0.776334,2.21959,1.93894,0.363771,1.22709,1.27024,2.26636,-1.20486,-0.0899278,0.0611816,-0.350147,-0.774425,-1.56531,-3.48915,-0.188992
-2.44386,-1.38819,-1.66742,-2.82644,-3.1562,-0.257782,-0.149526,-0.00268174,0.0300663,-0.201177,1.21474,0.655963,0.647215,1.01412,2.21366,1.9052,0.550418,1.32786,1.51331,2.22547,-1.18566,-0.155723,0.0456412,-0.343991,-0.764787,-1.53631,-3.48872,-0.166818
-2.43307,-1.40078,-1.71317,-2.91029,-3.26553,-0.0529737,-0.047826,0.0970449,0.0479511,-0.0817801,1.09787,0.625803,0.748717,1.06401,2.27103,2.12407,0.599104,1.48825,1.82854,2.46176,-1.15535,-0.101654,0.000840779,-0.359918,-0.801472,-1.5547,-3.50767,-0.195691
-2.37158,-1.27424,-1.64185,-2.8052,-3.38963,-0.0523703,0.0255619,0.147554,0.187229,-0.149482,1.08545,0.463624,0.48969,1.06277,2.468,1.96717,0.489365,1.28052,1.53321,2.57657,-1.15682,-0.0707828,-0.00651661,-0.347,-0.737522,-1.56755,-3.55837,-0.158491
-2.61244,-1.58568,-1.69287,-2.80056,-3.55988,-0.185807,0.0412064,0.0143367,-0.056139,0.153985,1.23497,0.669483,0.572423,1.02063,2.28999,2.00562,0.546464,1.31498,1.5577,2.50025,-1.09104,-0.133235,0.00261926,-0.31014,-0.752312,-1.52857,-3.42587,-0.161874
-2.41541,-1.33078,-1.73242,-2.77255,-3.2301,-0.265486,-0.105993,0.135801,-0.0143623,-0.166583,1.10676,0.402939,0.563164,0.87914,2.03441,1.93031,0.409703,1.30712,1.3693,2.35094,-1.2007,-0.120294,0.0331494,-0.294622,-0.733082,-1.54173,-3.47013,-0.166083
-2.34368,-1.2536,-1.62039,-2.46042,-3.18183,-0.250465,-0.254641,0.00518613,-0.0558337,-0.383803,1.1005,0.491331,0.58393,0.722865,2.22863,2.0202,0.484459,1.37636,1.29447,2.42369,-1.1671,-0.114117,-0.0119207,-0.318989,-0.795646,-1.53816,-3.44984,-0.174349
-2.6275,-1.4732,-1.64324,-2.82257,-3.13731,-0.178496,-0.00636872,0.0158388,0.0233662,-0.0901335,1.30967,0.470189,0.608093,0.867889,2.07541,2.27057,0.519544,1.33584,1.4421,2.35611,-1.23512,-0.105207,0.0421258,-0.367868,-0.748766,-1.56942,-3.46831,-0.14377
-2.62864,-1.46155,-1.61321,-2.67346,-3.45006,-0.0295996,-0.0321332,-0.0174816,0.0444944,-0.0149079,1.35974,0.660058,0.605021,0.774633,2.29864,2.19129,0.648936,1.40009,1.49749,2.59973,-1.19857,-0.151132,0.0382766,-0.372817,-0.841053,-1.52638,-3.53556,-0.171797
-2.4915,-1.39691,-1.64295,-2.83592,-3.14562,-0.326285,-0.171218,-0.0456832,-0.145267,-0.334867,1.29408,0.713919,0.717784,1.16575,2.31732,2.07382,0.558303,1.39212,1.66242,2.49491,-1.16581,-0.17071,0.0530508,-0.349708,-0.806034,-1.48837,-3.452,-0.155262
-2.4417,-1.44831,-1.64731,-2.83707,-3.5595,0.0385353,0.11279,0.14704,0.281582,0.106851,1.02383,0.502799,0.532012,0.960389,2.49794,2.00081,0.639778,1.41131,1.55995,2.63484,-1.1972,-0.167108,-0.0310776,-0.309461,-0.815202,-1.495,-3.49539,-0.188712
-2.30993,-1.27953,-1.52232,-2.53199,-3.10631,-0.115712,0.0866436,0.144897,0.0858084,-0.00507742,1.08032,0.575998,0.483799,0.864013,2.16379,1.88554,0.458282,1.17446,1.28698,2.315,-1.14457,-0.150283,0.0227812,-0.347262,-0.825525,-1.58246,-3.51454,-0.17416
-2.4454,-1.37395,-1.66403,-2.74808,-3.31918,-0.000854115,0.127327,0.155266,0.262743,0.00690221,1.00406,0.375501,0.582406,0.819746,2.11594,2.02186,0.507385,1.40236,1.64488,2.55426,-1.2071,-0.191209,-0.0190614,-0.337759,-0.855637,-1.54135,-3.49709,-0.185245
-2.32994,-1.22393,-1.55471,-2.4535,-3.28832,-0.202442,-0.0267844,0.00664012,-0.118448,0.110291,1.26152,0.504845,0.639618,0.918063,2.34694,1.89189,0.312924,1.25049,1.35314,2.5218,-1.17519,-0.186115,-0.0555765,-0.316864,-0.826539,-1.52102,-3.46112,-0.193134
-2.50491,-1.44471,-1.48062,-2.55135,-3.31925,-0.364472,-0.226345,-0.0740841,-0.284689,-0.233376,1.19857,0.603262,0.485841,0.955338,2.2168,2.21538,0.711058,1.28761,1.5888,2.44461,-1.15904,-0.113097,0.0215141,-0.350781,-0.803862,-1.54025,-3.46517,-0.151252
-2.47134,-1.27653,-1.64163,-2.61584,-3.11104,-0.194833,-0.183521,-0.0538501,-0.161778,-0.212878,1.04193,0.297198,0.564695,0.754572,1.99592,1.99663,0.539077,1.35508,1.55414,2.43722,-1.1611,-0.11834,0.00335541,-0.350332,-0.864603,-1.61962,-3.53443,-0.192157
-2.28087,-1.22658,-1.59461,-2.50856,-3.19484,-0.133862,0.0584205,0.0826776,0.0484372,0.292392,0.994045,0.409198,0.538863,0.664356,2.05361,1.92385,0.326824,1.30581,1.46735,2.34517,-1.17434,-0.149711,-0.0188677,-0.364606,-0.817253,-1.55642,-3.47548,-0.197557
-2.74526,-1.65552,-1.77987,-2.96657,-3.27314,0.0126037,0.099173,0.12719,0.150111,0.0313496,1.36721,0.648358,0.666575,1.09784,1.98704,2.24966,0.80824,1.55399,1.85897,2.38777,-1.18377,-0.0756373,0.0511562,-0.304904,-0.803088,-1.58134,-3.45038,-0.135023
