b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur2,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.12976,-0.844683,-1.15468,-1.5827,-2.13063,-0.38424,-0.187476,-0.0331925,-0.256906,-0.320145,1.23595,0.61041,0.696244,1.04775,2.14998,1.86699,0.551073,1.36866,1.44315,2.17679,-0.0105361,0.0154997,0.0148618,-0.266835,-0.740659,-1.36716,-3.25043,0.00978328
-2.07739,-0.651968,-1.09151,-1.45895,-2.11048,-0.229637,-0.125484,0.0563657,0.0419938,-0.183321,1.22032,0.691301,0.643213,0.825008,2.38616,1.66345,0.415118,1.2292,1.25959,2.24519,-0.0114879,0.00510469,0.00774374,-0.303103,-0.803467,-1.45084,-3.41779,-0.0562686
-2.39245,-0.808746,-1.27491,-1.83053,-2.06937,-0.131773,-0.0619516,0.0119546,0.0105332,-0.321381,1.24761,0.525507,0.636536,0.906766,1.83335,2.11338,0.664207,1.46601,1.68115,2.42402,-0.0109335,0.0364473,0.0909034,-0.236345,-0.70568,-1.46398,-3.40666,-0.0193334
-2.23805,-0.767432,-1.11831,-1.64228,-2.26524,-0.314061,-0.157636,-0.0990751,-0.100244,-0.197818,1.10634,0.541554,0.585042,0.829658,2.11992,1.98113,0.598446,1.35873,1.45191,2.60145,-0.01081,-0.0460885,0.016631,-0.245278,-0.701085,-1.45439,-3.34003,-0.0457411
-2.2502,-0.843147,-1.11739,-1.70686,-2.38551,-0.27294,-0.118536,-0.0251967,-0.00833188,-0.0628446,1.01687,0.408505,0.471298,0.654819,2.02888,1.90921,0.653907,1.27101,1.42568,2.47314,-0.0102541,0.00566075,0.0216001,-0.252163,-0.774217,-1.38831,-3.29485,-0.0357245
-2.29804,-0.864099,-1.19484,-1.69303,-2.40243,-0.346062,-0.206991,-0.0820434,-0.130487,-0.177232,1.31399,0.70065,0.720733,1.02159,2.5297,1.95789,0.617812,1.41486,1.50928,2.64371,-0.0113356,0.00342583,0.0145319,-0.287368,-0.75508,-1.37544,-3.33955,-0.037775
-2.40599,-0.824301,-1.13374,-1.62506,-2.21458,-0.140465,-0.060409,0.026705,-0.119455,-0.245642,1.0139,0.45351,0.497104,0.644337,2.20811,2.08765,0.649347,1.36541,1.55598,2.59328,-0.0113918,0.0337287,0.0325298,-0.304183,-0.807216,-1.46427,-3.43125,-0.0241684
-2.06364,-0.655466,-1.0576,-1.50994,-1.89452,-0.234934,-0.130751,-0.0281394,-0.163541,-0.221238,1.05219,0.416591,0.447318,0.807777,1.81965,1.61907,0.248084,1.18014,1.355,1.98809,-0.010508,-0.00708386,0.00916131,-0.326265,-0.717201,-1.42176,-3.38045,-0.0637628
-2.21695,-0.806334,-1.14793,-1.48694,-2.28926,-0.286147,-0.194763,-0.0164858,-0.224594,-0.167853,1.05355,0.542661,0.534317,0.733641,2.1375,1.79258,0.499759,1.17629,1.12655,2.27021,-0.0102096,0.0133083,0.0334312,-0.277139,-0.79191,-1.41706,-3.3537,-0.0531772
-2.11377,-0.74681,-0.985649,-1.52239,-2.27246,-0.312404,-0.189791,0.0371886,-0.179878,-0.216044,1.10235,0.51836,0.388012,0.831967,2.24609,1.80613,0.59723,1.18798,1.44757,2.57191,-0.0106687,-0.0339903,0.0407958,-0.292876,-0.766749,-1.3876,-3.33618,-0.0497567
-2.46499,-0.945679,-1.17341,-1.69873,-2.35369,-0.211082,-0.0287376,0.0107214,-0.10687,0.086403,1.27982,0.667778,0.528837,0.867024,2.26924,2.11781,0.690923,1.37432,1.53185,2.36804,-0.0102761,0.00736978,0.0357699,-0.353929,-0.795809,-1.46478,-3.41246,-0.0696112
-2.06196,-0.705822,-1.05842,-1.48984,-2.45609,-0.319484,-0.215275,0.0235142,-0.0907494,-0.326427,0.893555,0.37954,0.395266,0.732385,2.32517,1.71984,0.464158,1.20511,1.22081,2.6264,-0.0104443,0.0301183,-0.0132549,-0.224606,-0.738013,-1.39986,-3.37971,-0.0363538
-2.31596,-0.85307,-1.17178,-1.64779,-2.2354,-0.146996,0.0239213,0.116147,0.0399026,-0.0212588,1.12465,0.482311,0.564214,0.845447,2.09455,1.93834,0.489032,1.2641,1.48332,2.43401,-0.0110214,-0.0465027,-0.0227174,-0.258471,-0.686867,-1.4534,-3.35788,-0.0768223
-2.03887,-0.600453,-1.06173,-1.43401,-2.21098,-0.126323,-0.148222,0.0205963,-0.115288,-0.12347,0.776287,0.279577,0.487015,0.603159,1.99723,1.69204,0.348577,1.19767,1.20774,2.30644,-0.0101275,-0.0265357,0.00272423,-0.294781,-0.789579,-1.42773,-3.33948,-0.0536853
-2.27503,-0.802389,-1.19251,-1.69567,-2.40018,-0.267045,-0.235822,-0.0246561,-0.114769,-0.141036,1.07145,0.545306,0.605747,0.644378,2.32674,1.9029,0.567265,1.40661,1.46396,2.48889,-0.010406,0.0449436,0.125019,-0.300461,-0.739876,-1.41871,-3.31225,0.000838528
-2.01269,-0.673993,-1.10756,-1.5476,-2.15438,-0.430176,-0.210334,-0.0170663,-0.158849,-0.148906,0.963536,0.474416,0.505086,0.693024,2.15283,1.78297,0.4818,1.32319,1.31589,2.25989,-0.0108799,0.0366458,0.0240103,-0.266695,-0.769361,-1.41568,-3.35387,-0.0740037
-2.25922,-0.910156,-1.17704,-1.74311,-2.2205,-0.204177,-0.00170951,0.102174,0.0733697,-0.112069,1.08928,0.550634,0.489477,0.818601,2.20134,1.78573,0.461886,1.17154,1.29945,2.29806,-0.0111824,-0.00988949,0.0291824,-0.287019,-0.731825,-1.40752,-3.32218,-0.0509833
-2.34717,-0.813076,-1.20774,-1.73052,-2.19901,-0.320379,-0.207811,0.0714367,-0.0145831,-0.281439,1.14346,0.42316,0.568312,0.878402,2.09819,2.01744,0.606474,1.37274,1.49993,2.4705,-0.0105249,0.047132,0.010283,-0.323241,-0.753078,-1.43163,-3.38777,-0.0254038
-2.28804,-0.880733,-1.20426,-1.59928,-2.40847,-0.179852,-0.0547809,0.023815,0.0456502,-0.0156917,1.33537,0.690764,0.673711,0.884707,2.16013,1.85926,0.672336,1.39747,1.45586,2.53414,-0.0103998,0.043091,0.0222882,-0.269831,-0.757382,-1.39931,-3.35643,-0.0700735
-2.32981,-0.951482,-1.16574,-1.7844,-2.39547,-0.350913,-0.140361,-0.112552,-0.161033,-0.146289,1.2402,0.676468,0.668531,1.08022,2.34065,1.88381,0.554554,1.3549,1.59816,2.54939,-0.0109874,-0.00383999,0.0291628,-0.330555,-0.807161,-1.42951,-3.43886,-0.0344893
-2.45598,-0.956288,-1.23502,-1.66746,-2.74103,-0.208514,-0.0405216,0.0207754,-0.0845771,0.0991377,1.20772,0.485606,0.500308,0.626933,2.46558,2.09459,0.6999,1.42588,1.51262,2.80139,-0.0106413,0.00669227,0.0625064,-0.295731,-0.805134,-1.44127,-3.37432,-0.0288169
-2.14666,-0.647092,-1.12077,-1.5185,-2.1185,-0.267084,-0.0934865,0.0949086,-0.0889142,-0.26347,1.07944,0.450073,0.582775,0.877386,2.15407,1.85136,0.33646,1.26843,1.38675,2.28142,-0.0107343,0.0245759,0.0861764,-0.269906,-0.793352,-1.40308,-3.36985,-0.0354295
-2.48864,-1.06588,-1.29739,-1.88809,-2.55904,-0.216537,-0.0597036,0.0570604,0.0729408,-0.171696,1.23395,0.709929,0.643561,0.934341,2.25236,1.90428,0.667583,1.4653,1.64134,2.6865,-0.00984607,-0.0246933,0.0273742,-0.311005,-0.767466,-1.43259,-3.32527,-0.0441241
-2.39977,-0.907955,-1.12941,-1.71224,-2.37519,-0.150326,-0.1306,0.0216749,0.0273417,-0.159023,1.20855,0.74509,0.593951,0.887788,2.29791,1.98996,0.632827,1.31023,1.32452,2.52015,-0.0102233,-0.0109018,0.00283738,-0.286271,-0.753491,-1.39182,-3.35965,-0.0189328
-2.26099,-0.889074,-1.17775,-1.59066,-2.48474,-0.286258,-0.175379,-0.00606408,-0.207596,-0.170686,0.936776,0.491318,0.619341,0.773944,2.29114,1.88429,0.717037,1.40918,1.52073,2.67078,-0.0108097,0.0103588,0.00621185,-0.361559,-0.813225,-1.42627,-3.38249,0.00211904
-2.34737,-0.817888,-1.07343,-1.75561,-2.25921,-0.320002,-0.122964,-0.0402262,0.0193969,0.0130972,1.09584,0.410419,0.440374,0.889272,1.95613,2.11636,0.591988,1.24721,1.6234,2.34207,-0.0110789,0.0262968,0.0421755,-0.293525,-0.755936,-1.44503,-3.35328,-0.0164371
-2.46263,-0.992771,-1.15869,-1.88085,-2.50544,0.0561909,0.0835147,0.191651,0.247172,-0.00764504,1.39039,0.745109,0.636597,1.09231,2.42413,1.88112,0.581631,1.28098,1.45155,2.55769,-0.0105689,-0.0168586,-0.00781948,-0.280629,-0.765943,-1.3562,-3.29696,-0.0419024
-2.05589,-0.627842,-0.999564,-1.58149,-1.92638,-0.170189,-0.034818,0.0159179,0.100561,-0.224893,0.971189,0.385676,0.43269,0.766973,2.03594,1.72861,0.356526,1.14675,1.46643,2.22372,-0.0104073,-0.00513516,-0.0451683,-0.311933,-0.792183,-1.41713,-3.37345,-0.0301582
-2.38914,-0.836666,-1.17873,-1.76158,-2.2034,-0.0662033,0.0180927,0.127481,0.144927,-0.0661434,1.14013,0.4978,0.594159,0.951498,2.18731,1.88801,0.513795,1.26616,1.53099,2.35473,-0.0115457,0.041126,0.0559004,-0.338765,-0.811922,-1.45666,-3.39629,-0.0401351
-2.26543,-0.885923,-1.12161,-1.81949,-2.35398,-0.40719,-0.253706,-0.0692265,-0.127519,-0.279434,1.04717,0.563369,0.520691,1.01149,2.35262,1.88439,0.670211,1.2919,1.49043,2.62539,-0.0116778,0.0204078,0.0232983,-0.281776,-0.735689,-1.40507,-3.35491,-0.0492155
-1.94136,-0.477425,-0.968914,-1.41198,-1.88001,-0.178162,-0.0805046,-0.031983,-0.0580994,-0.129582,0.858864,0.265706,0.553285,0.712803,1.91789,1.61446,0.256465,1.12503,1.10981,2.0641,-0.0106183,0.0295369,0.0460811,-0.260254,-0.735839,-1.39895,-3.34107,-0.0474124
-2.2911,-0.956471,-1.33314,-1.89765,-2.36513,-0.0820845,0.0444136,0.19066,0.144736,-0.0544764,1.178,0.762808,0.695255,1.09668,2.47031,1.84509,0.60586,1.42427,1.49403,2.53892,-0.0103449,0.00617304,0.0356858,-0.291164,-0.781508,-1.41844,-3.34134,-0.043594
-2.20488,-0.755821,-1.06547,-1.4536,-2.24111,-0.0620433,-0.0248072,0.178198,0.0627651,0.0236602,0.942415,0.328633,0.424334,0.654109,1.97716,1.75965,0.4795,1.20919,1.2409,2.47083,-0.0108935,0.019189,0.0196928,-0.264747,-0.795419,-1.4086,-3.30473,-0.0172306
-2.32043,-0.792151,-1.21165,-1.73295,-2.42093,-0.0789158,-0.0425749,0.0284746,0.0618797,0.0460034,1.11673,0.430395,0.616679,0.697909,2.15284,1.79719,0.450624,1.32133,1.45289,2.51665,-0.0108187,-0.0667787,0.00182221,-0.25481,-0.672807,-1.3983,-3.32578,-0.07969
-2.313,-0.905888,-1.25917,-1.75491,-2.34391,-0.321042,-0.0301381,0.120692,-0.0448327,0.0379647,1.28242,0.683962,0.724251,1.23673,2.18136,2.1068,0.70247,1.44042,1.75547,2.52623,-0.0107871,0.0420416,0.0148865,-0.24621,-0.752782,-1.39717,-3.34185,-0.0451236
-2.18239,-0.752212,-1.04303,-1.57783,-2.11265,-0.310809,-0.144795,-0.0587884,-0.100195,-0.401191,0.904166,0.389322,0.372972,0.638271,1.93472,1.79823,0.532674,1.20441,1.37541,2.41064,-0.0105391,-0.00380902,0.0875386,-0.284303,-0.689241,-1.42792,-3.33819,-0.0649164
-2.13045,-0.815153,-1.0545,-1.51354,-2.2057,-0.368452,-0.156747,0.0281057,-0.039304,-0.243703,1.01157,0.519673,0.490489,0.744932,2.16144,1.75115,0.432213,1.185,1.17695,2.2813,-0.0106654,-0.0153039,-0.0630245,-0.323497,-0.760093,-1.4325,-3.38698,-0.0375148
-2.22648,-0.814667,-1.24162,-1.57782,-2.26758,-0.385692,-0.24004,0.0360665,-0.158789,-0.179314,1.30776,0.688241,0.679797,1.00743,2.22923,1.81288,0.503641,1.31806,1.27426,2.35013,-0.010877,0.0258129,0.0395338,-0.267532,-0.719847,-1.4068,-3.35265,-0.0167632
-2.26386,-0.964158,-1.16356,-1.68534,-2.41359,-0.19224,0.102231,0.0858173,0.00437279,0.0665793,1.15231,0.590722,0.581741,0.807169,2.18467,1.80722,0.559942,1.18558,1.35335,2.48157,-0.0101893,-0.0190803,0.0458055,-0.302732,-0.705976,-1.42212,-3.28913,-0.00725958
-2.10991,-0.717912,-1.03857,-1.6048,-1.98443,-0.493517,-0.264132,-0.0798194,-0.137729,-0.24431,0.881368,0.330363,0.484655,0.757567,1.8567,1.9059,0.596487,1.26974,1.45257,2.29569,-0.0110454,0.00369413,0.0105426,-0.322829,-0.798843,-1.4013,-3.37198,-0.061669
-2.16522,-0.633255,-1.11577,-1.70914,-2.08239,-0.220404,-0.185519,0.00798287,0.00590139,-0.165344,0.879535,0.288511,0.603937,0.846697,1.9173,1.85284,0.539064,1.30828,1.6782,2.50444,-0.0114056,-0.0419543,0.0260044,-0.30861,-0.761151,-1.374,-3.30949,-0.0740808
-2.09295,-0.680211,-0.937315,-1.52999,-2.12756,-0.296319,-0.114486,-0.0971841,-0.0177176,-0.0515144,1.01456,0.369939,0.491918,0.724974,2.08558,1.83774,0.446302,1.13098,1.44375,2.26652,-0.0113636,0.0525977,0.0570886,-0.284828,-0.741974,-1.41438,-3.38697,-0.0135168
-2.02961,-0.601079,-1.15486,-1.60525,-2.13978,-0.0311144,0.137042,0.177188,0.238032,0.0950249,0.72047,0.11914,0.429529,0.757409,1.79654,1.65407,0.247766,1.25163,1.23015,2.17875,-0.00997981,-0.0274608,0.000799881,-0.278463,-0.697843,-1.413,-3.28562,-0.0618902
-2.13105,-0.759718,-1.18974,-1.58241,-2.18148,-0.269975,-0.0998549,0.113088,0.00328704,0.0400027,1.02007,0.509458,0.500102,0.744632,2.04981,1.93043,0.604512,1.3989,1.45961,2.27102,-0.0103314,-0.00757528,0.0520439,-0.334829,-0.837379,-1.40143,-3.358,-0.0817827
-2.33006,-0.849959,-1.28011,-1.66543,-2.07577,-0.101653,-0.00982754,0.152036,0.0403242,-0.132721,1.25216,0.565328,0.62524,0.808828,2.00781,2.0121,0.659204,1.41931,1.47507,2.29679,-0.0104158,0.0106085,0.0206156,-0.320219,-0.733484,-1.4686,-3.36276,-0.0703583
-2.05585,-0.475901,-1.10519,-1.48117,-1.9682,-0.184068,-0.240028,0.00849495,-0.00968088,-0.226011,0.793245,0.154153,0.395222,0.507069,1.91565,1.68042,0.282688,1.19734,1.14444,2.25258,-0.0110422,0.0283518,0.0537824,-0.304849,-0.783224,-1.46198,-3.41723,-0.0225883
-2.11988,-0.8105,-1.02721,-1.53346,-2.36335,-0.165446,0.0601556,0.0300172,0.0119567,0.118224,1.06342,0.583269,0.638226,0.970873,2.21681,1.85069,0.623985,1.29359,1.46778,2.55954,-0.0105644,-0.0131301,-0.0287423,-0.34756,-0.81258,-1.3959,-3.39003,-0.0783459
-2.28103,-0.874753,-1.20556,-1.78132,-2.16348,-0.377868,-0.176735,-0.0480212,-0.0808895,-0.259917,1.16695,0.748886,0.706593,0.960633,2.32703,1.97323,0.659812,1.37572,1.65288,2.53158,-0.0108553,-0.0369911,0.0602617,-0.310461,-0.717189,-1.39066,-3.27445,-0.0111555
-2.17887,-0.752798,-1.00027,-1.57206,-2.14949,-0.192656,-0.0649012,0.00309886,0.0812534,-0.023957,0.904765,0.332462,0.437881,0.770885,1.83552,1.82834,0.434929,1.26524,1.40632,2.20596,-0.0104662,-0.0857071,-0.0600805,-0.291253,-0.765881,-1.37352,-3.30362,-0.0750593
-2.15871,-0.786517,-0.985534,-1.52206,-2.17117,-0.206144,-0.118276,-0.00541012,-0.03087,-0.180326,1.11084,0.523609,0.533702,0.7059,2.171,1.80855,0.617853,1.23917,1.41352,2.37523,-0.0108483,-0.000157012,-0.0165424,-0.290381,-0.787621,-1.39551,-3.35641,-0.0448227
-1.99806,-0.597318,-0.993183,-1.55175,-2.2201,-0.372157,-0.226656,0.0124063,-0.0075435,-0.0991507,1.18308,0.518364,0.514247,0.894729,2.23104,1.64121,0.303321,1.1672,1.3475,2.30106,-0.0102163,0.0573678,0.0201885,-0.302782,-0.776777,-1.38235,-3.39066,-0.0740148
-2.27579,-0.808936,-1.10981,-1.74998,-2.21884,-0.269842,-0.281924,-0.0664562,0.0041319,-0.224849,1.19386,0.637069,0.686948,1.09795,2.21063,1.84424,0.515785,1.17445,1.26753,2.27187,-0.0109756,0.0156411,0.0200589,-0.28884,-0.724973,-1.41205,-3.39,-0.0411125
-2.30871,-0.861003,-1.20917,-1.66326,-2.41356,-0.384686,-0.302639,-0.110516,-0.273935,-0.266366,1.20436,0.66288,0.545444,0.947848,2.40821,2.05049,0.770718,1.41618,1.59872,2.75928,-0.0104668,-0.010757,0.0308156,-0.2986,-0.753924,-1.46466,-3.29887,-0.0443763
-2.36453,-0.924227,-1.0764,-1.45649,-2.26563,-0.252265,-0.0739885,0.00526973,-0.173114,-0.115698,1.21721,0.676033,0.575976,0.676333,2.31442,2.02275,0.685459,1.25733,1.29087,2.42825,-0.011104,-0.0138774,0.00356362,-0.283122,-0.761247,-1.40136,-3.33945,8.08847e-05
-2.37841,-1.00422,-1.18702,-1.65445,-2.49958,-0.32891,-0.170234,-0.121602,-0.274479,-0.441215,1.22889,0.700123,0.648116,0.902184,2.46857,2.10912,0.819214,1.42873,1.64381,2.83937,-0.010878,0.0611895,0.0461081,-0.296859,-0.789412,-1.40615,-3.35492,-0.0112252
-1.99125,-0.688108,-1.10082,-1.41356,-2.12691,-0.222527,-0.0913269,0.0462678,-0.0472481,-0.0981036,1.02917,0.595465,0.542677,0.930304,2.15329,1.75094,0.471849,1.3623,1.33813,2.24404,-0.0103464,0.012244,0.00876293,-0.31346,-0.779478,-1.42299,-3.34824,-0.0871675
-2.13427,-0.808053,-1.11813,-1.60819,-2.25428,-0.186038,-0.0074716,0.0619197,0.145772,-0.128952,0.979552,0.430573,0.558465,0.838786,2.06233,1.89092,0.629485,1.21551,1.43721,2.37344,-0.00991733,-0.0424414,-0.00988467,-0.2908,-0.739244,-1.41447,-3.34464,-0.0798438
-2.03926,-0.724463,-1.09064,-1.50554,-2.1832,-0.17271,-0.000992984,0.00190935,-0.0517922,-0.142458,0.914994,0.479251,0.567485,0.757813,2.14094,1.59816,0.391739,1.24306,1.28855,2.31358,-0.0108217,0.0117932,0.0201552,-0.283108,-0.754555,-1.45061,-3.3738,-0.0534395
-2.00345,-0.699947,-1.03431,-1.57472,-2.15152,-0.313459,-0.123563,-0.0399849,-0.070645,-0.300255,0.908463,0.459321,0.499496,0.765097,2.28271,1.6583,0.395425,1.16552,1.19911,2.45692,-0.0104513,0.0202702,0.0426937,-0.287199,-0.820674,-1.42048,-3.39273,-0.0304132
-2.28181,-0.705267,-1.05373,-1.50081,-2.22442,-0.245318,-0.142683,-0.0799514,0.0454666,-0.047165,0.975273,0.332602,0.523734,0.573323,1.89663,1.81644,0.323304,1.20205,1.21538,2.21858,-0.0102034,-0.0192032,-0.0380999,-0.329102,-0.755546,-1.41012,-3.32898,-0.0499086
-2.2289,-0.882637,-1.18831,-1.8126,-2.26406,-0.0924033,0.00226671,0.137332,0.207094,0.0289853,0.964078,0.582422,0.556491,0.869275,2.03293,1.82632,0.601227,1.30871,1.52886,2.38445,-0.0107077,-0.0405227,0.0326298,-0.299737,-0.774285,-1.40105,-3.36236,-0.0185594
-1.99376,-0.591204,-1.0654,-1.46099,-2.02405,-0.372087,-0.227146,-0.117612,-0.14995,-0.329043,0.769306,0.1606,0.534837,0.677822,1.82469,1.56705,0.236817,1.25135,1.17441,2.05621,-0.0101903,0.0200504,0.0146964,-0.280756,-0.73431,-1.40741,-3.33366,0.0160834
-2.34232,-0.882154,-1.1166,-1.67314,-2.33302,-0.22693,-0.0511781,0.0348748,-0.0882116,0.0279852,1.03687,0.441466,0.433459,0.787606,2.00509,2.13715,0.704642,1.29746,1.56287,2.4812,-0.0101839,-0.00269647,0.0109829,-0.271967,-0.691468,-1.40006,-3.33117,-0.0109499
-2.40468,-0.95682,-1.26144,-1.69006,-2.28314,-0.0488955,0.0400209,0.136224,0.0261293,-0.0845147,1.1034,0.483669,0.554226,0.753328,1.9736,1.78588,0.516312,1.2561,1.26142,2.29372,-0.0103197,0.0124777,0.0429175,-0.279104,-0.694787,-1.4161,-3.27374,-0.016948
-2.09502,-0.614307,-1.03036,-1.5866,-2.07608,-0.19378,-0.0642768,0.060594,0.0811331,-0.211701,0.849489,0.338476,0.425676,0.689459,2.16953,1.77822,0.378851,1.12211,1.1714,2.3511,-0.0106147,0.0328805,0.0227811,-0.225101,-0.727184,-1.42819,-3.36122,-0.0789502
-2.42935,-0.914685,-1.19847,-1.73524,-2.1707,-0.14786,-0.0128459,0.0656354,-0.0501694,-0.122644,1.12166,0.579979,0.633219,1.06063,2.09464,1.74753,0.405284,1.26785,1.31874,2.30261,-0.0113308,-0.0782595,-0.0355869,-0.355335,-0.777569,-1.39799,-3.38659,-0.0394129
-2.12948,-0.790555,-1.20415,-1.64844,-2.08695,-0.411767,-0.136462,0.0269003,-0.0412531,-0.189388,1.08624,0.509835,0.595598,0.843468,2.104,1.71672,0.448888,1.26095,1.28952,2.13608,-0.0103735,-0.0125819,-0.0573017,-0.279777,-0.743425,-1.4611,-3.33028,-0.0698079
-2.17808,-1.00486,-1.18031,-1.77184,-2.316,-0.366521,-0.192121,-0.0567316,0.0440734,-0.319251,1.15467,0.751841,0.710379,0.864999,2.31379,1.69518,0.664664,1.31934,1.23497,2.50733,-0.0110856,0.0261153,0.0500994,-0.324397,-0.699505,-1.38783,-3.34062,0.00667484
-2.12336,-0.761921,-1.0272,-1.63959,-2.09084,-0.331595,-0.0603142,0.015215,-0.0281144,-0.159403,1.04797,0.51827,0.48183,0.856028,2.11978,1.73344,0.459821,1.18895,1.47118,2.45589,-0.0113906,0.0218607,0.0633689,-0.352537,-0.838736,-1.46699,-3.47376,-0.0433311
-2.00123,-0.648828,-1.05532,-1.60209,-2.21713,-0.172858,-0.109427,0.0537166,0.017241,-0.110358,0.932861,0.357945,0.490551,0.797027,2.15366,1.61789,0.35676,1.23054,1.33193,2.27172,-0.0102331,0.0379763,0.0721491,-0.237523,-0.694245,-1.35882,-3.27655,-0.0320764
-2.07419,-0.729493,-1.05635,-1.55084,-2.25721,-0.297239,-0.112698,-0.00780645,-0.152982,-0.0170113,0.939881,0.419726,0.383005,0.683031,2.10219,1.94982,0.721491,1.31928,1.4777,2.54555,-0.0111196,0.0191551,0.0655707,-0.243161,-0.689512,-1.42225,-3.3755,-0.0610621
-2.10816,-0.871098,-1.13602,-1.67896,-2.31943,-0.0787684,0.0762433,0.24384,0.235681,-0.00996906,0.850275,0.4521,0.407538,0.652521,2.11857,1.61578,0.467796,1.17906,1.28034,2.48605,-0.0107758,-0.00355957,-0.0092157,-0.287237,-0.775553,-1.37359,-3.35484,-0.0461711
-2.1041,-0.762202,-1.11315,-1.58618,-2.09146,-0.124564,0.10169,0.0488858,-0.0677796,0.0491629,0.895956,0.343968,0.478788,0.920272,1.85332,1.73281,0.514954,1.24191,1.52203,2.40942,-0.0109581,-0.0114565,-0.0289296,-0.314026,-0.79218,-1.39045,-3.34484,-0.0211821
-2.35088,-0.919428,-1.2661,-1.99251,-2.44627,-0.131688,0.0461554,0.066794,0.170892,-0.0467675,1.09504,0.526047,0.643952,1.04478,2.27296,1.96094,0.579301,1.38992,1.62193,2.45528,-0.0103254,-0.0222888,0.0312105,-0.265247,-0.724591,-1.41555,-3.36168,-0.0542047
-2.32807,-0.772329,-1.04706,-1.38552,-2.2453,-0.178128,-0.0674666,0.0750277,-0.096662,-0.0448399,1.07262,0.41607,0.371205,0.334626,2.06915,1.78197,0.313808,1.20136,1.21929,2.2085,-0.0108723,0.0163747,0.0274435,-0.33587,-0.794508,-1.42554,-3.36833,-0.0618691
-2.07342,-0.754526,-1.15377,-1.58908,-2.23713,-0.260625,-0.0473572,0.0390393,-0.208236,-0.038036,0.85994,0.472395,0.562399,0.804489,2.18215,1.69373,0.376681,1.2798,1.51767,2.28012,-0.0108445,-0.00538246,-0.00170109,-0.285736,-0.754267,-1.44828,-3.35592,-0.0300374
-2.17095,-0.684529,-1.15997,-1.76126,-2.16717,-0.348916,-0.240687,0.0436017,-0.0361146,-0.299278,1.10067,0.506167,0.617421,1.06985,2.07332,1.78207,0.382358,1.24323,1.37119,2.25515,-0.0110892,0.0301213,0.0910169,-0.260088,-0.716159,-1.38795,-3.32525,0.0055626
-2.10721,-0.760688,-0.995431,-1.59937,-2.21298,-0.235184,-0.0980903,0.0634268,0.00528366,-0.228219,1.09977,0.585437,0.437965,0.776832,2.09142,1.81296,0.547895,1.14646,1.45246,2.42126,-0.00978749,-0.0281381,0.00074486,-0.257367,-0.727221,-1.34983,-3.27987,-0.071251
-2.4364,-0.986448,-1.24589,-1.5711,-2.42177,-0.214174,-0.0285178,0.0234739,-0.0262626,-0.0761044,1.30599,0.73324,0.659974,0.907841,2.3583,1.98148,0.710578,1.38788,1.28747,2.76961,-0.0110999,-0.00207246,0.00607684,-0.257473,-0.740435,-1.44025,-3.34469,-0.0331133
-2.37179,-0.91334,-1.2338,-1.94917,-2.4359,-0.167787,-0.226981,0.0344901,0.0575443,-0.171352,1.15131,0.664622,0.651219,1.06509,2.31326,1.97511,0.784492,1.47112,1.747,2.69835,-0.0101794,0.0110096,0.0182109,-0.295721,-0.739324,-1.41272,-3.32647,-0.0560697
-2.29314,-0.751055,-1.01115,-1.53501,-2.08905,-0.174368,-0.0689705,-0.0722445,-0.0434888,-0.0620526,1.0651,0.278671,0.3988,0.703557,1.8149,1.86525,0.443231,1.22309,1.34925,2.21429,-0.0104654,-0.0180965,-0.0477665,-0.33596,-0.776228,-1.43235,-3.31851,-0.0620826
-2.21074,-0.840238,-1.1024,-1.62481,-2.28183,-0.248363,-0.234522,-0.101127,-0.115495,-0.406761,1.12018,0.731611,0.631517,0.922358,2.34364,1.8833,0.57799,1.35636,1.45574,2.45545,-0.0111246,0.0401764,0.00721355,-0.260512,-0.755938,-1.42002,-3.37835,-0.0477533
-2.39779,-0.921515,-1.28645,-1.72839,-2.30509,-0.0154765,0.0758417,0.0908749,-0.0955675,-0.080858,0.98127,0.520099,0.623931,0.816165,2.25313,1.9565,0.684461,1.46576,1.61608,2.49002,-0.0104296,-0.0227826,-0.0399814,-0.257436,-0.762756,-1.40316,-3.33166,-0.0297194
-2.09158,-0.657976,-1.22478,-1.61839,-2.19921,-0.135173,-0.14135,0.0521525,0.0239802,-0.117188,0.900532,0.468757,0.682344,0.809234,2.08984,1.69062,0.408316,1.37918,1.2455,2.43674,-0.010084,-0.0198325,0.0172131,-0.293921,-0.800561,-1.42479,-3.37717,-0.0693982
