b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_vacdisc,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-10.5632,-0.868681,-10.0353,-1.80482,-11.2125,-0.318955,-0.218975,0.0410532,-0.213906,-0.421259,1.0893,0.703741,0.495606,0.715508,1.95181,1.72267,0.37033,1.25515,1.18802,1.99911,8.7266,-0.193021,-0.143645,-0.289528,-0.670836,-1.43161,-3.1912,-0.214513
-9.41986,-0.878138,-8.88089,-2.01842,-10.2422,-0.265096,-0.104655,0.0719302,0.10282,-0.191466,0.883469,0.447958,0.400882,0.698659,1.93538,1.86115,0.585689,1.3036,1.54583,2.06675,7.6187,-0.165706,-0.151265,-0.281911,-0.721501,-1.38635,-3.16807,-0.186537
-10.4673,-0.728442,-9.94841,-1.94719,-11.0969,-0.220037,-0.0344863,0.109241,0.0796415,-0.210655,0.973523,0.428481,0.56635,0.87272,1.78589,1.79289,0.342116,1.14923,1.29812,1.91292,8.726,-0.19602,-0.153276,-0.213323,-0.66805,-1.42983,-3.16265,-0.193655
-10.8393,-0.831984,-10.2664,-1.55484,-11.5424,-0.29058,-0.241482,0.0344266,-0.162618,-0.287789,0.906326,0.476767,0.451498,0.53525,1.73836,1.78443,0.520978,1.18721,1.09526,2.1163,9.05665,-0.193647,-0.120017,-0.259728,-0.684105,-1.37871,-3.07906,-0.184182
-10.6469,-0.939124,-9.91923,-1.93762,-11.4968,-0.0841153,0.0438728,0.0864066,0.192153,0.0901435,1.15673,0.580964,0.480161,0.784693,2.11482,1.60909,0.454368,1.20679,1.13641,2.00119,8.73402,-0.180831,-0.0978444,-0.315247,-0.706313,-1.35517,-3.10324,-0.17835
-9.64136,-1.07308,-8.92035,-2.04794,-10.4231,-0.121775,-0.0577006,0.0879575,-0.0139395,-0.199343,1.38099,0.702371,0.620797,0.77488,2.09289,2.09152,0.785678,1.38523,1.42714,2.52709,7.53977,-0.112161,-0.0431407,-0.191871,-0.661981,-1.41352,-3.18748,-0.226515
-10.2954,-1.03351,-9.64584,-2.00533,-11.0058,-0.199897,0.000453959,-0.00677451,-0.115542,-0.0930713,1.03433,0.549882,0.609802,1.03232,1.83368,1.83025,0.510205,1.08164,1.33377,1.9103,8.38646,-0.136825,-0.0860632,-0.240478,-0.659538,-1.3847,-3.12075,-0.170875
-9.7273,-0.834072,-9.06362,-1.77367,-10.434,-0.0978563,-0.0574878,0.111833,0.0746399,-0.179774,1.04442,0.563702,0.397613,0.776755,2.09852,1.72802,0.424727,1.15891,1.06565,1.93241,7.84765,-0.20233,-0.152055,-0.255351,-0.674185,-1.41921,-3.18671,-0.192823
-9.38887,-0.787188,-8.78491,-1.70128,-9.94863,-0.270763,-0.232825,-0.0204598,-0.156671,-0.299766,1.03259,0.582044,0.558427,0.859123,1.60843,1.8264,0.578236,1.23892,1.27104,1.97039,7.56205,-0.19414,-0.173352,-0.254792,-0.679047,-1.41419,-3.13014,-0.212591
-7.93621,-0.859068,-7.32413,-1.82679,-8.74683,-0.0964919,0.0928974,-0.0165024,0.12957,0.0320563,0.946432,0.315653,0.468451,0.618045,1.66466,1.73426,0.388579,1.25741,1.18568,1.86191,6.11571,-0.12603,-0.137129,-0.249351,-0.662129,-1.379,-3.08419,-0.156644
-8.59756,-1.05934,-7.78679,-1.92504,-9.50179,-0.212079,-0.108707,-0.0430463,-0.136323,-0.150825,1.03568,0.693734,0.480377,0.833409,2.11929,1.82021,0.564914,1.08027,1.33081,2.26321,6.59118,-0.148677,-0.102484,-0.269448,-0.698773,-1.42298,-3.11375,-0.155498
-8.97743,-0.690236,-8.49172,-1.6605,-9.79744,-0.440051,-0.288562,-0.0609276,-0.181205,-0.211362,1.06623,0.545107,0.640533,0.696744,2.01016,1.69765,0.399928,1.21272,1.15542,1.90317,7.30951,-0.151876,-0.104148,-0.260168,-0.711832,-1.39286,-3.15336,-0.16665
-8.70631,-0.887003,-8.01651,-1.87015,-9.33397,-0.0140093,0.0838183,0.117568,0.0998024,0.0436892,0.855344,0.30125,0.494116,0.683027,1.52175,1.81845,0.495074,1.23485,1.35063,2.06929,6.75473,-0.172165,-0.0814894,-0.33224,-0.733605,-1.439,-3.17131,-0.194089
-11.0408,-0.841015,-10.3169,-1.72681,-11.675,-0.166904,-0.157209,-0.0740472,-0.0137258,-0.3087,0.887408,0.364763,0.378677,0.519305,1.60916,1.6399,0.413178,1.08094,0.944938,1.97721,9.21927,-0.199183,-0.129399,-0.240454,-0.619216,-1.3899,-3.11173,-0.15927
-10.3709,-0.811532,-9.77749,-1.91639,-10.9932,-0.318933,-0.218023,0.0368817,-0.0738983,-0.313781,0.927446,0.405983,0.380279,0.544024,1.70248,2.03371,0.582503,1.22514,1.30227,2.18973,8.53177,-0.176274,-0.103386,-0.289875,-0.623674,-1.39331,-3.1224,-0.192133
-9.89533,-0.695195,-9.28713,-1.82865,-10.635,-0.245732,-0.0864949,-0.0347909,-0.00975377,-0.0392428,0.938188,0.256783,0.512183,0.731568,1.5682,1.72827,0.320921,1.11483,1.2293,1.74128,8.15595,-0.170568,-0.127752,-0.233594,-0.665683,-1.34713,-3.05949,-0.194557
-11.476,-0.787085,-10.6449,-1.92832,-12.0384,-0.202616,-0.185315,-0.0282104,0.034206,-0.319682,1.18199,0.529587,0.50557,0.865797,1.91464,1.93827,0.539864,1.229,1.43295,2.12247,9.54323,-0.211224,-0.154807,-0.246331,-0.613053,-1.33965,-3.06951,-0.188707
-10.1868,-0.886493,-9.44342,-1.86981,-10.8259,-0.219768,-0.188236,-0.055075,-0.134873,-0.247192,1.1496,0.524448,0.528927,0.517229,2.02413,2.02559,0.578394,1.24388,1.35685,2.14951,8.178,-0.167081,-0.15846,-0.245627,-0.681542,-1.3827,-3.15494,-0.182537
-12.8126,-0.866878,-12.3724,-1.8615,-13.8447,-0.274176,-0.0623152,-0.0431803,-0.06991,-0.0970787,0.945465,0.603039,0.61417,0.846375,2.15483,1.68285,0.513505,1.21373,1.22832,2.08626,11.1857,-0.155271,-0.0863684,-0.211415,-0.667215,-1.42535,-3.12387,-0.228283
-9.82626,-0.756176,-9.20354,-1.72612,-10.5862,-0.144869,-0.0669617,0.0617023,-0.0303154,-0.188797,1.00164,0.458624,0.398838,0.539051,1.72444,1.5191,0.269065,1.02322,0.965757,1.88832,8.09995,-0.18469,-0.105574,-0.26402,-0.681629,-1.36712,-3.145,-0.174457
-8.82806,-0.994432,-8.25117,-2.04226,-9.65524,-0.372319,-0.102831,0.192371,0.110577,-0.2024,1.26948,0.685525,0.632195,0.836781,2.08535,2.06046,0.777184,1.29914,1.26888,2.29042,6.85889,-0.165386,-0.174999,-0.246432,-0.671364,-1.35114,-3.14292,-0.1971
-9.27357,-0.932208,-8.54377,-2.15599,-9.93807,-0.167975,-0.0918831,0.127342,0.23226,-0.190941,1.27247,0.677912,0.577067,0.873935,2.05679,1.85615,0.44482,1.0697,1.324,2.02419,7.25885,-0.168633,-0.140448,-0.216528,-0.601194,-1.38798,-3.08461,-0.186664
-9.73376,-0.840019,-9.36359,-1.77603,-10.7371,-0.393061,-0.157643,0.0271489,-0.174092,-0.229158,0.914223,0.476786,0.633477,0.684233,1.93492,1.66421,0.535116,1.28469,1.24883,2.32187,8.06907,-0.166312,-0.090363,-0.270938,-0.697349,-1.41574,-3.15278,-0.161422
-10.7433,-0.848323,-10.2381,-2.00564,-11.4662,-0.111319,0.173048,0.170801,0.176546,-0.111469,1.16266,0.740037,0.678118,1.07688,2.07993,1.55094,0.294817,1.1777,1.39215,1.92183,9.01223,-0.176836,-0.135028,-0.256447,-0.649922,-1.34236,-3.10735,-0.203135
-10.9984,-0.747021,-10.4834,-2.01397,-11.7303,-0.372332,-0.189521,0.0154928,-0.0265056,-0.111662,0.823722,0.273613,0.469033,0.844409,1.69147,1.78985,0.415162,1.12715,1.2124,2.04303,9.21777,-0.211391,-0.0758911,-0.26467,-0.689057,-1.42788,-3.06373,-0.193683
-8.8114,-0.79031,-8.26733,-1.8353,-9.54658,-0.28405,-0.15775,-0.0497449,-0.00756302,-0.164634,0.788994,0.423163,0.421692,0.627511,1.68295,1.65247,0.479671,1.2706,1.1983,1.89634,7.08557,-0.176238,-0.108503,-0.28091,-0.630138,-1.44911,-3.19129,-0.177272
-8.79164,-0.71535,-8.19197,-1.77212,-9.4157,-0.414249,-0.383463,-0.0899107,-0.197536,-0.434248,1.22702,0.517299,0.686213,0.727248,1.9544,1.87607,0.403112,1.24336,1.16736,2.08352,6.91598,-0.110697,-0.0771037,-0.269831,-0.65385,-1.46241,-3.14432,-0.166637
-8.83409,-0.848617,-8.2383,-1.87246,-9.55565,-0.160148,-0.00984485,-0.025867,0.0925659,-0.241284,0.870643,0.400227,0.419482,0.831446,1.75335,1.60783,0.39856,1.18961,1.25351,1.94223,7.04057,-0.205254,-0.175219,-0.273706,-0.664652,-1.38441,-3.13025,-0.241873
-10.4474,-0.847662,-9.86146,-1.90096,-11.3269,-0.413639,-0.334904,-0.117668,-0.0810885,-0.272378,0.950355,0.554891,0.450277,0.763533,1.95017,1.8527,0.617112,1.19283,1.33545,2.13453,8.70931,-0.184671,-0.113822,-0.252694,-0.631834,-1.42272,-3.11798,-0.188359
-8.81589,-1.272,-7.96235,-2.17247,-9.46673,0.00361895,0.15249,0.159237,0.142541,0.179423,1.29261,0.662907,0.55823,1.15414,1.89846,1.92223,0.673566,1.24696,1.49791,2.1634,6.58472,-0.177939,-0.083801,-0.290012,-0.656208,-1.37306,-3.08418,-0.173164
-10.8264,-0.962165,-10.1867,-2.06657,-11.5899,-0.139155,-0.0832828,0.0455135,-0.0367174,-0.152622,1.0647,0.442174,0.624791,0.876688,2.08302,2.03339,0.617716,1.42573,1.55525,2.30191,8.81366,-0.200888,-0.141914,-0.233683,-0.62611,-1.40918,-3.15463,-0.160193
-9.97233,-0.851167,-9.45387,-2.06124,-10.7724,-0.134925,-0.0904052,0.104804,0.0911838,-0.101181,1.05009,0.454681,0.571213,0.83685,2.07905,1.79653,0.544199,1.44936,1.36777,2.20156,8.04076,-0.159542,-0.0898064,-0.23271,-0.655565,-1.43911,-3.18052,-0.203454
-9.92393,-0.913234,-9.39855,-2.0517,-10.6582,-0.184907,-0.138028,0.071518,-0.00752089,-0.0954674,1.10813,0.553327,0.613601,0.915269,1.98153,1.89741,0.552562,1.3459,1.42507,2.10578,8.01456,-0.181624,-0.0692928,-0.295523,-0.659798,-1.3866,-3.10024,-0.156346
-9.65655,-0.760323,-9.04976,-1.89851,-10.2542,-0.251923,-0.187969,-0.0381342,0.0352214,-0.220333,0.985267,0.56174,0.509587,0.776742,1.72373,1.53852,0.182788,1.02585,1.13504,1.66134,7.89847,-0.190339,-0.130114,-0.211481,-0.654886,-1.41381,-3.15813,-0.181136
-9.45677,-0.852293,-8.90803,-1.8007,-10.2943,-0.251316,-0.0467879,0.128969,0.0351632,-0.0694619,0.98642,0.476587,0.566023,0.672705,1.76719,1.86843,0.48718,1.14042,1.24464,2.16431,7.68322,-0.167055,-0.171314,-0.265334,-0.68946,-1.44981,-3.20351,-0.205879
-8.81918,-1.03253,-8.21326,-2.10922,-9.45528,-0.059002,0.04589,0.145744,0.175588,-0.0703659,1.18626,0.572484,0.729427,0.965447,1.93615,1.95044,0.535115,1.44842,1.49228,2.12128,6.71124,-0.166385,-0.164871,-0.251387,-0.674897,-1.44726,-3.22356,-0.21633
-7.75073,-0.762508,-7.2531,-1.73008,-8.48431,-0.39537,-0.0827652,0.00699054,-0.0419053,-0.0564162,0.826891,0.315555,0.430765,0.59026,1.44805,1.7146,0.478704,1.1514,1.2077,1.87196,6.07017,-0.179525,-0.109301,-0.259041,-0.672348,-1.39768,-3.04999,-0.205078
-10.6978,-0.918172,-9.91302,-1.9352,-11.2866,-0.24272,-0.168817,0.011938,-0.01967,-0.227459,1.23978,0.621016,0.515183,0.828783,1.76558,1.80141,0.544712,1.18177,1.18139,1.96143,8.72753,-0.122583,-0.0695439,-0.192285,-0.600574,-1.37384,-3.09582,-0.18276
-10.7471,-0.823227,-10.3101,-1.95881,-11.3343,-0.389866,-0.333108,0.0794494,-0.0378961,-0.465487,1.06855,0.5996,0.561751,0.901763,1.82409,1.80098,0.478846,1.17039,1.34337,1.96956,8.97442,-0.165319,-0.108673,-0.240242,-0.583991,-1.41228,-3.0491,-0.203069
-8.83442,-0.788476,-8.22407,-1.67352,-9.57191,-0.148719,-0.0225087,0.143425,0.104367,-0.170368,1.00642,0.448113,0.432292,0.429009,1.82228,1.73485,0.380095,1.09243,1.01397,1.9958,7.05322,-0.156562,-0.122901,-0.292019,-0.676836,-1.37704,-3.13797,-0.170325
-8.45465,-0.812966,-7.82024,-1.82727,-8.98563,-0.366943,-0.182551,-0.113403,-0.0895694,-0.39499,1.06546,0.463885,0.565775,0.685482,1.70334,1.85794,0.483299,1.26376,1.20596,1.80018,6.60023,-0.184284,-0.0600624,-0.28368,-0.69202,-1.36595,-3.13944,-0.216041
-9.73307,-0.82285,-9.14771,-1.88249,-10.3987,-0.26215,-0.116456,0.0155301,-0.0336894,-0.18361,0.83613,0.200151,0.467233,0.715161,1.43332,1.89962,0.558334,1.24571,1.33462,2.15363,7.9018,-0.185339,-0.114784,-0.263045,-0.691414,-1.44443,-3.16421,-0.197497
-9.93769,-0.918054,-9.34415,-1.87837,-10.9039,-0.293469,0.00214284,0.0874744,0.0090486,0.170983,1.1051,0.493662,0.469972,0.764017,1.77456,1.6843,0.457631,1.19161,1.3268,1.89652,8.16234,-0.17055,-0.171741,-0.238718,-0.686271,-1.32638,-3.12215,-0.199012
-11.1546,-0.833123,-10.6342,-1.99935,-11.9757,-0.339615,-0.121661,0.0609495,0.000219326,-0.206706,1.1028,0.549258,0.568939,1.02673,2.05815,1.71379,0.458753,1.06441,1.31167,2.177,9.46823,-0.167641,-0.0809355,-0.248985,-0.660616,-1.38659,-3.08824,-0.172553
-10.4167,-0.842916,-9.87466,-1.66659,-11.3333,-0.491267,-0.355073,-0.0761695,-0.314729,-0.452706,1.02127,0.595107,0.565332,0.766652,2.0352,1.88095,0.66216,1.28969,1.39507,2.42956,8.68264,-0.210151,-0.180582,-0.271044,-0.709457,-1.36872,-3.18208,-0.186717
-10.2578,-0.963354,-9.69903,-1.91024,-11.1131,-0.430325,-0.226264,0.00811448,-0.131235,-0.420492,1.06175,0.536756,0.531304,0.779706,2.12415,2.19061,0.725227,1.45138,1.39992,2.50779,8.33146,-0.176549,-0.149667,-0.266147,-0.695868,-1.41722,-3.19248,-0.199222
-9.9248,-0.866271,-9.51701,-1.84073,-10.7483,-0.441525,-0.222447,0.109586,0.0746492,-0.349982,1.14072,0.700556,0.679288,0.849476,2.05449,1.55369,0.45765,1.17703,1.10628,1.97867,8.19894,-0.177493,-0.130693,-0.247592,-0.676148,-1.42424,-3.14444,-0.193147
-9.38933,-0.853797,-8.64355,-1.88681,-9.95734,-0.239066,-0.149456,-0.0860036,-0.0764684,-0.181692,1.03596,0.504414,0.444537,0.927861,1.8323,1.82253,0.526738,1.05113,1.18322,2.00909,7.47888,-0.19006,-0.0873634,-0.260801,-0.651463,-1.45741,-3.13972,-0.19809
-9.13412,-0.676743,-8.67959,-1.77598,-9.8357,-0.513146,-0.328244,-0.123659,-0.229939,-0.270945,1.06447,0.459496,0.659929,0.851732,1.76771,1.72885,0.40277,1.28128,1.36198,1.85604,7.50552,-0.178797,-0.0958129,-0.236922,-0.643348,-1.38995,-3.1311,-0.202761
-10.0604,-0.634055,-9.55075,-1.52554,-10.5997,-0.499811,-0.321576,0.0153906,-0.243565,-0.454751,1.11147,0.424472,0.499482,0.472912,1.64437,1.80904,0.376748,1.09541,0.953156,1.73586,8.42014,-0.150914,-0.108795,-0.275565,-0.682796,-1.34836,-3.03318,-0.197571
-8.12353,-1.12274,-7.51608,-2.07228,-8.91656,-0.137188,-0.018162,0.160534,0.234913,-0.119785,1.15105,0.717679,0.492572,0.739241,2.08907,1.78471,0.704407,1.23965,1.24011,2.21903,6.07129,-0.185173,-0.116032,-0.236451,-0.657928,-1.33772,-3.08737,-0.185342
-9.09158,-0.986408,-8.33298,-1.74044,-9.74507,-0.188815,-0.0142089,-0.0346764,-0.083219,-0.0759794,1.0397,0.465133,0.41167,0.454988,1.74789,1.87514,0.523227,1.22612,1.15366,1.99204,7.0927,-0.19021,-0.134014,-0.306259,-0.73493,-1.40248,-3.1121,-0.204198
-11.1956,-1.22985,-10.5077,-2.18197,-11.8627,0.065003,0.194082,0.0720248,0.162276,0.0923912,1.07667,0.583965,0.58618,0.838223,1.81891,1.82224,0.651551,1.39691,1.39686,2.12727,9.07836,-0.178165,-0.0922693,-0.243445,-0.700386,-1.44059,-3.13031,-0.176198
-9.43016,-0.756402,-8.85886,-1.73213,-10.144,-0.328691,-0.130501,-0.00861002,-0.107251,-0.135299,1.02679,0.433026,0.503866,0.703032,1.82008,1.7678,0.434552,1.2206,1.21786,2.00276,7.66731,-0.19002,-0.108102,-0.281742,-0.738674,-1.36793,-3.11581,-0.195683
-10.34,-1.00971,-9.62235,-1.97413,-10.7134,-0.0599728,-0.0529215,0.145577,0.153208,-0.163109,1.37059,0.65607,0.598373,0.811885,1.90489,2.01493,0.523578,1.30402,1.13427,1.86994,8.16862,-0.197979,-0.117854,-0.265898,-0.640052,-1.39036,-3.13217,-0.179991
-11.2765,-0.851629,-10.8204,-1.88965,-12.0339,-0.210374,-0.0625816,0.121728,-0.03396,-0.161667,0.968023,0.366681,0.565525,0.846848,1.61405,1.79169,0.529438,1.34357,1.37848,2.15914,9.5168,-0.18037,-0.155249,-0.262318,-0.696741,-1.39454,-3.09623,-0.164897
-9.03733,-0.80604,-8.37751,-1.79052,-9.8055,-0.295103,-0.121824,-0.112439,-0.0498462,-0.100453,0.950189,0.297323,0.39688,0.639169,1.58563,1.51968,0.280342,1.02258,1.09401,1.74488,7.2996,-0.151823,-0.108726,-0.280737,-0.735023,-1.40503,-3.14511,-0.186543
-9.74987,-0.921924,-9.15751,-1.70056,-10.4104,-0.335582,-0.227753,-0.0475675,-0.311982,-0.209737,1.02698,0.630187,0.507509,0.650489,1.75379,1.70778,0.536999,1.24099,1.15739,2.00124,7.88552,-0.173198,-0.124913,-0.238748,-0.637539,-1.44274,-3.09676,-0.178331
-9.69978,-0.907988,-9.30599,-2.00941,-10.575,-0.451164,-0.317793,-0.0602456,-0.229123,-0.45437,1.27244,0.842453,0.824482,1.29363,2.14399,1.80532,0.581342,1.3552,1.38676,2.20671,7.91791,-0.137331,-0.106594,-0.259705,-0.69895,-1.41483,-3.12948,-0.151367
-11.3811,-0.905876,-10.7224,-2.0143,-12.0845,-0.291655,-0.220361,-0.123483,-0.125806,-0.426697,0.92967,0.464159,0.469245,0.799244,1.83122,1.77984,0.500997,1.27609,1.37485,2.18739,9.51751,-0.180165,-0.0618496,-0.244024,-0.62888,-1.38981,-3.15134,-0.173818
-11.3082,-1.15805,-10.6093,-2.03941,-11.8955,-0.0581846,0.0456211,0.133151,0.0880375,-0.114392,1.17858,0.686898,0.658305,0.820625,2.10928,1.99275,0.643556,1.353,1.36954,2.13101,9.19927,-0.1804,-0.159029,-0.233826,-0.63059,-1.38485,-3.1055,-0.182813
-9.33393,-0.854304,-8.66805,-1.9643,-9.97659,-0.182542,-0.0696654,0.0161564,0.0648641,-0.21892,0.863433,0.333559,0.459946,0.763864,1.56235,1.96708,0.558697,1.28823,1.38216,2.07541,7.46407,-0.148137,-0.108771,-0.266583,-0.686252,-1.36644,-3.1145,-0.208961
-9.38377,-0.923,-8.76652,-2.15491,-10.0593,-0.101321,0.00441404,-0.0446586,0.112706,-0.0193073,1.0258,0.427654,0.519259,0.866967,1.71272,1.79729,0.482298,1.31731,1.50171,1.96561,7.48712,-0.155229,-0.0850347,-0.274524,-0.637624,-1.37863,-3.05152,-0.168913
-9.05061,-0.764476,-8.5218,-1.9182,-9.67632,-0.23748,-0.22372,-0.0564721,-0.0178053,-0.310024,1.19814,0.552498,0.709767,0.930287,1.72195,1.68133,0.384947,1.28757,1.08548,1.85637,7.26947,-0.16596,-0.0912024,-0.257094,-0.656922,-1.39908,-3.14865,-0.179448
-8.72942,-0.583675,-8.20343,-1.74201,-9.26114,-0.296992,-0.252054,-0.0550233,-0.00767253,-0.387943,0.878344,0.287924,0.423096,0.51932,1.67138,1.7182,0.388531,1.13327,1.15428,1.82513,7.08347,-0.151728,-0.0700338,-0.226217,-0.666537,-1.39086,-3.1155,-0.225986
-11.434,-0.731833,-10.822,-1.58438,-12.0915,-0.347421,-0.128138,0.0443837,-0.0936116,-0.125141,0.941083,0.350891,0.327185,0.533415,1.59185,1.73597,0.417846,1.10006,1.06664,1.85338,9.75268,-0.203052,-0.202469,-0.261939,-0.700331,-1.39371,-3.17285,-0.200075
-11.0064,-0.910642,-10.3695,-1.79118,-11.7622,-0.35259,-0.194745,0.056233,0.0241737,-0.208083,1.02683,0.608166,0.488706,0.546286,1.85573,1.91661,0.61267,1.23397,1.27973,2.03248,9.22335,-0.18373,-0.133648,-0.291006,-0.709146,-1.40032,-3.12553,-0.142309
-9.92654,-0.939256,-9.35842,-1.76433,-10.6116,-0.283703,-0.13367,0.0404525,-0.212172,-0.228404,1.15549,0.675543,0.68507,0.651876,1.86495,1.74361,0.539613,1.26058,1.15435,2.07108,7.98947,-0.196998,-0.135494,-0.207954,-0.638156,-1.41839,-3.17173,-0.199693
-10.9533,-1.12208,-10.1971,-2.04215,-11.6215,-0.361373,-0.173907,-0.0128432,-0.195761,-0.219746,1.36265,0.710937,0.717207,0.878646,2.14593,2.10413,0.705694,1.40193,1.30301,2.23709,8.802,-0.160883,-0.0609556,-0.319541,-0.691445,-1.4081,-3.11251,-0.170692
-9.41343,-1.08263,-8.7374,-1.90815,-10.3408,-0.188416,-0.0329525,0.153447,0.0070299,-0.0258084,1.23066,0.734044,0.577285,0.820972,2.13723,1.68966,0.579218,1.15461,1.14899,2.33798,7.41083,-0.166532,-0.113088,-0.274077,-0.696518,-1.36402,-3.13094,-0.167915
-9.33287,-0.810279,-8.83475,-1.8886,-10.2976,-0.173823,-0.0340858,-0.00968003,0.0140871,0.0143822,0.840673,0.419354,0.479819,0.641059,1.97465,1.61404,0.356837,1.26026,1.23415,2.02719,7.60156,-0.209387,-0.104404,-0.213862,-0.658845,-1.40008,-3.11819,-0.17327
-9.88429,-0.789178,-9.2777,-1.88615,-10.5925,-0.224809,-0.120439,-0.0319588,-0.124162,-0.128046,1.01571,0.509169,0.576445,0.695073,1.77966,1.79121,0.353669,1.28454,1.30346,1.96788,8.01456,-0.181731,-0.141305,-0.218267,-0.621396,-1.45133,-3.17482,-0.191652
-8.33713,-0.693411,-7.92184,-1.87332,-9.09522,-0.231731,-0.109592,0.0375708,0.0594445,-0.119853,1.06508,0.507373,0.60205,0.81785,1.82679,1.44853,0.258661,1.19509,1.15316,1.67107,6.68984,-0.191433,-0.107598,-0.234762,-0.624589,-1.35188,-3.03762,-0.189144
-10.7831,-0.857242,-10.2458,-2.04613,-11.6043,-0.150914,-0.0720118,0.0798064,0.0837423,-0.174629,0.903297,0.52443,0.548275,0.892977,1.97309,1.75851,0.454001,1.31568,1.40083,2.0053,8.96213,-0.155017,-0.112906,-0.215517,-0.667958,-1.40798,-3.14672,-0.161145
-11.0002,-0.82308,-10.4429,-2.03387,-11.5549,-0.174689,-0.112322,0.0553082,0.0455199,-0.145777,1.10029,0.614625,0.635407,0.967799,1.77736,1.88654,0.553337,1.326,1.41708,2.01207,9.12427,-0.175259,-0.0575578,-0.269595,-0.684058,-1.45567,-3.15912,-0.197609
-8.78216,-0.828554,-8.30488,-1.9036,-9.37941,-0.329135,-0.15889,0.0543064,-0.105865,-0.206049,0.898577,0.395478,0.467343,0.68655,1.71449,1.90221,0.661832,1.31739,1.34597,1.94072,6.96899,-0.184639,-0.131847,-0.241159,-0.582568,-1.3998,-3.14527,-0.191628
-10.1325,-0.914715,-9.64798,-2.19006,-10.8071,-0.170491,-0.125109,0.227571,0.226381,-0.253789,1.21605,0.696171,0.698262,1.03072,2.01703,1.78619,0.576919,1.30739,1.32575,2.03898,8.21206,-0.134672,-0.0667904,-0.230249,-0.632078,-1.40558,-3.14189,-0.213561
-10.3228,-0.843569,-9.809,-1.73193,-11.1099,-0.28857,-0.233061,0.00289809,-0.295464,-0.223868,1.04488,0.566722,0.617843,0.64724,1.95682,1.89472,0.488942,1.28597,1.20873,2.04766,8.49477,-0.164721,-0.0413601,-0.267058,-0.708523,-1.39462,-3.10894,-0.181435
-9.53649,-0.56681,-8.99678,-1.69279,-10.391,-0.470681,-0.296591,-0.044795,-0.223559,-0.32988,0.974032,0.416857,0.404916,0.635684,1.82262,1.61221,0.275879,1.03771,1.20211,1.97808,8.0175,-0.173245,-0.138265,-0.231017,-0.711543,-1.35672,-3.14374,-0.156471
-9.72551,-0.688431,-9.1995,-1.85213,-10.311,-0.33169,-0.156809,0.0296345,0.0111387,-0.191735,1.09847,0.410301,0.5466,0.798921,1.55805,1.76018,0.367623,1.23077,1.3281,1.6778,8.01585,-0.157503,-0.163463,-0.219496,-0.639868,-1.4223,-3.20161,-0.189862
-10.1091,-0.898552,-9.37291,-1.85771,-10.7542,-0.273896,-0.150592,-0.0399174,-0.0213923,-0.230353,1.10584,0.525269,0.533637,0.663459,1.79941,1.93412,0.692687,1.2536,1.31246,2.04249,8.21037,-0.184988,-0.128676,-0.255297,-0.714659,-1.34477,-3.0578,-0.208967
-10.3926,-0.971201,-9.86424,-1.96314,-11.0889,-0.178632,-0.0289833,0.121804,0.0272734,0.0603333,1.11502,0.519641,0.447667,0.706291,1.72158,1.8472,0.645441,1.18542,1.33186,1.98444,8.56399,-0.157938,-0.106348,-0.198465,-0.633274,-1.42738,-3.13927,-0.17196
-8.48566,-0.715766,-8.17268,-1.90632,-9.65558,-0.304308,-0.0838293,0.0128051,-0.0368712,0.00634186,0.886872,0.464604,0.56334,0.979295,1.91072,1.43945,0.19027,1.10981,1.22711,1.94703,6.94454,-0.140141,-0.0791336,-0.219396,-0.661314,-1.38121,-3.17244,-0.190038
-11.2956,-0.757507,-10.8339,-1.86633,-12.0128,-0.392804,-0.230385,0.0205436,-0.0204593,-0.342832,1.104,0.583562,0.613062,0.923018,1.8421,1.80376,0.420909,1.22225,1.2852,1.94392,9.63194,-0.151345,-0.0955073,-0.227994,-0.691409,-1.34808,-3.06789,-0.19025
-11.1541,-0.921777,-10.6332,-1.96236,-11.8382,-0.142094,-0.0841288,0.075078,0.0403243,-0.165488,0.991856,0.504906,0.559726,0.75958,1.68711,1.92563,0.720467,1.36191,1.44901,2.20656,9.34531,-0.154929,-0.106164,-0.225511,-0.638672,-1.39332,-3.1025,-0.216015
-11.8408,-0.752733,-11.2294,-1.6729,-12.474,-0.250336,-0.0811691,0.015038,-0.0731863,-0.202636,1.0417,0.436706,0.481136,0.551973,1.85443,1.60196,0.259933,1.10065,0.973767,1.75366,10.0951,-0.202371,-0.173855,-0.269488,-0.61616,-1.42488,-3.15469,-0.168261
