b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_econ_dur,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.20043,-1.06322,-1.31672,-2.28109,-2.93598,-0.145577,-0.166273,-0.0837641,0.0282162,-0.31655,0.952251,0.453084,0.465292,0.698759,2.05787,1.78239,0.598384,1.25029,1.34129,2.42226,-0.147496,0.761584,1.70007,-0.252924,-0.713639,-1.45315,-3.40474,-0.0214625
-2.18746,-1.2149,-1.49223,-2.21303,-3.1378,-0.0222344,0.141863,0.0668026,0.117417,0.00107131,0.985081,0.634287,0.675672,0.781168,2.22148,1.80042,0.572213,1.33899,1.41434,2.33308,-0.149355,0.81184,1.66665,-0.238247,-0.701893,-1.47835,-3.45525,-0.0253959
-2.22649,-1.29788,-1.40284,-2.40192,-3.34844,-0.239806,0.00213027,-0.0734885,-0.0709584,-0.0385825,1.02862,0.532484,0.577781,0.882493,2.24317,1.90222,0.657872,1.24925,1.55939,2.50013,-0.148783,0.828913,1.79545,-0.209184,-0.698545,-1.47112,-3.41983,-0.0028724
-2.47346,-1.27362,-1.53169,-2.40815,-3.44121,-0.0733168,-0.000468692,0.0656135,-0.0407931,0.0905219,1.15479,0.498467,0.554043,0.940974,2.1187,1.94142,0.514667,1.2163,1.43034,2.48248,-0.153948,0.896364,1.80132,-0.269788,-0.771281,-1.55005,-3.53126,0.00243661
-2.46306,-1.49153,-1.57454,-2.36422,-3.4811,-0.310863,-0.0807011,0.0430802,-0.124534,-0.168252,1.25729,0.738728,0.560694,0.944255,2.38843,2.17641,0.923885,1.46608,1.57495,2.68536,-0.150606,0.820404,1.72078,-0.258275,-0.783559,-1.48841,-3.35536,-0.0289255
-2.19538,-1.10515,-1.36628,-2.14009,-3.0644,-0.287328,-0.192213,0.0880884,-0.0296214,-0.21426,1.16323,0.610548,0.48212,0.681691,2.31679,2.02034,0.623366,1.2111,1.26069,2.52662,-0.147886,0.821093,1.67177,-0.231258,-0.715792,-1.42609,-3.40834,-0.0400454
-2.14629,-1.18839,-1.46034,-2.09653,-3.17736,-0.277295,-0.0726606,0.075032,-0.0826339,-0.117625,0.843605,0.40492,0.50811,0.631638,2.16881,2.00179,0.710111,1.31357,1.45636,2.54721,-0.145411,0.772911,1.65113,-0.227702,-0.711334,-1.48195,-3.42595,-0.0277552
-2.18857,-1.23191,-1.43089,-2.10955,-3.42735,-0.309035,-0.139762,0.00126982,-0.133264,0.0470199,0.824954,0.349095,0.450801,0.46371,2.1006,1.63621,0.477029,1.17114,1.12997,2.41678,-0.141019,0.683575,1.61056,-0.204219,-0.801007,-1.48457,-3.38828,-0.0622281
-2.45887,-1.41443,-1.61004,-2.30351,-3.45157,-0.0385417,0.044668,0.067842,-0.0280722,-0.0690717,1.1604,0.72102,0.706554,0.822686,2.37038,2.02157,0.675222,1.42231,1.28838,2.69484,-0.152731,0.835523,1.73994,-0.240097,-0.746731,-1.45909,-3.44224,-0.0428466
-2.30735,-1.22925,-1.37563,-2.10134,-3.0722,-0.21517,-0.0818017,0.0189204,-0.0812992,-0.299941,1.13408,0.524647,0.521062,0.884069,2.10487,2.06906,0.723553,1.26867,1.36753,2.55041,-0.152456,0.814299,1.71996,-0.244348,-0.746715,-1.43967,-3.34828,-0.0254924
-2.42758,-1.33146,-1.4999,-2.45091,-3.11818,-0.100685,0.0584705,0.0927647,0.138562,-0.173468,1.36453,0.673042,0.619793,1.06423,2.12185,2.16364,0.755299,1.39712,1.58291,2.50149,-0.145865,0.854886,1.74162,-0.213395,-0.716665,-1.46564,-3.42083,0.00316945
-2.40898,-1.23806,-1.46555,-2.38366,-3.2925,0.0288393,0.0658185,0.0972706,0.272631,0.0957316,1.22341,0.684517,0.550665,0.853936,2.39854,1.82236,0.534636,1.25417,1.41159,2.40222,-0.138896,0.743796,1.59473,-0.268485,-0.707889,-1.46298,-3.38333,-0.0645724
-1.93555,-0.99107,-1.38834,-2.12323,-2.96333,-0.603668,-0.262018,-0.0531987,-0.321037,-0.273753,0.892177,0.362222,0.440689,0.703652,1.98624,1.66361,0.324015,1.18544,1.36418,2.17183,-0.146621,0.862297,1.73799,-0.255647,-0.787027,-1.45155,-3.39674,-0.0618999
-2.15371,-1.202,-1.42065,-2.01101,-3.20534,-0.275866,-0.0298251,0.0128765,-0.172637,-0.198411,1.00514,0.48922,0.594724,0.692529,2.28746,1.77915,0.501639,1.19152,1.14609,2.51873,-0.149009,0.816732,1.69713,-0.242861,-0.762969,-1.48492,-3.44157,-0.0603365
-2.2247,-1.12569,-1.40785,-2.20507,-3.16095,-0.128197,-0.0207339,0.122011,0.0575919,0.0505092,0.922468,0.406196,0.476389,0.755279,2.14703,1.70705,0.41448,1.23765,1.41846,2.41149,-0.149517,0.784528,1.67974,-0.313212,-0.817284,-1.49625,-3.44978,-0.0307885
-2.30324,-1.28532,-1.58307,-2.62373,-3.18483,-0.0210038,0.0273061,0.218285,0.283654,0.0423055,0.939924,0.496208,0.539045,1.15552,2.00031,1.93997,0.633645,1.2629,1.69496,2.42324,-0.143157,0.793409,1.69626,-0.29138,-0.70389,-1.4602,-3.36465,-0.0439447
-2.30105,-1.20459,-1.38342,-2.27403,-3.47625,-0.188021,-0.0685657,0.0497258,0.094675,0.0666751,1.1552,0.565097,0.490277,0.805718,2.50409,2.09121,0.76977,1.29813,1.53228,2.77644,-0.143189,0.771694,1.59673,-0.25218,-0.716388,-1.45345,-3.39317,-0.0178947
-2.399,-1.40053,-1.55475,-2.42986,-3.50267,-0.203313,0.0524428,0.151166,0.0342147,-0.125034,1.22117,0.601369,0.544773,0.922868,2.4376,2.0881,0.712816,1.33813,1.45505,2.80295,-0.16017,0.855521,1.82859,-0.247084,-0.766429,-1.42142,-3.41718,-0.0605225
-2.37533,-1.45394,-1.58329,-2.38458,-3.28977,-0.0621316,0.159452,0.140271,0.0462815,0.0760922,1.07574,0.633866,0.590531,0.764465,2.32519,1.84922,0.623151,1.35894,1.39302,2.3708,-0.148893,0.840359,1.73149,-0.246468,-0.757121,-1.4815,-3.44552,-0.0600978
-2.39078,-1.30776,-1.43731,-2.21726,-3.29899,-0.257312,-0.115587,0.0353836,-0.239296,-0.267986,1.15624,0.639931,0.467408,0.836439,2.36351,2.11612,0.76742,1.28091,1.50082,2.71014,-0.14772,0.815182,1.72668,-0.264898,-0.722767,-1.45152,-3.36995,-0.0435153
-2.20503,-1.17557,-1.42609,-1.97775,-3.32467,-0.348365,-0.328831,-0.0633248,-0.427756,-0.279731,1.07077,0.661247,0.622723,0.753195,2.50869,1.90276,0.648844,1.26313,1.38159,2.60872,-0.148319,0.783977,1.68348,-0.260392,-0.733889,-1.5246,-3.4392,-0.039979
-2.15357,-0.973028,-1.36848,-2.04077,-3.08007,-0.333334,-0.298103,-0.116987,-0.194125,-0.295427,0.859404,0.209743,0.425786,0.595691,2.07623,1.71754,0.345356,1.29398,1.27623,2.42771,-0.148602,0.794722,1.69944,-0.23664,-0.732599,-1.45839,-3.3458,-0.0595442
-2.22797,-1.14424,-1.39784,-2.19186,-3.36057,-0.0626226,-0.00552389,0.0802122,0.168072,-0.0130747,0.829754,0.360189,0.446067,0.577933,2.36214,1.6335,0.348657,1.17538,1.08585,2.51283,-0.146971,0.749807,1.65767,-0.249224,-0.7676,-1.40176,-3.36079,-0.0359433
-2.16713,-1.10138,-1.56623,-2.15266,-2.94599,-0.2168,-0.103259,0.019011,-0.177792,-0.206096,1.15798,0.558869,0.758987,0.687924,2.10361,1.93337,0.582317,1.4526,1.38633,2.17669,-0.141307,0.762224,1.62933,-0.224592,-0.710779,-1.44892,-3.39966,-0.0155315
-2.23925,-1.11936,-1.35882,-2.30087,-3.3284,-0.123802,-0.0657112,-0.0506617,0.101654,-0.0379832,1.05355,0.493511,0.445829,0.738863,2.35901,1.89094,0.539573,1.28788,1.49524,2.55808,-0.144074,0.779139,1.66144,-0.243533,-0.706543,-1.44628,-3.40224,-0.0372192
-2.14324,-1.15617,-1.39583,-2.24036,-3.2617,-0.0295845,0.0799309,0.0996986,0.0743511,0.16872,0.766952,0.293127,0.313908,0.633976,1.87034,1.79852,0.518895,1.22517,1.45736,2.39214,-0.143271,0.788828,1.67997,-0.218875,-0.686113,-1.4081,-3.31034,-0.0671608
-2.38504,-1.38756,-1.52084,-2.21989,-3.51456,-0.110214,0.134702,0.229028,0.0595266,0.0990662,1.19927,0.569673,0.475724,0.714273,2.44153,1.81003,0.542466,1.12628,1.16815,2.46718,-0.15162,0.817709,1.79642,-0.220946,-0.727127,-1.46644,-3.37514,-0.0370943
-2.00565,-0.931492,-1.43372,-2.07005,-3.11846,-0.227436,-0.194445,0.0501874,-0.229069,-0.180768,0.777126,0.272896,0.56502,0.858151,2.13907,1.68936,0.350001,1.33888,1.29972,2.37956,-0.151817,0.85744,1.74555,-0.268514,-0.775406,-1.46045,-3.47014,-0.0502094
-2.21558,-1.12512,-1.41352,-2.21488,-3.12305,-0.1562,0.000669343,0.146941,0.0825895,-0.0980988,1.18932,0.526976,0.41137,0.85081,2.01305,1.72097,0.431262,1.17252,1.26413,2.31056,-0.147522,0.782551,1.66272,-0.238218,-0.751705,-1.45247,-3.39517,-0.0562788
-2.14784,-1.1044,-1.32432,-2.31285,-3.27378,-0.349038,-0.163756,-0.023085,-0.0989896,-0.174074,0.972952,0.489949,0.454422,0.797435,2.39911,1.85567,0.560146,1.26433,1.50442,2.67188,-0.161565,0.87401,1.80367,-0.233051,-0.780347,-1.47587,-3.56417,-0.0515502
-2.27996,-1.25089,-1.49494,-2.42944,-3.30483,-0.227246,-0.137707,0.0417173,0.0158088,-0.109316,1.11702,0.578951,0.651229,0.954376,2.3544,1.96557,0.748312,1.47031,1.62257,2.73529,-0.151531,0.827111,1.69665,-0.209738,-0.705744,-1.44321,-3.38825,-0.0433747
-2.55967,-1.30979,-1.60051,-2.64687,-3.19915,0.220932,0.250758,0.224861,0.423401,0.0808377,1.11162,0.425589,0.534732,0.756703,2.09852,2.00826,0.580988,1.35324,1.51436,2.54483,-0.155896,0.84636,1.84254,-0.215451,-0.702245,-1.46702,-3.46149,-0.0267046
-2.13396,-1.08654,-1.5276,-2.37266,-3.45328,-0.301734,-0.25089,-0.0811693,0.000163281,-0.117402,0.865863,0.412555,0.670114,0.92599,2.27875,1.93492,0.543904,1.44267,1.5606,2.80295,-0.156402,0.887056,1.79054,-0.212123,-0.698957,-1.46359,-3.45833,-0.0220642
-2.18144,-1.13749,-1.34311,-2.36014,-3.21359,-0.0493479,0.0756604,0.16703,0.115217,0.151406,1.01215,0.447861,0.377484,1.06927,2.07972,1.63433,0.344699,1.12502,1.49529,2.29659,-0.149796,0.810229,1.65525,-0.241073,-0.7831,-1.42908,-3.46752,-0.0454558
-2.12281,-1.21966,-1.35074,-2.14978,-3.18578,-0.16415,0.0248437,0.068988,0.0110697,0.0813079,0.999804,0.562511,0.482435,0.728801,2.17379,1.65094,0.443324,1.19825,1.28744,2.23838,-0.148524,0.805341,1.68826,-0.221816,-0.719217,-1.4457,-3.42617,-0.0106858
-2.18992,-1.13007,-1.34103,-2.32109,-3.13144,-0.297799,-0.190718,-0.0527516,-0.130854,-0.151641,1.13714,0.531495,0.520163,0.938545,2.1105,1.94911,0.653869,1.22971,1.62239,2.36573,-0.149806,0.842389,1.71541,-0.239247,-0.753488,-1.46757,-3.46096,-0.0417084
-2.30372,-1.33783,-1.52754,-2.2765,-3.42573,-0.223311,-0.0634659,-0.0281586,-0.0990032,-0.0640193,0.929259,0.558106,0.642094,0.723203,2.21213,2.05756,0.788866,1.41267,1.45971,2.73315,-0.146153,0.767983,1.6606,-0.234208,-0.731441,-1.46996,-3.39911,-0.0608702
-2.23131,-1.13273,-1.50145,-2.19276,-3.30303,-0.322289,-0.0733727,0.0739585,0.0106058,0.0126666,1.0726,0.453562,0.586536,0.683656,2.14683,1.99166,0.5539,1.40323,1.29739,2.47209,-0.133537,0.669271,1.45205,-0.212392,-0.674251,-1.44504,-3.36591,-0.102863
-2.44179,-1.31354,-1.49161,-2.48941,-3.26994,-0.115848,-0.0206198,0.0473154,0.269436,-0.188097,1.27477,0.580715,0.538717,1.02129,2.39285,2.13656,0.781484,1.44536,1.54723,2.6526,-0.150505,0.820834,1.7325,-0.235133,-0.746982,-1.46723,-3.38536,-0.0192625
-1.94442,-0.93864,-1.28137,-2.16146,-2.94563,-0.429209,-0.152834,-0.0733406,-0.174808,-0.0433733,0.737573,0.276136,0.432361,0.8124,1.76948,1.60057,0.307096,1.15176,1.37946,2.07366,-0.153556,0.844053,1.74362,-0.288072,-0.773014,-1.44565,-3.44628,-0.0583206
-2.41231,-1.26586,-1.52266,-2.41755,-3.36684,-0.170906,-0.0217916,0.130466,0.0353203,0.0112453,1.46716,0.696301,0.678553,1.16983,2.54447,1.94191,0.580427,1.35658,1.52848,2.52938,-0.133095,0.693552,1.48765,-0.280218,-0.75336,-1.47617,-3.3975,-0.0432114
-2.00671,-0.96836,-1.32271,-2.01999,-2.90781,-0.193548,0.0435885,0.0181481,-0.0663495,0.109082,0.65931,0.190748,0.327359,0.445368,1.66921,1.65384,0.383271,1.14157,1.16085,2.2064,-0.146466,0.825112,1.70686,-0.230451,-0.689193,-1.44914,-3.41196,-0.0307173
-2.13866,-1.03668,-1.37408,-2.01234,-3.04921,-0.150738,-0.0450453,-0.0130118,-0.103502,-0.0594223,0.886514,0.313327,0.430046,0.652543,2.08101,1.74763,0.43998,1.20206,1.14583,2.30036,-0.145338,0.79651,1.63757,-0.26622,-0.726316,-1.44931,-3.37777,-0.0442469
-2.00798,-0.964206,-1.2511,-2.19705,-3.09684,-0.339837,-0.221135,-0.0939248,-0.0834701,-0.187396,0.882236,0.35157,0.450906,0.737552,2.19755,1.63864,0.412673,1.19196,1.37692,2.52498,-0.150593,0.787746,1.7197,-0.254614,-0.827774,-1.4537,-3.45953,-0.0272814
-2.16408,-1.09322,-1.4819,-2.25484,-3.16839,-0.258772,-0.122141,-0.0735251,0.00465418,-0.000605424,1.11568,0.394696,0.685298,0.854018,2.01552,1.90206,0.650394,1.42498,1.4703,2.57921,-0.154345,0.842156,1.74278,-0.217916,-0.684298,-1.42505,-3.40759,-0.053807
-2.17491,-1.11127,-1.30911,-2.15292,-3.23096,-0.329713,-0.195131,-0.028292,0.00191495,-0.160571,1.00741,0.490747,0.474757,0.67552,2.30104,1.74328,0.445863,1.13276,1.13623,2.44909,-0.143468,0.769903,1.65577,-0.264496,-0.741263,-1.43961,-3.35391,-0.0276718
-2.24385,-1.12609,-1.5054,-2.37914,-3.12838,-0.142901,-0.00836069,0.0593709,0.108155,-0.0771418,0.84535,0.294185,0.512102,0.727961,2.02546,1.80526,0.34721,1.25634,1.34895,2.28936,-0.144757,0.800863,1.68805,-0.247562,-0.704742,-1.4872,-3.42072,-0.0685908
-2.10025,-1.09939,-1.43015,-2.18249,-3.07215,-0.142896,-0.00434622,0.0495291,-0.0456373,-0.085055,1.09972,0.559956,0.606211,0.987678,2.03958,1.79584,0.577698,1.36587,1.51738,2.39097,-0.140804,0.735013,1.52936,-0.204882,-0.788125,-1.44151,-3.33572,-0.0431866
-2.52493,-1.27702,-1.47136,-2.36486,-3.43062,-0.103637,-0.115789,0.0294609,0.122194,-0.0757274,1.29138,0.583112,0.562899,0.844377,2.45455,2.00652,0.48786,1.22207,1.42359,2.4937,-0.15503,0.830371,1.78963,-0.265735,-0.751801,-1.47274,-3.42173,0.0101972
-2.23237,-1.11725,-1.43098,-2.26089,-3.04583,-0.332675,-0.154774,-0.0252904,-0.104467,-0.207154,1.08,0.5235,0.530225,0.798648,2.07218,1.93962,0.490156,1.22636,1.45252,2.26894,-0.139752,0.725177,1.5622,-0.280472,-0.734476,-1.44775,-3.42905,-0.0352177
-2.38782,-1.34983,-1.42437,-2.34503,-3.47716,-0.158607,-0.0921278,0.0253672,0.218544,-0.143894,1.19081,0.672838,0.583773,0.817692,2.35874,1.89673,0.622376,1.22582,1.37353,2.62436,-0.152055,0.853259,1.70623,-0.269874,-0.804861,-1.48245,-3.49208,-0.0244992
-2.33372,-1.13481,-1.3983,-2.35395,-3.36889,-0.206143,-0.175022,-0.0653227,-0.00907413,-0.121121,1.09783,0.609313,0.503598,0.814851,2.38495,1.93143,0.4403,1.2608,1.53522,2.45083,-0.150826,0.797222,1.70714,-0.253722,-0.750185,-1.44393,-3.47902,-0.0318403
-2.47787,-1.32535,-1.50652,-2.33264,-3.31375,-0.0282044,-0.0448266,0.0894171,0.10479,-0.137658,1.2205,0.66577,0.616879,0.817669,2.36824,2.0579,0.662147,1.26826,1.40223,2.57606,-0.152655,0.818737,1.6782,-0.24256,-0.772115,-1.47114,-3.46108,-0.048627
-2.24107,-1.13846,-1.41457,-2.20654,-3.13159,-0.28856,-0.185371,-0.0377869,-0.146959,-0.164383,1.22476,0.592363,0.515849,0.779049,2.27946,2.04873,0.66181,1.34999,1.6359,2.48737,-0.15009,0.838407,1.71963,-0.224229,-0.741744,-1.47156,-3.43135,-0.029992
-2.42544,-1.21459,-1.61076,-2.25455,-3.27735,-0.196321,-0.116137,0.186813,-0.1114,-0.137618,1.32146,0.659848,0.577604,0.839348,2.37562,2.10848,0.737657,1.41424,1.48845,2.65808,-0.142894,0.795674,1.62798,-0.282827,-0.774318,-1.45697,-3.44099,-0.0398691
-2.22433,-1.14634,-1.57406,-2.48997,-3.07116,-0.289946,-0.0854746,0.0766353,0.031814,-0.0915139,1.19883,0.557414,0.711651,1.09917,2.10513,1.83064,0.526245,1.34671,1.53793,2.23043,-0.143479,0.805566,1.66918,-0.245805,-0.67323,-1.44709,-3.3963,-0.0317911
-2.33712,-1.39092,-1.50053,-2.39561,-3.43887,-0.180929,0.00024295,0.0833509,0.0255862,-0.061894,1.05157,0.65033,0.508266,0.823939,2.33701,2.02142,0.719759,1.30702,1.35333,2.59801,-0.154555,0.878848,1.82357,-0.194475,-0.657575,-1.45236,-3.46226,0.0187342
-2.25919,-1.14781,-1.46523,-2.26096,-3.46257,-0.0340087,0.0146608,0.121018,0.120235,0.0869343,1.02749,0.378244,0.491489,0.693886,2.22923,1.76734,0.438605,1.23981,1.18203,2.63765,-0.146576,0.812818,1.67965,-0.200272,-0.690769,-1.36276,-3.3393,-0.0143491
-2.33529,-1.15573,-1.43133,-2.42057,-3.2446,-0.233107,-0.0673014,-0.0620094,0.0157352,-0.138055,1.05952,0.458898,0.470762,0.781886,2.25319,1.93799,0.557329,1.30837,1.4652,2.60253,-0.144719,0.792443,1.7189,-0.208324,-0.673183,-1.47799,-3.40554,-0.00397894
-2.29951,-1.2379,-1.42413,-2.35043,-3.34273,-0.29265,-0.141769,0.0194685,-0.0500346,-0.293309,1.28313,0.664444,0.580329,1.07433,2.59144,1.97953,0.649952,1.32621,1.52976,2.67214,-0.15239,0.82732,1.77464,-0.258104,-0.754626,-1.43814,-3.42292,-0.00976515
-2.3504,-1.37144,-1.59806,-2.34607,-3.47013,-0.172358,0.00553345,0.0745281,0.0579664,-0.260969,1.33286,0.749628,0.760474,0.91734,2.52874,2.054,0.757728,1.48768,1.46979,2.91891,-0.162285,0.934527,1.89574,-0.158387,-0.77438,-1.44305,-3.44279,-0.0447061
-2.44392,-1.37494,-1.53675,-2.49631,-3.44353,-0.261985,-0.173167,0.121068,-0.0256863,-0.292716,1.15038,0.664953,0.596393,0.940631,2.45232,2.12397,0.729397,1.37422,1.58109,2.77131,-0.14769,0.825921,1.667,-0.284042,-0.7942,-1.43708,-3.42167,-0.00998834
-2.18788,-1.19757,-1.38981,-2.19686,-3.32522,-0.244613,-0.0397822,-0.0324642,-0.139968,-0.0705819,1.06729,0.537864,0.440488,0.757563,2.14291,1.82512,0.517319,1.24308,1.0882,2.52318,-0.147529,0.871172,1.75034,-0.213426,-0.694599,-1.47423,-3.46431,-0.038596
-2.1607,-1.17153,-1.49235,-2.191,-3.21195,-0.325342,-0.141078,0.0139175,-0.108568,-0.132025,1.00957,0.423702,0.451588,0.692562,2.19077,1.74017,0.546642,1.34394,1.35696,2.4652,-0.14736,0.776088,1.67991,-0.248301,-0.75393,-1.51581,-3.47128,-0.0703508
-2.25062,-1.08969,-1.49436,-2.45301,-3.00214,-0.242657,-0.199801,0.0389716,-0.0787444,-0.195157,0.868891,0.300338,0.433277,0.932277,1.79738,1.76856,0.43782,1.29807,1.5569,2.23501,-0.149981,0.829359,1.70592,-0.186213,-0.735458,-1.44174,-3.3797,-0.0519904
-2.45784,-1.28908,-1.48761,-2.29579,-3.36056,-0.131475,-0.053618,0.0849512,-0.000926173,-0.136872,1.30121,0.587851,0.576422,0.796597,2.31291,1.92212,0.497183,1.23115,1.51925,2.6689,-0.150026,0.80373,1.64344,-0.258287,-0.773648,-1.47843,-3.45133,-0.0168891
-2.09999,-1.09828,-1.24325,-1.91906,-3.20915,-0.413564,-0.263738,-0.139136,-0.212764,-0.220611,1.05307,0.538072,0.424407,0.592089,2.11191,1.83763,0.571329,1.16953,1.18185,2.692,-0.151812,0.849378,1.70285,-0.248048,-0.789359,-1.47093,-3.42022,-0.0479741
-2.31338,-1.20239,-1.54456,-2.20075,-3.27331,-0.264612,-0.141954,0.0911599,-0.198557,-0.0405816,0.879379,0.363328,0.412164,0.522443,2.01041,2.05066,0.715123,1.38727,1.47128,2.59173,-0.149537,0.854722,1.72687,-0.236751,-0.734631,-1.51933,-3.47013,-0.00815302
-2.34695,-1.2183,-1.37177,-2.29348,-3.07124,-0.173216,-0.115867,0.0404882,0.112085,-0.160748,1.17025,0.648876,0.538993,0.818947,2.2024,2.0918,0.763927,1.27269,1.37839,2.51859,-0.143513,0.772123,1.55089,-0.20498,-0.779703,-1.44027,-3.3459,-0.0321142
-2.32612,-1.26825,-1.45509,-2.37317,-3.33706,-0.0927183,0.0885903,0.0897353,0.276422,0.093358,1.20573,0.730386,0.666586,0.812984,2.50587,1.93952,0.552414,1.20023,1.28992,2.58125,-0.140955,0.736647,1.6089,-0.256377,-0.655009,-1.46273,-3.37643,-0.0338842
-2.25197,-1.18557,-1.46346,-2.23079,-3.31868,-0.165595,-0.0253906,0.110432,-0.0723733,-0.077683,0.893812,0.38688,0.500552,0.721522,2.12317,1.86126,0.579252,1.30059,1.24497,2.70121,-0.152067,0.836225,1.73584,-0.23448,-0.793433,-1.45144,-3.44277,-0.0236199
-2.16912,-1.16387,-1.47416,-2.33358,-3.28828,-0.188362,-0.163292,0.0600916,-0.037822,-0.212743,0.980797,0.555045,0.596431,0.890462,2.3573,1.78543,0.594557,1.2874,1.41248,2.63589,-0.146344,0.808337,1.72,-0.220148,-0.742595,-1.45339,-3.33974,-0.0504379
-2.37482,-1.27513,-1.55772,-2.43186,-3.27742,-0.127003,-0.0388528,0.129256,0.0036936,-0.0446625,1.20512,0.561851,0.634861,0.90109,2.15703,1.95827,0.614613,1.35787,1.52218,2.53275,-0.143075,0.748582,1.6711,-0.238405,-0.687626,-1.5004,-3.36355,-0.0349522
-2.41512,-1.20022,-1.44098,-2.30458,-3.32369,-0.0314177,-0.0791896,0.0168231,-0.136734,-0.0913983,1.02598,0.351628,0.384524,0.568774,1.96268,1.96949,0.584394,1.25526,1.37684,2.55961,-0.141614,0.784793,1.66526,-0.251317,-0.707481,-1.48613,-3.45316,-0.0257474
-2.18168,-1.12963,-1.44845,-2.36265,-3.06307,-0.135164,0.00221326,0.0507509,0.0356474,-0.0819858,0.795389,0.365139,0.565947,0.951399,1.94731,1.71704,0.417173,1.1697,1.4398,2.26274,-0.152184,0.855808,1.78031,-0.237864,-0.771452,-1.50914,-3.48275,-0.0522173
-2.27589,-1.12949,-1.43532,-2.33114,-3.1652,-0.201686,-0.132601,0.041903,0.0561692,-0.161795,1.07719,0.511446,0.542417,0.83021,2.18371,2.03515,0.566261,1.37483,1.67,2.42778,-0.14414,0.751215,1.61258,-0.213259,-0.745025,-1.46857,-3.36408,-0.0253785
-2.4045,-1.11112,-1.49374,-2.38861,-2.99296,-0.17799,-0.117826,0.026768,0.0333924,-0.335154,1.11791,0.525125,0.611144,0.892696,2.17477,2.00606,0.441731,1.28237,1.56214,2.31796,-0.142266,0.76642,1.63619,-0.26845,-0.794507,-1.50904,-3.40505,-0.0335563
-2.39934,-1.2911,-1.469,-2.41132,-3.30256,-0.240118,-0.164815,0.0324636,-0.0835612,-0.160993,1.50619,0.853473,0.659767,1.14563,2.54466,2.1542,0.837864,1.30926,1.75539,2.68625,-0.151925,0.866074,1.7561,-0.244297,-0.690205,-1.45454,-3.42772,-0.00940815
-2.25519,-1.32991,-1.47872,-2.2907,-3.30133,-0.31599,-0.146141,-0.0293695,0.0288377,-0.201804,1.41467,0.892834,0.715815,1.06289,2.58963,2.02346,0.797525,1.36717,1.48772,2.63638,-0.147964,0.815854,1.67695,-0.230353,-0.748083,-1.49614,-3.40976,-0.0318573
-2.16018,-1.10561,-1.43096,-2.25673,-3.27859,-0.408051,-0.179451,0.0516767,-0.0612306,-0.0362053,1.28429,0.596998,0.701167,1.05105,2.36487,1.86415,0.464285,1.28615,1.47465,2.48288,-0.14109,0.783722,1.61941,-0.276488,-0.725069,-1.46135,-3.39491,-0.0340166
-2.43584,-1.31429,-1.57421,-2.34096,-3.49751,-0.194415,-0.0506022,0.145141,-0.038996,-0.147064,1.26784,0.602514,0.572634,0.807667,2.55799,1.90156,0.522394,1.25309,1.16263,2.67031,-0.155425,0.864188,1.85495,-0.222421,-0.673388,-1.53551,-3.4701,-0.0271938
-2.12988,-1.15419,-1.50803,-2.45218,-3.10938,-0.244055,-0.159756,0.0472443,0.0141156,-0.170384,0.93575,0.541947,0.609715,1.06245,2.13002,1.71441,0.503494,1.28333,1.42794,2.41556,-0.148905,0.848373,1.74515,-0.230525,-0.712367,-1.48849,-3.41472,-0.0143483
-2.4305,-1.34509,-1.55606,-2.36375,-3.3396,-0.0492924,-0.0406882,0.109588,0.076056,-0.155404,1.38852,0.958847,0.782999,1.05209,2.53779,1.82985,0.602024,1.29666,1.30298,2.50224,-0.144823,0.793415,1.63004,-0.289616,-0.772546,-1.44039,-3.45789,-0.0299249
-2.3485,-1.25729,-1.59055,-2.25306,-3.31211,-0.389963,-0.206574,-0.0455341,-0.209441,-0.0720576,1.416,0.766283,0.766755,0.951894,2.47661,1.96615,0.661998,1.31867,1.42154,2.43959,-0.151618,0.83736,1.76909,-0.251703,-0.737077,-1.50173,-3.44442,-0.0457364
-2.00606,-1.0318,-1.37697,-2.11799,-3.19055,-0.307693,-0.108306,0.02696,-0.0277832,-0.177047,0.782432,0.290812,0.444214,0.604678,2.08214,1.66057,0.422896,1.26858,1.30361,2.33815,-0.145086,0.851698,1.67761,-0.232801,-0.78445,-1.45667,-3.36088,-0.0433707
-2.06904,-1.06285,-1.49433,-2.2801,-3.06775,-0.0697693,0.0751532,0.158658,0.25653,0.0087073,0.909165,0.479376,0.541649,0.739954,2.21258,1.49439,0.248373,1.28573,1.32599,2.09895,-0.152954,0.840878,1.7456,-0.258266,-0.736602,-1.50184,-3.51403,-0.0760356
