b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_dur,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.32036,-1.24492,-1.58449,-2.63072,-3.19865,-0.295982,-0.033394,0.00126219,-0.00148679,0.0694396,1.1539,0.485995,0.507544,0.912176,2.08784,1.75932,0.307498,1.26534,1.34744,2.307,-0.173024,-0.121828,-0.0429115,-0.334366,-0.783503,-1.56975,-3.51759,-0.159286
-2.61173,-1.54884,-1.82765,-2.89602,-3.40723,-0.082429,0.00597174,0.167021,0.156316,-0.136747,1.06372,0.595243,0.659044,0.901236,2.13082,1.9583,0.563615,1.41091,1.5075,2.61485,-0.178117,-0.107887,0.0183307,-0.348218,-0.78427,-1.59268,-3.48448,-0.106812
-2.51331,-1.38421,-1.67942,-2.6487,-3.35943,-0.202718,-0.140695,0.0999733,-7.32391e-05,-0.211901,1.24671,0.510438,0.52852,0.744644,2.30907,2.05622,0.521864,1.37111,1.37435,2.55064,-0.18307,-0.100929,-0.00581812,-0.372115,-0.932274,-1.61758,-3.58229,-0.120369
-2.32317,-1.208,-1.57016,-2.47476,-3.17362,-0.152444,-0.0276322,0.0663438,0.0161734,-0.0528158,0.979284,0.321129,0.385765,0.652288,2.05256,1.86306,0.335631,1.26757,1.19764,2.27192,-0.169747,-0.138285,-0.00559923,-0.356286,-0.77945,-1.56305,-3.47519,-0.117046
-2.26235,-1.23902,-1.7129,-2.72866,-3.19108,-0.31712,-0.00158775,0.0262111,0.0262399,-0.144678,1.15036,0.43775,0.753381,0.970793,2.27458,1.8675,0.332442,1.42273,1.50761,2.30136,-0.172245,-0.126948,-0.0378209,-0.31355,-0.763658,-1.51267,-3.47806,-0.162208
-2.27144,-1.13172,-1.54269,-2.60086,-2.93499,-0.155423,0.0262774,0.0204118,-0.0552802,0.00567493,1.09697,0.298473,0.56578,0.913777,1.91253,1.81181,0.19686,1.14248,1.47075,1.92877,-0.172908,-0.138327,-0.0288624,-0.288859,-0.760773,-1.53733,-3.40382,-0.184737
-2.46253,-1.22914,-1.58672,-2.68002,-2.93676,-0.0676746,-0.0382724,0.122999,0.124693,-0.144681,1.16762,0.360472,0.500569,0.869982,1.84339,1.88038,0.350857,1.14769,1.36222,2.11296,-0.178255,-0.09958,-0.00263006,-0.36915,-0.761553,-1.54782,-3.40048,-0.117078
-2.28529,-1.28935,-1.57622,-2.7223,-3.02992,-0.233221,-0.209129,-0.105164,0.0423296,-0.30961,1.11356,0.578551,0.572295,0.85371,2.09158,1.81989,0.5068,1.25535,1.29063,2.21411,-0.180297,-0.0999098,0.00161708,-0.338164,-0.779078,-1.58426,-3.4621,-0.124832
-2.55858,-1.45134,-1.76059,-2.70051,-3.29757,-0.110257,0.0179808,0.12648,0.0279224,0.216397,1.04725,0.437512,0.544962,0.754891,2.01134,1.96604,0.46759,1.30351,1.35537,2.20644,-0.178955,-0.170936,-0.000694235,-0.31633,-0.772548,-1.60272,-3.43887,-0.138961
-2.5075,-1.32487,-1.62564,-2.62188,-3.24438,-0.203746,-0.0862298,0.0723782,0.0645926,-0.13178,1.22813,0.499305,0.573577,0.921898,2.2387,2.01347,0.440073,1.27124,1.36354,2.43533,-0.179875,-0.148796,-0.049694,-0.336913,-0.820159,-1.52626,-3.45687,-0.122693
-2.79638,-1.63144,-1.85327,-2.88745,-3.60452,-0.0469359,0.058665,0.145916,0.0971961,0.0636918,1.40829,0.647612,0.679083,0.951838,2.16879,2.24261,0.663137,1.43569,1.51254,2.71185,-0.177291,-0.0819878,0.0227491,-0.347165,-0.79325,-1.59148,-3.53265,-0.108324
-2.54169,-1.4374,-1.77373,-2.79023,-3.1475,-0.112122,-0.0368583,0.163179,0.102871,-0.0363528,0.990283,0.361709,0.517804,0.801803,1.87861,2.07531,0.405759,1.4047,1.55951,2.1885,-0.179411,-0.112995,0.0110548,-0.361132,-0.812258,-1.55351,-3.39219,-0.147087
-2.27326,-1.31881,-1.57131,-2.5901,-3.27243,-0.286736,-0.115947,-0.0794586,-0.0763924,-0.0712994,0.965252,0.469171,0.440877,0.616277,2.12624,1.83892,0.461035,1.28634,1.32919,2.50259,-0.183713,-0.121383,-0.0344463,-0.357346,-0.83142,-1.62702,-3.56453,-0.161237
-2.55744,-1.41863,-1.7265,-2.65196,-3.44976,-0.0774655,-0.0277691,0.11832,-0.0073634,-0.0575973,1.12082,0.536047,0.605301,0.800374,2.35873,2.04,0.418824,1.31779,1.4252,2.47009,-0.175463,-0.146609,-0.0332478,-0.356426,-0.85555,-1.58958,-3.5021,-0.151296
-2.47135,-1.35445,-1.71343,-2.83895,-3.27197,-0.145002,0.0491382,0.00392756,0.0892529,0.00974893,1.13197,0.50554,0.542746,1.0623,2.23607,1.90616,0.293443,1.32665,1.51364,2.34841,-0.181991,-0.142149,-0.0134527,-0.355344,-0.771534,-1.57701,-3.56464,-0.185255
-2.39754,-1.15199,-1.59637,-2.58014,-3.02547,-0.397804,-0.30171,0.0300152,-0.124895,-0.278945,1.19384,0.412174,0.511208,0.651422,2.0517,2.00368,0.417999,1.26635,1.37207,2.33219,-0.181287,-0.0988468,0.00818265,-0.357278,-0.815902,-1.59008,-3.55018,-0.187376
-2.59211,-1.53245,-1.78568,-2.92683,-3.47562,-0.0492466,0.0129325,0.0975842,0.182399,-0.109104,1.11747,0.387826,0.643921,0.906163,2.18959,1.96884,0.472994,1.35925,1.48574,2.37082,-0.174094,-0.13786,0.0324382,-0.330616,-0.788678,-1.54147,-3.4703,-0.104097
-2.23836,-1.32455,-1.62309,-2.48481,-3.32847,-0.211478,-0.0716358,0.038976,0.00183089,-0.0672758,0.887108,0.497987,0.511048,0.721077,2.25052,1.61432,0.520104,1.20752,1.17899,2.41129,-0.169761,-0.162465,-0.0804073,-0.30971,-0.761018,-1.5025,-3.44142,-0.125611
-2.44019,-1.22023,-1.59934,-2.55828,-3.19626,-0.161437,-0.028018,0.135661,0.0909137,-0.00120011,1.26771,0.416875,0.455641,0.774288,2.20347,2.0329,0.38705,1.30139,1.37773,2.44599,-0.171846,-0.116638,0.0239494,-0.327521,-0.786694,-1.60011,-3.45905,-0.107792
-2.39938,-1.26213,-1.55784,-2.52951,-3.41499,-0.263618,-0.268437,-0.06109,-0.0981812,-0.202601,1.17915,0.452272,0.515124,0.643549,2.21049,1.96647,0.410432,1.31388,1.34798,2.55029,-0.178765,-0.112736,0.0729808,-0.334095,-0.798374,-1.56527,-3.46351,-0.112798
-2.20954,-1.4355,-1.61548,-2.51694,-3.44531,-0.413049,-0.121645,-0.0591322,-0.237926,-0.0568637,0.893425,0.457016,0.422552,0.661473,2.12942,1.84243,0.575709,1.39714,1.3293,2.47784,-0.178453,-0.137338,0.0175071,-0.358582,-0.78723,-1.53489,-3.43111,-0.148996
-2.44914,-1.27651,-1.62941,-2.74159,-2.98966,-0.0167677,0.0305067,0.112493,0.20963,-0.157921,0.99304,0.384488,0.547251,0.821637,1.82675,2.11901,0.488385,1.40642,1.71611,2.23578,-0.173423,-0.132732,-0.0596012,-0.33149,-0.779955,-1.56888,-3.46362,-0.156883
-2.55702,-1.51463,-1.74359,-2.65764,-3.46886,-0.335575,-0.158741,-0.0210394,-0.209576,-0.0444625,1.454,0.718404,0.735683,1.06317,2.32155,2.28861,0.805235,1.45592,1.54433,2.74525,-0.180646,-0.0769194,0.0239606,-0.314626,-0.79718,-1.58432,-3.47999,-0.134865
-2.3494,-1.20208,-1.48732,-2.5336,-3.2774,-0.105466,-0.0709103,-0.0260815,-0.101436,0.04731,1.17769,0.528788,0.511307,0.829845,2.33142,1.56786,0.102746,1.06553,1.36093,2.33079,-0.180327,-0.138529,-0.0312834,-0.338628,-0.809108,-1.6039,-3.52497,-0.157938
-2.20447,-1.23612,-1.54731,-2.35597,-3.0266,-0.260219,-0.18514,-0.0308294,-0.179386,-0.339772,1.05739,0.417745,0.348701,0.382183,2.07695,1.85259,0.472776,1.23841,1.23705,2.46156,-0.171398,-0.127134,0.0286084,-0.324636,-0.733048,-1.59764,-3.47481,-0.133328
-2.40991,-1.28996,-1.7213,-2.71454,-3.21211,-0.223049,-0.101623,0.0409364,-0.0821513,-0.184085,1.11161,0.410677,0.671237,0.862449,2.22774,2.03966,0.434085,1.35781,1.47547,2.45245,-0.175215,-0.125401,0.00133934,-0.367021,-0.714968,-1.57537,-3.40922,-0.152336
-2.29109,-1.31029,-1.66557,-2.60664,-3.21034,-0.33015,-0.150482,0.00343238,0.0196631,0.00408055,0.987322,0.31873,0.604679,0.669147,1.89837,1.97913,0.465597,1.40733,1.46597,2.43432,-0.179388,-0.0875321,-0.0258064,-0.433338,-0.847123,-1.59241,-3.54152,-0.149485
-2.23765,-1.24793,-1.57485,-2.45139,-3.06699,-0.31625,-0.231223,0.0418882,-0.184448,-0.267642,0.954846,0.391975,0.549852,0.621145,1.86398,1.8603,0.418114,1.27076,1.43097,2.21912,-0.177578,-0.0721844,-0.00517214,-0.345542,-0.792757,-1.58056,-3.48569,-0.132105
-2.55411,-1.31848,-1.64184,-2.69726,-3.23287,-0.155021,-0.0220935,-0.0277304,0.0064031,0.114487,0.920274,0.265856,0.449362,0.453829,2.1706,2.03996,0.308469,1.33978,1.31257,2.21762,-0.185035,-0.129223,-0.018863,-0.359757,-0.722418,-1.63096,-3.52045,-0.103949
-2.72707,-1.67662,-1.71283,-2.62306,-3.56738,-0.115726,0.0437964,0.0093142,-0.11199,0.198009,1.23826,0.592438,0.493724,0.687697,2.21315,1.91708,0.516124,1.29348,1.26927,2.32573,-0.176846,-0.115992,0.0348846,-0.384547,-0.848726,-1.58943,-3.48681,-0.109495
-2.42958,-1.34627,-1.76728,-2.70153,-3.10663,-0.156274,-0.0598195,0.0399085,0.0404024,-0.153331,1.21337,0.486444,0.766534,1.04619,2.13758,1.89081,0.444895,1.28704,1.42426,2.35476,-0.176982,-0.133766,0.0133511,-0.315197,-0.791601,-1.53058,-3.36016,-0.132949
-2.52536,-1.50117,-1.70671,-2.62008,-3.44716,-0.050343,-0.00300845,0.0123216,-0.0870768,-0.029166,0.971231,0.572269,0.434358,0.628002,2.3483,1.90023,0.594373,1.39391,1.33852,2.5871,-0.18263,-0.0507609,0.0719063,-0.36063,-0.764442,-1.60935,-3.5465,-0.145486
-2.46414,-1.45449,-1.64506,-2.65799,-3.26184,-0.193119,-0.0733238,0.0333856,0.0672869,-0.148369,1.16225,0.559749,0.464005,0.802022,2.21563,2.09045,0.611703,1.32747,1.44612,2.41328,-0.172991,-0.0936486,-0.0256896,-0.357312,-0.798655,-1.61263,-3.55082,-0.133372
-2.56018,-1.39651,-1.73345,-2.56796,-3.32325,-0.138407,0.0166347,0.142003,-0.0437954,0.101918,1.168,0.408618,0.556948,0.872735,2.13237,2.1935,0.643878,1.39959,1.51318,2.46731,-0.163536,-0.161043,-0.0685081,-0.299374,-0.76583,-1.53881,-3.4438,-0.159087
-2.38491,-1.27159,-1.70981,-2.75147,-3.07225,-0.241933,-0.174536,-0.00198132,0.0074073,-0.245477,1.02648,0.377342,0.62295,0.71383,2.07193,1.9205,0.446355,1.41921,1.5283,2.42876,-0.172194,-0.137214,-0.00872847,-0.362487,-0.826515,-1.58321,-3.44603,-0.157606
-2.74483,-1.6313,-1.82013,-3.00112,-3.48916,0.137315,0.143962,0.178828,0.0899614,0.0897997,1.25139,0.578096,0.604578,0.835505,2.35276,2.16754,0.627488,1.39599,1.75949,2.46436,-0.177615,-0.112033,-0.0131104,-0.251844,-0.734564,-1.53351,-3.43296,-0.118491
-2.55436,-1.43005,-1.75911,-2.83559,-3.44981,-0.249797,0.0132714,0.129902,0.202586,0.0805078,1.23662,0.561323,0.526601,0.858213,2.36549,2.229,0.615483,1.3723,1.62951,2.56834,-0.168262,-0.0874823,0.00871755,-0.343421,-0.742916,-1.58181,-3.47479,-0.124904
-2.61344,-1.57657,-1.69834,-2.58935,-3.63578,-0.114918,0.0520817,0.0406539,-0.0824719,0.122267,1.38959,0.859341,0.713372,0.915142,2.71573,2.00067,0.492713,1.32208,1.45727,2.58297,-0.178378,-0.131779,-0.0661944,-0.358162,-0.771292,-1.5401,-3.43899,-0.171037
-2.67397,-1.52498,-1.73541,-2.77687,-3.44927,-0.307597,-0.0977474,0.0793054,0.0776195,-0.165331,1.47547,0.620553,0.689468,0.953101,2.43152,2.28858,0.625915,1.3945,1.48613,2.51136,-0.179808,-0.109935,-0.00388527,-0.325381,-0.81489,-1.52514,-3.41925,-0.127372
-2.36343,-1.3736,-1.63683,-2.74811,-3.35101,-0.205973,-0.0766225,0.0554954,0.124198,-0.0719522,1.17934,0.522884,0.624356,0.864535,2.29217,1.755,0.332564,1.23985,1.22154,2.47059,-0.184762,-0.106238,-0.000626885,-0.35401,-0.84364,-1.55618,-3.44331,-0.16668
-2.65613,-1.51313,-1.70555,-2.66983,-3.25507,-0.194901,-0.0361408,-0.0213702,-0.0843927,-0.153005,1.2609,0.651848,0.640611,0.950671,2.22908,2.12935,0.647857,1.38739,1.41222,2.52521,-0.181011,-0.128904,0.0227467,-0.371926,-0.779518,-1.58123,-3.53973,-0.107634
-2.50441,-1.42245,-1.52188,-2.69352,-3.23328,-0.14864,-0.0155763,-0.0522281,0.00669646,-0.0860864,0.960902,0.386149,0.369685,0.565254,2.16768,1.84847,0.39373,1.20291,1.2583,2.16574,-0.178209,-0.161922,0.00983262,-0.368833,-0.793627,-1.5282,-3.49792,-0.131336
-2.48545,-1.3741,-1.67028,-2.76265,-3.30718,-0.139702,-0.0652312,-0.00035296,0.046821,-0.0617192,0.981637,0.364528,0.474732,0.742166,2.2519,2.02639,0.630597,1.37262,1.45812,2.54852,-0.176537,-0.119607,-0.0128208,-0.366818,-0.772731,-1.57231,-3.45656,-0.12608
-2.53278,-1.48112,-1.61435,-2.59841,-3.39973,-0.259347,0.0119137,0.00177286,-0.0591311,0.0456747,1.08485,0.403332,0.469926,0.821357,1.99415,2.02291,0.469207,1.25567,1.43508,2.40179,-0.177831,-0.16473,-0.031101,-0.368339,-0.80575,-1.57768,-3.51027,-0.186288
-2.66476,-1.47015,-1.73418,-2.67392,-3.29486,-0.135436,0.00997789,0.0956198,-0.0221134,-0.0340636,1.24036,0.439831,0.585095,0.795268,2.05555,2.21643,0.607735,1.38397,1.50004,2.52086,-0.178415,-0.091107,-0.0226931,-0.344846,-0.835707,-1.59726,-3.53476,-0.180371
-2.45963,-1.44474,-1.686,-2.67796,-3.36355,0.0537916,0.0760517,0.162884,0.247888,-0.028516,1.02125,0.534144,0.663295,0.771023,2.25445,2.01954,0.642171,1.33537,1.40712,2.63389,-0.172996,-0.087795,0.00272873,-0.344082,-0.797747,-1.52067,-3.43713,-0.134262
-2.61962,-1.54006,-1.77017,-2.86965,-3.34978,-0.231849,-0.15547,-0.00618327,-0.0922061,-0.109266,1.24352,0.620339,0.603184,0.893506,2.15559,2.10513,0.639234,1.45305,1.67031,2.46821,-0.183321,-0.127394,0.0262411,-0.326808,-0.807192,-1.56573,-3.4158,-0.140323
-2.56178,-1.34042,-1.50204,-2.53997,-3.33843,-0.119155,-0.10533,-0.0632603,0.00241893,-0.158591,1.12714,0.441686,0.444852,0.819803,2.40098,1.87664,0.370853,1.18976,1.25225,2.30201,-0.178044,-0.167675,-0.082833,-0.354912,-0.833167,-1.59985,-3.51371,-0.146007
-2.37963,-1.33946,-1.66961,-2.86925,-3.26357,-0.137877,-0.0630224,0.0770088,0.0864059,-0.142976,0.975409,0.45447,0.480021,0.942768,2.192,1.96926,0.505847,1.35109,1.57872,2.41438,-0.180006,-0.0538555,0.0389543,-0.307867,-0.742159,-1.63153,-3.54605,-0.131655
-2.59326,-1.5131,-1.74827,-2.78031,-3.29532,-0.125668,-0.0665609,0.0235587,-0.0125219,-0.317037,1.10009,0.668538,0.665389,0.884261,2.29045,2.10155,0.622088,1.38591,1.58958,2.58939,-0.174707,-0.103349,0.00244419,-0.377598,-0.779233,-1.58496,-3.45101,-0.112605
-2.34366,-1.29425,-1.62066,-2.84734,-3.48931,-0.242326,-0.147929,-0.0619331,-0.0122326,-0.0540447,1.07845,0.492083,0.617072,1.17263,2.34738,1.80551,0.444432,1.37418,1.71577,2.47475,-0.176871,-0.129989,-0.0049675,-0.335447,-0.788192,-1.5419,-3.45017,-0.133785
-2.28703,-1.44477,-1.73945,-2.78075,-3.33828,-0.143883,0.0877041,0.182968,0.193472,-0.0105233,0.962105,0.579319,0.517283,0.87681,2.35254,1.6226,0.377618,1.32843,1.45652,2.29837,-0.183526,-0.0646311,0.00022597,-0.350531,-0.771028,-1.5731,-3.50501,-0.132306
-2.49998,-1.44538,-1.75109,-2.66295,-3.42065,-0.196793,-0.0365678,0.104793,0.122233,0.0637698,1.19006,0.534792,0.632531,0.728454,2.22501,1.94738,0.509457,1.31822,1.29606,2.49944,-0.175521,-0.103104,-0.0034697,-0.352738,-0.806045,-1.62819,-3.4887,-0.124699
-2.29635,-1.27031,-1.56582,-2.54276,-3.11385,-0.335021,-0.231543,-0.00910389,-0.0853601,-0.231622,0.877374,0.291623,0.383241,0.549919,1.88344,1.84528,0.528768,1.2616,1.47368,2.34039,-0.173655,-0.0928244,-0.0401325,-0.383509,-0.848213,-1.55266,-3.50535,-0.152643
-2.27219,-1.35963,-1.71022,-2.54036,-3.34245,-0.285135,0.0210447,0.0360069,-0.0506193,0.0405963,1.08695,0.518211,0.599862,0.712519,2.34172,1.92416,0.489584,1.38438,1.33472,2.43352,-0.172987,-0.0476505,0.0442628,-0.340911,-0.751698,-1.54787,-3.43582,-0.148924
-2.58406,-1.45964,-1.67265,-2.64501,-3.41858,0.0391143,0.0234091,0.167018,0.108847,0.0543815,1.20181,0.637265,0.581322,0.860832,2.23631,2.04785,0.671576,1.35771,1.55202,2.48976,-0.160889,-0.0846445,-0.0242869,-0.346479,-0.787406,-1.55602,-3.41843,-0.187095
-2.41018,-1.31181,-1.63757,-2.58658,-3.34983,-0.313793,-0.290304,-0.0487437,-0.131667,-0.323466,0.975299,0.393899,0.462177,0.701456,2.15355,2.01032,0.526164,1.32771,1.42928,2.58204,-0.179451,-0.10503,0.0284736,-0.361431,-0.838316,-1.61905,-3.50931,-0.14781
-2.59644,-1.46624,-1.74478,-2.73269,-3.45931,-0.208307,0.0307544,0.179565,0.150022,0.100126,1.1244,0.432576,0.398977,0.649301,2.16257,2.16588,0.56023,1.29516,1.25592,2.48623,-0.176552,-0.0899301,0.0340713,-0.378947,-0.813046,-1.60858,-3.54369,-0.129568
-2.57126,-1.52048,-1.66185,-2.69915,-3.49923,-0.170392,-0.0350418,0.0084158,-0.0452902,-0.104366,1.07311,0.59079,0.544976,0.772239,2.41662,2.16778,0.771889,1.43856,1.56812,2.7128,-0.174441,-0.099852,0.00838055,-0.333107,-0.849736,-1.52478,-3.46574,-0.14592
-2.47544,-1.35108,-1.53064,-2.61274,-3.29485,-0.219907,-0.00827338,0.0134166,-0.0407322,0.114886,1.06769,0.42206,0.463505,0.7517,2.02316,2.11502,0.617802,1.22853,1.62586,2.55935,-0.175359,-0.131508,-0.0173444,-0.356008,-0.827507,-1.56087,-3.3939,-0.15049
-2.57391,-1.37415,-1.72839,-2.73072,-3.3873,-0.181546,-0.0422563,-0.010023,0.061304,0.0353496,1.14618,0.395983,0.602074,0.601234,2.20412,2.07537,0.479386,1.45823,1.49613,2.42632,-0.177053,-0.128554,-0.00399935,-0.380569,-0.799407,-1.56738,-3.46769,-0.161351
-2.32652,-1.32917,-1.57197,-2.5613,-3.32742,-0.0774684,0.120209,0.159919,0.128694,0.149709,0.972558,0.447427,0.538166,0.853628,2.24949,1.65536,0.228599,1.1186,1.17434,2.12645,-0.173788,-0.097309,-0.0190611,-0.347643,-0.820728,-1.54876,-3.49685,-0.157012
-2.53838,-1.31236,-1.65847,-2.83853,-3.15614,-0.045826,0.0444679,0.148716,0.189368,0.0193571,1.23966,0.54148,0.566787,0.961532,2.11156,2.07964,0.385039,1.24995,1.33016,2.24443,-0.175704,-0.104065,0.00454271,-0.315918,-0.752455,-1.58918,-3.50382,-0.159269
-2.53958,-1.44404,-1.63365,-2.81259,-3.26749,-0.105843,-0.0157803,0.0543076,0.161452,-0.283652,1.18722,0.554395,0.535309,0.86227,2.09261,2.03026,0.580776,1.30168,1.63731,2.43392,-0.176759,-0.115909,-0.0325315,-0.299919,-0.796151,-1.50055,-3.43806,-0.123628
-2.67987,-1.54379,-1.69326,-2.71194,-3.39614,0.0762749,0.234803,0.241846,0.195701,0.263013,1.29245,0.533909,0.617172,0.853219,2.06672,1.99007,0.436259,1.25341,1.69863,2.34806,-0.181225,-0.166306,-0.0654659,-0.375365,-0.814805,-1.50945,-3.40044,-0.143498
-2.48465,-1.40501,-1.74128,-2.77699,-3.32427,-0.0376859,0.0336061,0.0570025,0.100446,-0.0953372,1.17193,0.594259,0.625228,0.960601,2.33234,1.85409,0.479282,1.40675,1.41401,2.62292,-0.172854,-0.112333,-0.00974381,-0.295001,-0.756121,-1.56656,-3.45988,-0.125107
-2.43699,-1.41885,-1.5563,-2.53359,-3.36151,-0.302009,-0.15153,-0.0664791,-0.25658,-0.0838614,1.11631,0.519691,0.423516,0.795435,2.01347,2.20832,0.729923,1.35332,1.59741,2.60014,-0.177987,-0.0803069,-0.0249259,-0.371726,-0.817671,-1.60597,-3.55382,-0.167464
-2.69038,-1.60146,-1.80964,-2.89136,-3.41623,-0.194631,-0.0206483,0.113531,-0.0466481,-0.170603,1.44615,0.75174,0.623352,0.906941,2.39917,2.10352,0.576716,1.3548,1.493,2.50702,-0.181362,-0.086494,-0.0229865,-0.344738,-0.806383,-1.58736,-3.49915,-0.143304
-2.43114,-1.45886,-1.61176,-2.59627,-3.32486,-0.263749,-0.0661827,0.0510906,-0.0629167,0.0373016,1.18376,0.496697,0.493347,0.876258,1.98677,2.07112,0.711013,1.34452,1.68927,2.51801,-0.175847,-0.0862292,-0.0641289,-0.368449,-0.844458,-1.61133,-3.51627,-0.161345
-2.42476,-1.53897,-1.74585,-2.5898,-3.2831,-0.129495,0.104937,0.0258733,-0.172677,0.0864712,1.20153,0.673355,0.694293,0.89338,2.40865,2.12551,0.711057,1.50008,1.4925,2.51838,-0.180629,-0.0939395,-0.0438751,-0.330273,-0.800387,-1.53203,-3.42722,-0.1666
-2.50766,-1.32779,-1.64417,-2.88746,-3.09493,-0.150996,-0.0711285,-0.0218543,0.10192,-0.0560905,1.04305,0.327997,0.521095,1.05104,1.99497,1.93942,0.304624,1.19949,1.50121,2.15889,-0.18284,-0.103038,-0.0294051,-0.396028,-0.807543,-1.6405,-3.53354,-0.113844
-2.61966,-1.57195,-1.80961,-2.8144,-3.50252,-0.180284,-0.0501795,0.140322,-0.126466,-0.0557682,1.32153,0.67425,0.701761,1.01942,2.33777,2.27192,0.774457,1.41606,1.72205,2.7192,-0.174726,-0.121033,-0.00131424,-0.258611,-0.769793,-1.53936,-3.44394,-0.166452
-2.25993,-1.37221,-1.64107,-2.71567,-3.29924,-0.204233,0.0419527,0.0979991,0.102415,0.0483246,1.05631,0.571758,0.664382,1.00879,2.26686,1.76175,0.47615,1.25649,1.53597,2.18491,-0.172257,-0.13026,-0.0206233,-0.272402,-0.816829,-1.50547,-3.41854,-0.164634
-2.5749,-1.53801,-1.72949,-2.52022,-3.27826,-0.236264,0.0222071,0.0219047,-0.399921,-0.158676,1.13256,0.530674,0.560141,0.694045,2.09738,2.08838,0.643142,1.31147,1.54789,2.37869,-0.182504,-0.0969724,-0.0146052,-0.391711,-0.744697,-1.62852,-3.49088,-0.159319
-2.33955,-1.47312,-1.71939,-2.86397,-3.12174,-0.342736,-0.126524,0.0851019,-0.017348,-0.230541,1.07447,0.551274,0.658194,1.01757,1.98246,1.74885,0.486835,1.33135,1.59154,2.23792,-0.173985,-0.148495,-0.0227474,-0.379675,-0.813991,-1.54547,-3.45849,-0.113108
-2.36211,-1.27862,-1.78545,-2.7828,-3.21076,-0.283198,-0.138329,0.134586,0.15142,0.0329765,1.10599,0.549936,0.766256,0.954881,2.1442,2.00307,0.564611,1.40418,1.4676,2.3637,-0.170557,-0.1603,-0.00741722,-0.301814,-0.70687,-1.58047,-3.44149,-0.171172
-2.35478,-1.31423,-1.60199,-2.66807,-3.33465,-0.169105,-0.0214265,-0.0295781,0.0256578,0.107995,1.06351,0.451798,0.584929,0.973283,2.30913,1.84817,0.482427,1.31184,1.58816,2.387,-0.177587,-0.11223,0.0228306,-0.316236,-0.790833,-1.48237,-3.3818,-0.150825
-2.46142,-1.3116,-1.627,-2.6102,-3.11522,-0.192552,-0.153745,0.0355689,0.0707069,-0.245155,1.11107,0.509128,0.561259,0.726833,2.01009,2.02815,0.571909,1.24716,1.37635,2.43783,-0.176252,-0.0944101,-0.0107682,-0.380122,-0.759581,-1.58512,-3.4967,-0.138761
-2.34159,-1.38614,-1.58481,-2.41304,-3.21013,-0.102258,0.152582,0.13663,0.0422853,0.0284138,1.10535,0.549771,0.535106,0.6551,2.22491,1.89852,0.365795,1.24374,1.16031,2.24719,-0.176834,-0.144774,-0.0383455,-0.318983,-0.790077,-1.55662,-3.45926,-0.148361
-2.49776,-1.40123,-1.75157,-2.77005,-3.43343,-0.0475581,-0.00729204,0.0817093,0.0425061,0.0772559,1.10091,0.397714,0.503029,0.937357,2.06403,2.00762,0.519213,1.42517,1.50576,2.48967,-0.178355,-0.0975327,0.0403178,-0.309893,-0.783497,-1.5582,-3.42518,-0.169054
-2.55653,-1.44297,-1.6812,-2.93302,-3.38152,-0.0176575,0.0651507,0.153619,0.280653,0.00744292,1.39822,0.692019,0.732206,1.26354,2.42752,1.89498,0.503971,1.26933,1.55575,2.54959,-0.166209,-0.124736,-0.0208005,-0.338667,-0.800296,-1.55893,-3.49756,-0.13209
-2.33645,-1.23,-1.57264,-2.67149,-3.05716,-0.282443,-0.130901,0.0188537,0.0264708,-0.267495,1.00646,0.365632,0.605708,1.0248,1.97096,1.9079,0.353057,1.30647,1.52975,2.28848,-0.176126,-0.162843,-0.0335937,-0.353325,-0.789189,-1.53682,-3.4776,-0.166825
-2.3742,-1.30168,-1.66026,-2.75621,-3.16441,-0.232505,-0.11313,0.0964245,0.0460342,-0.117795,1.13669,0.503865,0.583481,0.849508,2.1696,1.82535,0.333984,1.26468,1.31221,2.11459,-0.182602,-0.0964108,-0.0594695,-0.380008,-0.82451,-1.58686,-3.49485,-0.118012
-2.54534,-1.41915,-1.73818,-2.81503,-3.2753,-0.143707,-0.0147334,0.0633942,0.128841,-0.0559088,1.30123,0.696097,0.732919,1.04653,2.34484,2.08522,0.561437,1.43056,1.61506,2.51748,-0.174106,-0.130574,-0.0375766,-0.339878,-0.770489,-1.53876,-3.43572,-0.122048
-2.4475,-1.27284,-1.541,-2.57905,-3.18342,-0.219077,-0.109793,0.00306628,-0.0419709,-0.0792406,1.21819,0.435202,0.554584,0.925837,2.10564,1.97912,0.361988,1.2201,1.41833,2.24172,-0.163616,-0.119003,-0.0213412,-0.370504,-0.755299,-1.49408,-3.42516,-0.171598
