b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-2.14918,-0.4543,-0.812118,-0.995633,-1.51552,-0.125237,-0.0506143,0.0735557,-0.0593693,-0.259231,0.910782,0.440548,0.491101,0.786286,2.33742,1.77813,0.590117,1.28071,1.34974,2.67693,-0.129139,-0.0321815,0.0707544,-0.248045,-0.689876,-1.43278,-3.33921,-0.0521833
-2.34152,-0.594295,-0.911863,-0.91747,-1.5624,-0.0245413,0.0594307,0.101542,-0.0248114,-0.132254,1.26978,0.682253,0.824158,0.997891,2.35435,1.85421,0.636744,1.45435,1.36656,2.46478,-0.143385,0.0332145,0.0805584,-0.28235,-0.77035,-1.38342,-3.39458,-0.0484465
-2.31217,-0.486119,-0.878537,-0.893393,-1.48689,-0.14645,-0.0835392,0.0989343,-0.0493869,-0.0533241,1.2589,0.693594,0.698362,1.09379,2.28285,1.88587,0.519563,1.29886,1.31538,2.53255,-0.144467,0.0227068,0.077891,-0.295334,-0.735835,-1.47702,-3.45103,-0.0691553
-2.08155,-0.250054,-0.635882,-0.600545,-1.36854,-0.288437,-0.185485,-0.0738917,-0.120642,-0.15422,0.974425,0.37069,0.461001,0.643552,2.15018,1.67979,0.454235,1.31719,1.18739,2.36107,-0.145057,-0.0236089,0.034653,-0.318556,-0.781036,-1.38636,-3.35436,-0.0711751
-2.19419,-0.512712,-0.86515,-0.933281,-1.49177,-0.207716,-0.0416802,0.0993191,0.0862098,-0.0592765,0.939872,0.566405,0.640748,0.637412,2.01817,1.88861,0.608382,1.31421,1.52528,2.44206,-0.135367,-0.0156054,0.0692551,-0.283964,-0.715574,-1.41781,-3.33823,-0.0290031
-2.17282,-0.390632,-0.61922,-0.687971,-1.38823,-0.228777,-0.0114785,-0.0448269,-0.196671,0.0759562,1.06196,0.443595,0.468733,0.887584,1.96893,1.85374,0.535702,1.21755,1.28907,2.38113,-0.145995,0.0103841,0.0343278,-0.279631,-0.808657,-1.41581,-3.41851,-0.0438802
-2.19294,-0.464619,-0.802404,-0.917606,-1.61383,-0.236905,-0.0149839,-0.003276,-0.0744321,0.0261293,1.10437,0.575616,0.640482,0.837229,2.42127,2.04024,0.690352,1.40551,1.64494,2.68444,-0.140553,0.0330092,0.0535869,-0.246861,-0.717431,-1.46795,-3.45781,-0.0464368
-2.17155,-0.51806,-0.752734,-0.94401,-1.64517,-0.112815,0.117742,0.171464,0.031787,-0.0202836,1.14519,0.520544,0.421906,0.673534,2.22212,1.93129,0.660024,1.24766,1.4422,2.51608,-0.136347,0.0211755,0.0660201,-0.217427,-0.687659,-1.41018,-3.35624,-0.00248004
-2.13392,-0.363087,-0.726366,-0.829164,-1.29542,-0.285431,-0.22064,-0.0317002,-0.0105569,-0.251727,1.14207,0.643434,0.565509,0.853848,2.11682,1.76097,0.494818,1.23539,1.26787,2.29506,-0.135762,0.00790551,0.0476704,-0.26462,-0.741733,-1.42513,-3.3687,-0.032164
-2.12772,-0.399506,-0.738098,-0.789412,-1.36528,-0.137089,-0.00340623,0.0755077,-0.0618798,-0.0170032,1.00482,0.520149,0.514375,0.821936,2.1702,1.84296,0.570405,1.29315,1.49184,2.51485,-0.141664,0.0129395,0.0565635,-0.244697,-0.681563,-1.47939,-3.4305,-0.0197309
-2.05703,-0.291241,-0.639769,-0.71071,-1.3135,-0.173077,-0.0135382,0.0402865,-0.050304,0.0683288,1.01549,0.381498,0.435059,0.62596,1.88285,1.7131,0.458265,1.14029,1.24936,2.19265,-0.134149,-0.00688721,0.095433,-0.233899,-0.691826,-1.43184,-3.37454,-0.0619894
-2.10644,-0.19832,-0.640782,-0.705966,-1.34834,-0.269131,-0.175743,-0.0269537,-0.0870219,-0.247798,1.04618,0.44903,0.595027,0.89638,2.33017,1.76482,0.361847,1.20272,1.29263,2.53955,-0.14509,0.0185606,0.0373657,-0.279266,-0.754985,-1.45861,-3.45346,-0.0843187
-2.22247,-0.49577,-0.736726,-1.07841,-1.62863,-0.195463,-0.0495356,0.0492891,0.00251102,-0.185173,1.16685,0.596191,0.50605,0.968659,2.17171,1.79121,0.457854,1.1909,1.43624,2.43876,-0.134548,-0.00371335,0.0477014,-0.278578,-0.759426,-1.41976,-3.41229,-0.0434029
-2.22441,-0.437048,-0.874664,-1.24754,-1.5434,-0.238256,-0.133957,0.0379989,0.0606801,-0.0633807,1.18848,0.511302,0.750074,1.18994,2.11139,1.83652,0.490692,1.36749,1.57574,2.41413,-0.131227,-0.0452151,0.0209594,-0.252885,-0.721535,-1.43198,-3.33403,-0.0530625
-2.19715,-0.470298,-0.770173,-0.994889,-1.43679,-0.23173,-0.212921,0.0761947,-0.11025,-0.121558,1.09781,0.703315,0.576611,1.06196,2.2394,1.85285,0.729889,1.45253,1.61974,2.51654,-0.141086,-0.0175277,0.0309462,-0.267499,-0.758964,-1.44571,-3.42895,-0.0530445
-2.18211,-0.344,-0.64426,-1.00166,-1.26063,-0.125095,-0.00201303,-0.000756926,0.0796231,-0.0346338,0.932869,0.351951,0.41716,0.785963,1.90459,1.90727,0.489893,1.32253,1.66149,2.30788,-0.143164,-0.00345429,0.0278537,-0.243941,-0.734053,-1.39322,-3.38046,-0.0226867
-2.10337,-0.277405,-0.739944,-0.841716,-1.37114,-0.235836,-0.216709,0.0189947,0.0423374,-0.274751,1.19912,0.709932,0.696889,0.795366,2.41676,1.80821,0.576771,1.31152,1.43349,2.6335,-0.144387,-0.00811,0.0481426,-0.219213,-0.669436,-1.40619,-3.37809,-0.0729435
-2.27538,-0.428724,-0.702564,-0.774799,-1.44499,-0.261307,-0.199471,0.0216284,0.0271484,-0.239577,1.20815,0.745858,0.521932,0.741008,2.48559,1.89274,0.557138,1.25118,1.27113,2.42673,-0.144515,0.0138083,0.000741613,-0.278762,-0.737906,-1.44311,-3.4461,-0.0757775
-2.13379,-0.419107,-0.666313,-0.698073,-1.5053,-0.370711,-0.239717,-0.133047,-0.233773,-0.264622,1.08953,0.464112,0.487135,0.587935,2.18477,1.83375,0.493106,1.19826,1.17682,2.52926,-0.136138,0.014687,0.0530484,-0.310234,-0.763786,-1.46121,-3.44918,-0.0720967
-2.07653,-0.295426,-0.70205,-0.673983,-1.30975,-0.389018,-0.243219,-0.0977345,-0.123877,-0.286204,1.08744,0.562031,0.648902,0.909025,2.38339,1.83926,0.576326,1.45028,1.55151,2.59215,-0.145864,-0.0303634,0.047671,-0.308954,-0.841827,-1.44073,-3.46272,-0.120167
-2.23778,-0.462144,-0.759319,-0.936755,-1.45823,-0.109539,0.0204817,0.0735332,0.115013,-0.155421,1.13207,0.640316,0.565428,0.773161,2.30325,1.78984,0.480417,1.2385,1.39847,2.47879,-0.143887,0.00127851,0.0670994,-0.30071,-0.703832,-1.47713,-3.48372,-0.04012
-2.18175,-0.425403,-0.665708,-0.875814,-1.83165,-0.2318,-0.167908,0.02631,-0.0271759,-0.150644,1.10869,0.495202,0.512756,0.78864,2.44014,1.89998,0.642005,1.16325,1.35751,2.77317,-0.135417,-0.0292341,-0.00490054,-0.276955,-0.772952,-1.43657,-3.40875,-0.0567098
-2.05917,-0.448065,-0.732616,-0.658664,-1.50937,-0.292331,-0.116391,-0.0265585,-0.0335491,-0.280572,1.06506,0.671543,0.605386,0.763832,2.45377,1.79002,0.613366,1.26372,1.24955,2.53641,-0.140886,0.0480689,0.0209383,-0.319849,-0.790067,-1.47091,-3.44857,-0.0353751
-2.27234,-0.442363,-0.7757,-0.743252,-1.38213,-0.163383,0.0723345,0.0685327,-0.0726537,0.0484736,0.985366,0.341428,0.542726,0.814637,2.1946,1.82789,0.51123,1.32344,1.33331,2.38541,-0.15305,-0.00385327,0.0530126,-0.292424,-0.771146,-1.47372,-3.48793,-0.0421405
-2.03596,-0.288598,-0.700182,-0.852834,-1.39464,-0.20561,-0.0369362,0.114261,0.117765,-0.13955,0.846156,0.246841,0.474373,0.733586,1.91111,1.66347,0.377801,1.25276,1.3603,2.29184,-0.132648,-0.0295499,0.0608707,-0.278125,-0.777461,-1.44142,-3.39529,-0.0516847
-2.30116,-0.507351,-0.735887,-0.980945,-1.53581,-0.22347,-0.115859,0.0139082,-0.0518275,-0.0578811,1.27832,0.666447,0.529815,0.9571,2.05529,2.17425,0.739303,1.38121,1.62149,2.44885,-0.132936,-0.0138768,0.0515149,-0.297831,-0.768487,-1.44228,-3.37604,-0.0421185
-2.34689,-0.494105,-0.767344,-0.840987,-1.77595,-0.2653,-0.206154,0.0108351,-0.133187,-0.169923,1.31967,0.676201,0.546779,0.924927,2.51118,1.97158,0.700275,1.27437,1.51727,2.83609,-0.142055,-0.0441375,0.0998074,-0.255,-0.745289,-1.48201,-3.41437,-0.0504542
-2.27659,-0.517148,-0.938438,-1.04756,-1.64466,-0.0280713,-0.0302703,0.141936,0.0991162,-0.0516627,0.837925,0.341854,0.470562,0.682748,2.20206,1.93733,0.69558,1.44514,1.47821,2.66585,-0.143065,0.00344154,0.126303,-0.269295,-0.686694,-1.44052,-3.35076,0.00478338
-2.3172,-0.57603,-0.919655,-0.991777,-1.71956,-0.108994,-0.0705623,0.204255,0.0205189,-0.0551825,1.18476,0.826676,0.720691,0.89322,2.34814,1.89403,0.606117,1.26878,1.29453,2.42963,-0.133432,-0.0120262,0.0899145,-0.261825,-0.726461,-1.50413,-3.42739,0.00163175
-2.25089,-0.465888,-0.711959,-0.995704,-1.61827,-0.305879,-0.155813,-0.00788857,0.117916,-0.283405,1.29802,0.571652,0.505832,0.921234,2.37685,1.98228,0.622804,1.26976,1.44759,2.63334,-0.132677,-0.0245978,0.0165599,-0.317253,-0.812066,-1.36895,-3.35393,-0.0415674
-2.229,-0.307282,-0.654603,-0.737516,-1.27836,-0.278412,-0.198007,-0.0867843,-0.135968,-0.251677,1.24927,0.568832,0.671051,0.875553,2.46548,1.98709,0.592939,1.34387,1.33737,2.58542,-0.155278,-0.00268832,0.0311567,-0.27567,-0.761374,-1.44283,-3.45415,-0.0346894
-2.46584,-0.692873,-0.892769,-0.992834,-1.63956,-0.229534,-0.00561977,0.125238,-0.0509839,-0.0896013,1.45318,0.894712,0.702078,0.994942,2.53654,2.08147,0.885584,1.49864,1.55903,2.84625,-0.146727,0.0100369,0.0446631,-0.266576,-0.748108,-1.41439,-3.43167,-0.0265829
-2.3532,-0.58794,-0.78421,-0.853152,-1.46793,-0.232353,-0.166787,0.000854807,-0.217402,-0.334869,1.07832,0.596199,0.532836,0.880198,2.15811,1.97958,0.744774,1.30277,1.46246,2.43034,-0.138699,-0.00652358,0.0479603,-0.281566,-0.707906,-1.45775,-3.42403,-0.0560133
-2.36655,-0.54104,-0.751837,-0.926606,-1.73827,-0.143436,-0.0362034,0.0393096,-0.0354748,-0.063519,1.22153,0.688779,0.482808,0.966735,2.50636,2.05718,0.697042,1.27748,1.56775,2.70145,-0.133155,-0.0493564,0.0259897,-0.293409,-0.73422,-1.39799,-3.37485,-0.0912999
-2.19141,-0.450066,-0.693284,-0.855129,-1.36438,0.0475569,0.106236,0.0760475,0.10853,0.0767408,0.884611,0.403724,0.486623,0.622054,2.00885,1.64892,0.386639,1.17379,1.29187,2.22337,-0.140967,-0.00258006,0.0167358,-0.199152,-0.703539,-1.40058,-3.35627,-0.0559877
-2.19234,-0.460332,-0.840594,-0.858451,-1.43466,-0.181539,-0.0159314,0.175467,0.0770175,-0.0603273,1.07434,0.481993,0.566994,0.75446,2.02186,1.68331,0.430764,1.33921,1.34265,2.36056,-0.138295,-0.0159649,0.0534499,-0.255823,-0.75647,-1.4439,-3.38792,-0.0673639
-1.88935,-0.131483,-0.602541,-0.726231,-1.33225,-0.315146,-0.133713,0.0500658,-0.110078,-0.137485,0.895159,0.223357,0.405416,0.66587,2.11549,1.73154,0.409359,1.2089,1.41919,2.49232,-0.13757,0.0194155,0.0263148,-0.260958,-0.683364,-1.39818,-3.37344,-0.0870141
-2.2346,-0.483405,-0.699319,-0.878384,-1.55063,-0.129689,-0.0195533,0.00313971,-0.0549877,0.011683,1.15437,0.747261,0.623968,0.933882,2.4039,1.87325,0.618904,1.28356,1.37128,2.56244,-0.141903,0.00025501,0.0471474,-0.283632,-0.717946,-1.38988,-3.31368,-0.0302348
-2.20133,-0.430878,-0.806881,-0.866584,-1.50605,-0.102253,0.0591172,0.199482,0.132474,0.00844925,1.06821,0.589252,0.553558,1.00854,2.36854,1.86559,0.522155,1.31252,1.55743,2.68859,-0.143051,-0.0139425,0.0149406,-0.249855,-0.777561,-1.46177,-3.41367,-0.0598366
-2.20581,-0.508822,-0.835066,-0.85932,-1.73271,-0.248952,0.0091269,0.0425407,0.0188313,-0.0711743,1.20964,0.675133,0.714331,0.853959,2.54622,1.88868,0.624345,1.39289,1.34342,2.73769,-0.137889,0.0236428,0.0878771,-0.287604,-0.725266,-1.36512,-3.30322,-0.0622928
-2.06866,-0.308187,-0.670046,-0.805193,-1.49867,-0.354687,-0.179742,-0.0263918,-0.242962,-0.0679348,1.0946,0.554571,0.537731,0.82033,2.11558,1.88987,0.471832,1.21616,1.26258,2.28008,-0.132879,0.00688666,0.0699663,-0.285075,-0.755554,-1.36275,-3.32697,-0.0557948
-2.28514,-0.435814,-0.739365,-0.896556,-1.43693,-0.205026,-0.0500803,0.0118775,-0.0998046,-0.105383,1.07433,0.534478,0.540457,0.832041,2.14922,1.92219,0.468038,1.20578,1.38813,2.21855,-0.13703,-0.0470997,0.0275826,-0.293365,-0.770907,-1.38363,-3.3587,-0.0570691
-2.24275,-0.41454,-0.731563,-0.795395,-1.28894,-0.114762,0.000688846,0.119462,0.0916364,0.0434167,1.05428,0.411332,0.416776,0.645752,2.00132,1.89171,0.573248,1.34251,1.44301,2.39862,-0.143782,-0.000910252,0.0339758,-0.301425,-0.773244,-1.40551,-3.31998,-0.0683754
-2.53291,-0.607665,-0.732476,-0.791653,-1.92091,0.0240701,0.0251962,0.0188945,0.0558734,0.0932303,1.31098,0.782809,0.646428,0.88278,2.69152,2.07679,0.684529,1.39211,1.40983,2.86997,-0.145526,-0.0732092,-0.00431643,-0.257186,-0.836063,-1.40311,-3.40608,-0.0811033
-2.05124,-0.373674,-0.643637,-0.753277,-1.51207,-0.205918,-0.069148,-0.0374423,-0.108886,-0.190258,0.926608,0.469869,0.561276,0.628759,2.22408,1.78908,0.47485,1.18643,1.28592,2.59588,-0.130995,0.0106101,0.00710156,-0.273753,-0.727979,-1.39165,-3.31196,-0.0561896
-2.37507,-0.543477,-0.772744,-0.973016,-1.61512,-0.12508,-0.0643433,0.0260603,-0.0580354,-0.159646,1.14677,0.592162,0.570325,0.996674,2.30965,2.03641,0.729532,1.3793,1.53427,2.76917,-0.141536,-0.0208234,0.0413468,-0.27545,-0.756725,-1.39817,-3.39184,-0.0741957
-2.12259,-0.499053,-0.770663,-1.08904,-1.46168,-0.4029,-0.157458,0.00500559,-0.0737984,-0.342318,1.23067,0.871513,0.697023,1.10553,2.37772,1.81745,0.609622,1.30106,1.46941,2.5389,-0.135776,-0.032379,0.0113023,-0.259385,-0.73626,-1.45053,-3.45797,-0.061724
-2.35352,-0.500565,-0.744422,-0.820128,-1.65046,0.0543795,0.0921104,0.0891856,0.00882774,0.0529485,1.0555,0.685883,0.566287,0.809337,2.41663,1.84073,0.413255,1.21632,1.23266,2.42324,-0.138089,-0.0152735,0.0614767,-0.280733,-0.775846,-1.4424,-3.39428,-0.0565738
-2.27528,-0.527813,-0.774468,-0.827554,-1.49213,-0.255716,-0.100521,-0.0904656,-0.0715316,-0.203175,1.14636,0.621439,0.676224,0.988793,2.34611,1.8223,0.582776,1.3672,1.44545,2.51971,-0.141975,-0.00561058,0.00191687,-0.299362,-0.78575,-1.44964,-3.40707,-0.0453849
-2.17609,-0.351202,-0.726752,-0.903021,-1.47399,-0.296352,-0.257508,0.0827279,-0.126892,-0.236294,1.05767,0.430109,0.449947,0.84061,2.24426,1.82248,0.587881,1.34838,1.465,2.51775,-0.139106,-0.0131644,0.0443682,-0.280799,-0.782179,-1.38786,-3.3407,-0.0671926
-2.30628,-0.452617,-0.714522,-0.737242,-1.55965,-0.294574,-0.110954,-0.0448893,-0.174122,-0.0388583,1.12789,0.550143,0.543373,0.672148,2.38733,2.02092,0.537095,1.3373,1.43771,2.47768,-0.147835,0.0138751,0.0798177,-0.268276,-0.724631,-1.53857,-3.46734,-0.0143301
-2.26365,-0.397133,-0.637326,-0.741963,-1.41926,-0.288856,-0.226388,-0.114895,-0.122253,-0.33371,1.16021,0.474945,0.489906,0.758354,2.13836,2.02842,0.54604,1.27913,1.42,2.37538,-0.132299,-0.0293265,-0.0151547,-0.2699,-0.846575,-1.39764,-3.29807,-0.118921
-2.22172,-0.409421,-0.622896,-0.87173,-1.3204,-0.174942,-0.152757,-0.0575299,0.0247624,-0.0465196,1.02501,0.462483,0.456429,0.734476,2.0845,1.88756,0.717848,1.24985,1.56233,2.46235,-0.158013,0.0230117,0.105108,-0.295966,-0.772384,-1.48417,-3.49683,-0.0400463
-2.20526,-0.499299,-0.783176,-0.754237,-1.70371,-0.303162,-0.091262,0.0398375,-0.0377035,0.0401186,1.06334,0.482422,0.538277,0.626869,2.24811,1.82429,0.500692,1.31007,1.15942,2.56302,-0.133986,-0.0159182,0.0447726,-0.283437,-0.724703,-1.43096,-3.34218,-0.0474446
-2.28367,-0.600581,-0.781396,-0.986954,-1.68683,-0.143216,0.101268,0.0763177,0.0621636,-0.0689891,0.972918,0.594361,0.51011,0.983073,2.39732,1.92571,0.65455,1.18275,1.57611,2.75653,-0.140876,0.0189086,0.0888881,-0.267847,-0.709795,-1.42696,-3.39248,-0.0413644
-2.17822,-0.365963,-0.65412,-0.712447,-1.28801,-0.357369,-0.194842,-0.0159189,0.0294202,-0.162657,1.08903,0.469264,0.370756,0.604499,2.01891,1.88277,0.58473,1.20208,1.1883,2.3881,-0.136314,-0.0288335,0.00623603,-0.304242,-0.748132,-1.45162,-3.4307,-0.0949456
-2.17432,-0.339631,-0.737066,-0.8069,-1.40171,-0.129497,-0.0877949,0.0211276,-0.0775844,-0.0330813,0.974179,0.328945,0.56442,0.550766,1.89138,1.9546,0.583467,1.36792,1.35357,2.28131,-0.133868,-0.0180947,0.0525945,-0.277202,-0.738385,-1.43122,-3.39477,-0.0740291
-2.52974,-0.495689,-0.841201,-0.926992,-1.79793,-0.0415326,-0.0944601,0.0184491,-0.0267754,-0.0616016,1.18324,0.468928,0.604534,0.779986,2.5131,2.00793,0.485757,1.41197,1.39525,2.70065,-0.143894,0.0170131,0.07325,-0.29537,-0.810814,-1.4384,-3.45964,-0.0519809
-2.06632,-0.298741,-0.654776,-0.714128,-1.2885,-0.252575,-0.171445,0.10567,-0.135925,-0.0276974,0.978419,0.526944,0.503032,0.936063,2.05897,1.94183,0.59437,1.21588,1.43976,2.36315,-0.141256,0.00339994,0.0444242,-0.312548,-0.717343,-1.44897,-3.42323,-0.0502537
-2.30199,-0.461952,-0.687248,-0.80459,-1.63956,-0.00586416,0.0120943,0.0793243,0.0502346,-0.00191867,1.23118,0.631684,0.62603,0.896167,2.54655,1.8147,0.553663,1.36177,1.37867,2.52193,-0.140238,-0.0397658,0.0147333,-0.293133,-0.761694,-1.39486,-3.40533,-0.0816502
-2.16704,-0.473283,-0.797885,-0.996372,-1.56334,-0.0442843,-0.0320424,0.139907,0.300505,-0.119962,1.02244,0.542577,0.590811,0.810215,2.25823,1.83555,0.600793,1.36326,1.66267,2.58182,-0.137051,0.0211532,0.0447803,-0.293884,-0.804306,-1.42067,-3.33329,-0.062495
-2.13011,-0.448305,-0.692182,-0.941884,-1.74871,-0.113301,-0.0555544,-0.0459885,0.0813144,0.0241018,1.03367,0.57501,0.430859,0.803277,2.22497,1.73012,0.499581,1.23355,1.40729,2.49716,-0.133541,0.0417937,0.0367551,-0.282356,-0.729277,-1.43015,-3.40896,-0.0734538
-2.19063,-0.259549,-0.810787,-0.881599,-1.46471,-0.201606,-0.241433,0.0372398,-0.136848,-0.0422879,1.14139,0.519357,0.602963,0.930487,2.26661,1.85097,0.49379,1.36235,1.5593,2.44795,-0.137923,0.0395997,0.0721544,-0.308627,-0.746547,-1.50177,-3.5021,-0.060498
-2.29168,-0.474308,-0.819985,-0.971813,-1.71366,-0.233862,-0.027221,0.0857892,-0.0127189,0.14882,1.08141,0.460984,0.537462,0.901908,2.19863,1.97888,0.557989,1.39283,1.52331,2.55015,-0.139657,-0.0190162,-0.000907633,-0.274579,-0.751734,-1.4526,-3.41179,-0.0450143
-2.22158,-0.52153,-0.759362,-0.978667,-1.74249,-0.246542,-0.0207826,0.0163415,0.127291,0.0805611,1.05461,0.531472,0.508303,0.843923,2.25272,1.9933,0.672462,1.26349,1.39884,2.74246,-0.135185,0.0151128,0.02619,-0.258942,-0.738848,-1.49473,-3.41715,-0.0689884
-2.24576,-0.534155,-0.856852,-0.989392,-1.75227,0.0116987,0.0995166,0.170289,0.223736,0.0671773,1.0274,0.50479,0.586241,0.765679,2.33552,1.84691,0.636405,1.37236,1.43166,2.67321,-0.13251,-0.0218377,0.0613254,-0.265759,-0.753403,-1.40887,-3.38772,-0.0532155
-2.17235,-0.288263,-0.678576,-0.851477,-1.33647,-0.0703531,0.0580969,0.187861,0.22774,0.0671204,0.945451,0.339043,0.404449,0.67475,2.04237,1.7902,0.369387,1.19307,1.37936,2.23592,-0.135704,-0.0611754,-0.0117834,-0.329513,-0.77011,-1.41096,-3.36178,-0.0896128
-2.13203,-0.389303,-0.556196,-0.72561,-1.54492,-0.348824,-0.107354,-0.138441,-0.125232,-0.061396,1.20184,0.566507,0.525559,0.777643,2.35914,1.77767,0.460234,1.1544,1.29344,2.50687,-0.141128,0.0107558,0.027658,-0.318838,-0.800786,-1.45622,-3.46847,-0.0743314
-2.13072,-0.383507,-0.758001,-0.886948,-1.36502,-0.435757,-0.271365,0.0449962,-0.121096,-0.332842,1.31277,0.804316,0.737006,1.11145,2.394,2.06417,0.617705,1.28842,1.49541,2.39719,-0.133056,0.0256587,0.0511787,-0.24818,-0.74118,-1.40952,-3.34982,-0.120912
-2.11087,-0.436467,-0.780121,-0.913964,-1.53561,-0.35468,-0.115772,0.0907699,-0.00432523,-0.162987,0.928738,0.371243,0.39815,0.748442,1.93423,1.84852,0.635997,1.35427,1.46996,2.55821,-0.134982,-0.0348625,0.0837667,-0.220397,-0.680619,-1.4605,-3.35849,-0.0159303
-2.27415,-0.411883,-0.763547,-0.785664,-1.31049,-0.134218,-0.138001,-0.0749488,-0.0312165,-0.263142,1.15887,0.565892,0.58195,0.660168,2.03976,1.91863,0.543584,1.24185,1.28084,2.40591,-0.137256,0.0248528,0.0569149,-0.288375,-0.795739,-1.51052,-3.50398,-0.0495328
-2.32796,-0.42675,-0.790679,-0.966122,-1.55009,-0.202073,-0.00213409,0.0228259,0.00793488,-0.0942377,1.29891,0.486196,0.513674,0.819283,2.24693,2.05791,0.471783,1.29066,1.50595,2.48671,-0.136587,0.0111794,0.0417072,-0.28916,-0.743779,-1.45258,-3.3801,-0.0449632
-2.27445,-0.383986,-0.797059,-0.886179,-1.77427,-0.190046,-0.13708,0.00888694,-0.0727996,-0.152862,1.09892,0.502527,0.608288,0.885643,2.462,1.91886,0.506379,1.27847,1.52773,2.63847,-0.132283,-0.000645543,-0.0169381,-0.267441,-0.739617,-1.41488,-3.37503,-0.0703922
-2.40035,-0.523749,-0.756233,-0.919817,-1.55384,-0.067654,-0.026508,0.0351204,-0.0805551,-0.12135,1.26066,0.659896,0.554494,0.936274,2.36854,1.8583,0.482382,1.21177,1.40596,2.36858,-0.141637,0.014024,0.0583239,-0.263955,-0.708137,-1.4839,-3.47907,-0.0581253
-2.42768,-0.625917,-0.844551,-1.15757,-1.73013,-0.121397,-7.1256e-05,0.09169,0.118521,-0.107672,1.26425,0.662401,0.636722,0.835507,2.44387,2.1063,0.713808,1.42542,1.70806,2.72602,-0.139354,0.0270266,0.0745102,-0.235069,-0.699034,-1.40839,-3.34029,-0.0206073
-2.24392,-0.306891,-0.715947,-0.842559,-1.50025,-0.375684,-0.344535,-0.0756846,-0.111547,-0.33597,1.17015,0.489463,0.431019,0.727425,2.31235,2.07668,0.699766,1.3099,1.37515,2.72377,-0.139668,-0.00451406,0.0571604,-0.263424,-0.713229,-1.42282,-3.37289,-0.0707169
-2.25799,-0.447517,-0.822347,-0.88419,-1.49352,-0.237246,-0.164832,0.0159712,-0.188634,-0.125114,1.10762,0.477104,0.573695,0.621681,2.18798,2.00747,0.713609,1.44354,1.45726,2.5231,-0.13476,0.00929216,0.0700469,-0.298973,-0.67516,-1.41881,-3.37773,-0.0548334
-2.10607,-0.264764,-0.734322,-0.687834,-1.30564,-0.261564,-0.198853,0.0371775,-0.161659,-0.329249,0.838191,0.427001,0.579534,0.760862,2.14335,1.69055,0.412764,1.34527,1.36883,2.34284,-0.146637,0.0144253,0.0458558,-0.271405,-0.778554,-1.44154,-3.44067,-0.0721905
-2.13451,-0.372467,-0.650066,-0.791728,-1.61183,-0.345732,-0.0753343,-0.0205993,-0.0968954,-0.206188,1.07858,0.569273,0.516287,0.796682,2.41772,1.9073,0.519869,1.19136,1.37175,2.71193,-0.143229,-0.0462447,0.0671564,-0.276553,-0.753484,-1.44016,-3.49834,-0.0561171
-2.33963,-0.422777,-0.871008,-0.917715,-1.47828,-0.27068,-0.18212,0.0278946,-0.0659899,-0.342071,1.57809,0.899194,0.837661,1.04765,2.57382,2.04093,0.686902,1.41161,1.45087,2.67218,-0.136426,-0.0134719,0.0526553,-0.297569,-0.735532,-1.41923,-3.41011,-0.103346
-2.22502,-0.498637,-0.732211,-0.864111,-1.70787,0.0458789,0.16647,0.070569,0.207392,0.172495,1.00328,0.655001,0.635664,0.80323,2.55274,1.8322,0.590112,1.35715,1.36499,2.62858,-0.143034,0.00869853,0.0812826,-0.274207,-0.744835,-1.43419,-3.44449,-0.0335682
-2.14098,-0.364756,-0.659104,-0.619112,-1.35066,-0.135748,0.0151187,0.0288884,0.000901136,-0.0574564,0.968649,0.352815,0.506874,0.613167,1.9909,1.74859,0.447142,1.1877,1.1589,2.43971,-0.14513,0.0250238,0.0872342,-0.273827,-0.758631,-1.37351,-3.32531,-0.0427509
-2.14143,-0.443149,-0.679105,-0.776106,-1.36744,-0.0771263,-0.0544469,0.109213,0.0744656,-0.131503,0.944291,0.607237,0.419254,0.848371,2.35959,1.73012,0.577614,1.18814,1.16575,2.33308,-0.143576,-0.000772014,0.0689774,-0.295998,-0.710653,-1.41757,-3.3754,-0.057141
-2.07385,-0.428154,-0.733212,-0.781527,-1.47468,-0.30598,-0.120692,0.0587589,-0.12069,-0.159565,1.03285,0.637298,0.577423,0.921281,2.3594,1.78969,0.709155,1.388,1.49863,2.74594,-0.145146,0.0134354,-0.00748451,-0.20528,-0.779564,-1.38972,-3.37861,-0.0821351
