b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur2,sigma_u,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
-3.3541,-0.872705,-0.700555,-1.28261,-3.29707,-0.34828,-0.171318,-0.0311155,0.0161269,0.0494455,2.2217,0.607361,0.00231932,0.25108,2.7106,3.30982,0.691774,0.856905,0.959403,2.96135,-0.0153858,0.023642,0.0307843,0.2127,-0.324368,-1.09012,-1.67506,-3.96537,-0.0323639
-3.37577,-0.899396,-0.75928,-1.52377,-3.23053,-0.476983,-0.209398,-0.0669824,-0.20939,-0.134644,2.19775,0.728233,-0.0176194,0.609981,2.66894,3.13898,0.568639,0.80309,1.14635,2.81231,-0.0160117,0.0223481,0.058472,0.257356,-0.366583,-1.09085,-1.78166,-4.05063,-0.0781056
-3.21172,-0.7282,-0.596007,-1.29056,-3.00894,-0.484539,-0.280776,-0.120401,-0.109151,-0.540819,2.29082,0.721491,0.134904,0.545048,2.54781,3.14038,0.466756,0.689614,0.820914,2.65462,-0.0164345,0.0225033,-0.00780582,0.263765,-0.275999,-1.10982,-1.64838,-3.91807,-0.0757011
-3.55918,-0.953576,-0.737065,-1.3961,-3.56895,-0.383398,-0.268191,0.0328572,0.183546,-0.0917007,2.14455,0.568201,-0.165582,0.173412,2.82219,3.32165,0.617114,0.660717,0.753076,2.9229,-0.0164966,0.0236204,-0.0274404,0.265548,-0.326785,-1.15086,-1.70404,-3.96606,-0.0172851
-3.29242,-0.737887,-0.567581,-1.21473,-3.0734,-0.319299,-0.145681,-0.0443401,-0.0847666,-0.126098,2.31693,0.493409,-0.153136,0.254171,2.50016,3.27187,0.57502,0.735764,0.918502,2.77891,-0.0159702,0.0234412,0.0427524,0.22986,-0.294449,-1.15151,-1.6653,-4.01156,-0.095916
-3.28712,-0.762814,-0.618165,-1.16469,-2.85108,-0.416739,-0.179075,-0.0249001,-0.0129923,0.0280239,2.11656,0.553689,0.00656978,0.332204,2.14803,3.08033,0.422922,0.554391,0.585191,2.33818,-0.0156836,0.0232325,0.0650414,0.273907,-0.327492,-1.10768,-1.65301,-3.98113,-0.0379042
-3.45395,-1.01347,-0.855945,-1.29804,-3.0037,-0.117826,-0.0214159,0.0994972,-0.0934649,0.130739,2.18676,0.661283,0.204943,0.450033,2.40985,3.28912,0.74334,0.902513,0.966774,2.54431,-0.0154955,0.0209056,0.04649,0.257967,-0.305508,-1.00223,-1.69083,-3.89152,-0.0717095
-3.46721,-0.947743,-0.637832,-1.31057,-3.06287,-0.238115,-0.208558,-0.0378549,-0.0434352,-0.259793,2.17566,0.690866,-0.103689,0.233909,2.33695,3.1526,0.550935,0.763748,0.861312,2.66644,-0.0161721,0.0235277,-0.00167715,0.271403,-0.301221,-1.07287,-1.65516,-3.89237,-0.0486847
-3.52599,-0.929231,-0.898389,-1.35254,-3.13836,0.11502,0.0742493,0.132323,0.0713123,0.0484283,2.09709,0.536741,0.103988,0.41392,2.22228,3.34681,0.688147,1.0364,1.04767,2.83535,-0.0151921,0.0224338,0.0688375,0.19809,-0.313928,-1.07341,-1.68887,-4.00069,-0.0516152
-3.57348,-1.09938,-0.95642,-1.632,-3.22647,-0.239594,-0.128153,0.157847,0.0921998,-0.108844,2.27784,0.743089,0.162392,0.470434,2.54493,3.28497,0.727317,0.933352,0.980294,2.7444,-0.0151069,0.0225486,-0.0384775,0.255956,-0.303794,-1.02126,-1.69896,-3.94474,-0.0461398
-3.24274,-1.01252,-0.739971,-1.40182,-3.51371,-0.426871,-0.146888,-0.0539403,-0.207774,0.142348,2.19219,0.763752,0.0413238,0.552431,2.56353,3.06645,0.7715,0.858281,1.02787,2.95591,-0.0152186,0.0210974,0.0769714,0.282002,-0.2817,-1.04346,-1.65192,-3.90467,-0.053733
-3.24968,-0.760281,-0.560472,-1.14409,-3.17349,-0.489416,-0.365688,-0.154455,-0.0880245,-0.341351,1.90655,0.489521,-0.0799381,0.218397,2.47518,3.38299,0.688476,0.862428,0.873901,2.97179,-0.016353,0.0229528,0.011022,0.129946,-0.3132,-1.15401,-1.64596,-4.02335,-0.0591942
-3.30444,-0.787009,-0.616516,-1.21333,-3.3469,-0.331708,-0.116286,0.0464521,-0.120762,-0.166155,2.5813,0.831258,0.0647192,0.534515,2.68275,3.10932,0.433238,0.662899,0.802695,2.94942,-0.0164984,0.0232022,0.0862517,0.30859,-0.301759,-1.1166,-1.67564,-4.03193,-0.0514279
-3.55694,-1.24149,-0.892341,-1.36811,-3.29133,-0.283875,-0.0705028,0.116451,-0.156178,0.0990668,2.14667,0.884581,0.0152425,0.296951,2.46147,3.51659,1.09505,1.0701,1.20024,2.973,-0.015337,0.0226198,0.00213507,0.233336,-0.346476,-1.10663,-1.68632,-3.95978,-0.075712
-3.60895,-1.00485,-0.89637,-1.3814,-3.37878,-0.358171,-0.289323,-0.0198352,-0.199752,-0.102696,2.31898,0.679355,0.150218,0.523369,2.62918,3.34239,0.74347,0.969676,1.0037,2.95154,-0.0145576,0.0214578,0.0498643,0.220366,-0.25374,-1.14822,-1.66424,-3.95479,-0.0672892
-3.48956,-0.964246,-0.720361,-1.35433,-3.22588,-0.217399,-0.166117,-0.0103069,0.00472046,-0.376758,2.22617,0.866805,-0.0762008,0.299048,2.85918,3.13059,0.544933,0.710434,0.687586,2.79235,-0.0157656,0.0231454,0.0224674,0.215075,-0.300641,-1.15924,-1.7181,-4.05252,-0.0655291
-3.37749,-0.904094,-0.75527,-1.37338,-3.36025,-0.378428,-0.126494,-0.0899103,-0.0852499,-0.00469425,2.46178,0.805269,0.17199,0.457555,2.72928,3.38553,0.725749,0.918824,0.862449,3.0449,-0.0164349,0.0229183,0.00961156,0.261258,-0.253762,-1.0738,-1.67728,-3.99524,-0.0507777
-3.36193,-0.878525,-0.590971,-1.10722,-3.20726,-0.401259,-0.164628,-0.105668,-0.0942177,-0.123758,2.14961,0.439343,-0.183351,0.0880642,2.29915,3.28401,0.61378,0.700775,0.694495,2.86124,-0.0139619,0.0224667,0.0486758,0.279774,-0.315187,-1.10386,-1.65359,-3.94303,-0.0959234
-3.45886,-0.932553,-0.734307,-1.06927,-3.22502,-0.220769,-0.107849,0.0816984,-0.196046,-0.164907,2.28662,0.660169,0.00877636,0.211248,2.61013,3.2442,0.672819,0.815595,0.699442,2.78772,-0.0165156,0.0228206,0.0163928,0.25319,-0.258717,-1.12049,-1.63807,-3.98525,-0.0623603
-3.59202,-1.06179,-0.828176,-1.56534,-3.18816,-0.38051,-0.24752,-0.0481308,-0.0804953,-0.335107,2.43068,0.770422,0.00495387,0.541086,2.46947,3.5655,0.85507,0.983212,1.26044,2.89623,-0.0149499,0.0230234,0.0450916,0.276948,-0.227763,-1.05367,-1.69148,-3.98666,-0.0446488
-3.23523,-0.761837,-0.681422,-1.2882,-2.78728,-0.447551,-0.2373,-0.12,-0.0934625,-0.32364,2.05023,0.456852,0.00302363,0.253805,2.22857,3.31888,0.607623,0.934619,0.969668,2.67228,-0.0151186,0.0226455,0.0155573,0.242462,-0.253847,-1.06163,-1.62034,-3.90822,-0.0925312
-3.5563,-1.29466,-0.996786,-1.68166,-3.43946,-0.258164,-0.0628064,0.0714876,-0.0785121,-0.138927,2.39524,0.957414,0.266016,0.646815,2.81356,3.31991,1.06698,1.13699,1.31654,3.28871,-0.0160872,0.0213061,0.0471605,0.291587,-0.33948,-1.1027,-1.66124,-3.87065,-0.036125
-3.4933,-1.02801,-0.871896,-1.59602,-3.2411,-0.0932633,-0.0952412,0.122892,0.127095,-0.150313,2.05149,0.530026,-0.0442307,0.353448,2.34247,3.22788,0.687677,0.925112,0.948402,2.92193,-0.0152291,0.0220715,0.0354024,0.341133,-0.29712,-1.04989,-1.65448,-3.93289,-0.0819004
-3.60045,-0.905574,-0.785616,-1.56236,-3.41416,-0.350519,-0.1889,-0.0188857,-0.0163756,-0.0641649,2.39752,0.485385,-0.0695995,0.557963,2.56609,3.57426,0.738146,0.92063,1.06787,3.19691,-0.0161648,0.0239485,0.0385294,0.289468,-0.263804,-1.013,-1.74756,-4.00537,-0.112043
-3.42811,-0.933448,-0.699646,-1.3428,-3.20969,-0.183513,0.00686445,-0.0690447,-0.0138629,0.15723,2.30651,0.637742,0.167733,0.438693,2.46036,3.33929,0.699264,0.873374,1.04619,2.75928,-0.0161357,0.022225,0.0679699,0.241841,-0.314545,-1.07674,-1.68553,-3.92729,-0.0757226
-3.29171,-0.862043,-0.858211,-1.42405,-3.11092,-0.23455,-0.0137466,0.0974087,0.145627,-0.0255423,1.99946,0.397668,0.000295127,0.225559,2.31908,3.13024,0.571098,0.945471,0.968645,2.52523,-0.0156481,0.0225078,-0.00298385,0.235502,-0.297401,-1.05619,-1.66502,-3.8947,-0.0883531
-3.46855,-1.05969,-0.920713,-1.61209,-3.35734,-0.137797,0.0271342,0.0491392,0.136098,0.0728761,2.11892,0.566483,0.117364,0.352066,2.61874,3.13052,0.672389,1.05288,1.06992,2.82049,-0.0159671,0.0216777,0.0290977,0.260225,-0.301609,-1.05609,-1.67068,-3.88694,-0.0161382
-3.12421,-0.834565,-0.753665,-1.37518,-3.14348,-0.240918,-0.0222682,0.132708,0.0612026,0.119963,1.77412,0.370341,-0.0506156,0.31126,2.39893,2.96683,0.655036,0.775972,0.959892,2.97491,-0.0165557,0.021367,0.0220839,0.281841,-0.299823,-1.05514,-1.6875,-3.87242,-0.0509878
-3.73373,-1.11738,-0.897344,-1.6309,-3.31768,-0.0289224,-0.00422872,0.0830205,0.114057,-0.0263762,2.1195,0.52107,0.097809,0.46969,2.38405,3.43918,0.732318,0.886423,1.05352,2.9538,-0.0154055,0.0222956,-0.00215659,0.223793,-0.271063,-1.10763,-1.71074,-3.94963,-0.0169547
-3.54318,-1.00353,-0.737003,-1.65431,-3.26415,-0.303773,-0.247286,-0.0689151,-0.114859,-0.124834,2.17947,0.603121,-0.0253265,0.551661,2.40748,3.42377,0.816128,0.895703,1.13006,2.96137,-0.0167153,0.022712,0.105857,0.303907,-0.317571,-1.07211,-1.6617,-3.97417,-0.031658
-3.27237,-0.960494,-0.753284,-1.45936,-3.15403,-0.0609982,0.135441,0.168634,0.336644,0.0664558,1.85347,0.450534,0.0364037,0.444765,2.43589,2.9521,0.577804,0.722261,0.82373,2.80089,-0.0155042,0.0214272,0.034761,0.200775,-0.310192,-1.07797,-1.64198,-3.93665,-0.0468075
-3.4206,-0.92243,-0.694389,-1.23944,-3.6655,-0.209093,-0.0631073,-0.0039688,-0.0656403,-0.0711462,2.12119,0.51117,0.0189836,0.314864,2.90456,3.3428,0.716109,0.792664,0.761866,3.27652,-0.016721,0.0220001,0.0328569,0.337083,-0.301787,-1.15793,-1.62473,-3.98145,-0.083593
-3.27897,-0.973381,-0.713954,-1.17075,-3.4733,-0.29799,0.0297549,0.0382359,0.0941472,0.0185319,2.10667,0.703167,0.00467795,0.29213,2.76082,3.15163,0.781515,0.889974,0.800723,3.28066,-0.0157953,0.02173,0.00637235,0.251401,-0.322637,-1.12919,-1.6673,-3.93377,-0.0741734
-3.39404,-1.05624,-0.708447,-1.31927,-3.30866,-0.404705,-0.186841,-0.152944,-0.234333,-0.0807498,2.23819,0.7148,-0.0282268,0.366096,2.57078,3.28052,0.790586,0.881834,0.963186,2.73937,-0.0153958,0.0238789,0.0802153,0.200898,-0.29616,-1.07893,-1.73302,-4.03493,-0.0219549
-3.478,-1.12228,-0.848097,-1.54763,-3.35008,-0.292309,-0.0574816,-0.0383409,0.0458106,0.0445305,2.32897,0.73664,0.17152,0.429822,2.32294,3.44966,0.942391,1.08751,1.18393,3.08883,-0.0161974,0.0226845,0.0555392,0.203204,-0.253052,-1.03,-1.7051,-4.00545,-0.0740382
-3.43541,-0.918478,-0.845298,-1.73519,-3.31424,-0.362155,-0.0854118,0.0495327,0.0542167,0.0961844,2.17804,0.403545,-0.0898855,0.49817,2.26025,3.14719,0.477688,0.79823,1.07298,2.67364,-0.016677,0.0242478,0.0979184,0.321767,-0.223513,-1.02543,-1.73819,-4.06071,-0.0884917
-3.64186,-1.04861,-0.860654,-1.55501,-3.33799,-0.124694,-0.0144878,0.0805963,0.139978,-0.0419309,2.2993,0.595056,0.0114315,0.34175,2.50995,3.48804,0.725895,0.921921,1.12455,2.78435,-0.0156959,0.0221107,0.0216187,0.277723,-0.313329,-1.12386,-1.70544,-3.94607,-0.0608878
-3.13217,-0.790729,-0.658454,-1.07384,-2.9376,-0.335248,-0.18782,-0.0460834,-0.209994,-0.0724928,1.98273,0.592612,0.0298181,0.265498,2.13997,3.00405,0.553524,0.696253,0.657173,2.42177,-0.0166755,0.0222455,0.113594,0.33217,-0.248291,-1.00841,-1.65538,-3.94462,-0.042464
-3.52017,-1.01899,-0.844678,-1.46728,-3.15286,-0.16168,-0.015283,0.00610285,-0.0718906,0.113236,2.48978,0.884996,0.26965,0.733872,2.61312,3.35574,0.810869,0.999982,1.11615,2.96885,-0.0153751,0.022775,-0.0293211,0.244886,-0.320742,-1.04909,-1.69893,-3.94684,-0.0628524
-3.51563,-1.03332,-0.942406,-1.62946,-3.15649,-0.33472,-0.062354,0.154067,0.278494,-0.210836,2.31886,0.632776,0.165691,0.395266,2.35264,3.29294,0.647015,0.952401,0.97205,2.75963,-0.0163316,0.0228103,0.00876843,0.169434,-0.339685,-1.12804,-1.69722,-3.99383,-0.0855653
-3.11538,-0.809785,-0.734791,-1.01145,-3.03214,-0.314241,-0.0532739,0.0658267,-0.0773594,-0.0682857,2.07328,0.438819,-0.00532806,0.26235,2.22123,3.20522,0.631387,0.870137,0.662969,2.658,-0.0151397,0.022811,0.135423,0.265415,-0.306673,-1.1541,-1.65524,-3.9031,-0.0357932
-3.20823,-0.908735,-0.71784,-1.39197,-3.09507,-0.579635,-0.378143,-0.212793,-0.322999,-0.500166,2.29476,0.854428,0.12195,0.477514,2.66205,3.26017,0.726759,0.832517,0.865056,2.75556,-0.0157512,0.0222164,0.0668101,0.323201,-0.285688,-1.03417,-1.68506,-3.98621,-0.0210667
-3.6189,-1.10068,-0.810843,-1.38933,-3.33547,-0.265225,-0.176452,-0.0698841,-0.33919,-0.402727,2.62361,0.923477,0.120234,0.643941,2.83868,3.65218,0.959675,1.02475,1.13309,2.98801,-0.0158066,0.0242695,0.100576,0.247772,-0.28194,-1.06904,-1.69557,-4.03769,-0.0746573
-3.53677,-0.997872,-0.789974,-1.6164,-3.41821,-0.325311,-0.204352,-0.0517417,0.126665,0.0396906,2.26705,0.772337,0.100048,0.538392,2.82657,3.39168,0.798138,0.967981,1.21252,3.04077,-0.0158203,0.0212199,0.00673878,0.200039,-0.286164,-1.11472,-1.65313,-3.9343,-0.0238975
-3.31034,-1.021,-0.87887,-1.5903,-3.11369,-0.186851,0.0540286,0.082095,-0.0396752,0.128465,2.0475,0.681749,0.0830153,0.37029,2.26457,3.27339,0.812726,1.00133,1.18725,2.90518,-0.0142041,0.0208084,0.0487846,0.291627,-0.319222,-1.03102,-1.66942,-3.90104,-0.00229507
-3.44318,-1.09477,-0.780589,-1.54213,-3.50962,-0.173531,0.066471,0.136739,0.287032,0.413777,2.14235,0.654486,0.00137637,0.420169,2.82289,3.28189,0.637154,0.81689,0.841687,2.83555,-0.0155298,0.0216985,0.0252921,0.21018,-0.314264,-1.08068,-1.65177,-3.91014,-0.0377059
-3.38769,-1.02615,-0.648722,-1.35501,-3.33896,-0.2455,-0.0336128,-0.123083,-0.106776,0.00883745,2.13819,0.638111,-0.0526346,0.380218,2.43655,3.33021,0.835269,0.954764,1.17887,2.90067,-0.015236,0.0229321,0.00441643,0.214666,-0.315088,-1.13178,-1.639,-3.91355,-0.0471228
-3.67478,-1.2154,-0.917708,-1.57647,-3.74558,-0.0620503,0.186464,0.141466,0.0916464,0.316103,2.64546,0.943737,0.219309,0.737125,2.91391,3.54727,0.991845,1.11644,1.28944,3.38009,-0.0158174,0.0218422,0.00464427,0.230113,-0.300571,-1.18262,-1.66773,-3.98553,-0.0614886
-3.3464,-0.889431,-0.858782,-1.28842,-3.018,-0.116569,-0.0622774,0.00805869,-0.117786,-0.0672991,2.09759,0.6721,0.24049,0.36684,2.41073,3.03204,0.582573,0.869302,0.860285,2.79844,-0.0157007,0.021515,0.00137783,0.235723,-0.261639,-1.00505,-1.66948,-3.95969,-0.0580082
-3.28424,-1.01384,-0.719822,-1.39041,-3.23387,-0.354412,-0.125489,-0.0273658,-0.100126,-0.195411,2.09398,0.676184,0.118658,0.293099,2.48434,3.16642,0.768909,0.827836,1.0189,2.92874,-0.015528,0.0215711,0.0529624,0.282931,-0.272474,-1.04306,-1.63681,-3.91271,-0.0469726
-3.47279,-1.14085,-0.982233,-1.69885,-3.64776,-0.353568,-0.0273827,0.0451194,-0.134786,0.0558755,2.11266,0.570851,0.0865227,0.596829,2.40095,3.36731,0.77058,0.981188,1.26897,3.00948,-0.0151029,0.0222154,0.0675191,0.297151,-0.321389,-1.07646,-1.67858,-3.92256,-0.0424797
-3.16176,-0.587442,-0.743138,-1.1158,-2.53101,-0.287455,-0.315058,-0.0778869,-0.14337,-0.443964,2.07887,0.539438,0.115548,0.31825,2.31898,2.96598,0.457937,0.832183,0.564595,2.25848,-0.0153084,0.0216117,0.04765,0.207577,-0.280905,-0.949863,-1.66411,-3.93515,-0.0314913
-3.50425,-1.07259,-0.766005,-1.33905,-3.48533,-0.293917,-0.0838256,0.0514507,-0.0779063,-0.222083,2.30196,0.803032,0.0358433,0.414659,2.71753,3.47693,0.772754,0.827629,0.975209,3.1003,-0.0152818,0.0231291,0.0550944,0.303818,-0.277294,-1.06897,-1.70199,-3.97101,-0.0588241
-3.32844,-0.864663,-0.699303,-0.958887,-3.18074,-0.389103,-0.231563,-0.108655,-0.293948,0.0338231,2.2638,0.647874,0.0629144,0.196959,2.2687,3.2716,0.630425,0.666849,0.603837,2.58723,-0.0151807,0.0239345,-0.0263383,0.1605,-0.289816,-1.10337,-1.69132,-3.9759,-0.0753533
-3.35251,-1.0013,-0.767749,-1.31169,-2.91739,-0.116667,0.0280552,0.188035,0.180202,-0.155563,2.40187,0.882463,0.155585,0.469038,2.31058,3.4824,0.865049,0.982018,0.974362,2.61734,-0.0154516,0.0228361,0.0313162,0.21191,-0.275672,-1.17557,-1.61361,-3.93392,-0.0953607
-3.29033,-1.16304,-0.941017,-1.64357,-3.72716,-0.392132,-0.0172899,-0.030298,-0.023436,0.248064,2.09844,0.741038,0.201982,0.563641,2.9994,3.33297,0.945133,1.24273,1.33526,3.21669,-0.0167383,0.0229208,0.0434486,0.279667,-0.319406,-1.08475,-1.63594,-3.90129,-0.0928588
-3.24493,-0.802765,-0.644871,-1.24876,-3.19901,-0.338864,-0.239896,0.0124194,-0.191437,-0.266554,2.02318,0.540966,-0.0352774,0.411823,2.53903,2.87659,0.474574,0.672243,0.711677,2.85754,-0.0146003,0.0216131,0.00925124,0.19683,-0.271269,-1.04593,-1.6112,-3.928,-0.0757273
-3.45961,-1.03732,-0.690742,-1.4967,-3.35865,-0.174147,0.0218865,0.00665451,0.11147,0.0427176,2.2929,0.717719,0.0655788,0.321526,2.70315,3.15972,0.586508,0.691304,0.797038,2.66692,-0.0153707,0.0236201,0.0807782,0.286235,-0.313022,-1.07594,-1.673,-3.97697,-0.0440713
-3.54838,-1.17327,-0.837644,-1.4718,-3.4717,-0.105788,0.0757886,0.174992,0.132739,0.210169,2.19148,0.785252,0.0438121,0.2609,2.80982,3.24196,0.79186,0.80711,1.02911,2.98929,-0.0152064,0.0216992,0.0217098,0.280467,-0.271197,-1.05817,-1.67512,-3.90109,-0.0160491
-3.51031,-0.963185,-0.833035,-1.36775,-3.05624,-0.203235,-0.0118613,0.115257,-0.0262661,0.096963,2.24184,0.651023,0.0639444,0.3027,2.41886,3.35913,0.745378,0.822918,0.916207,2.67136,-0.0149669,0.0224804,0.0543885,0.256287,-0.286204,-1.07157,-1.65752,-3.95525,-0.0351868
-3.33414,-0.828853,-0.784491,-1.35859,-2.94857,-0.253441,-0.113705,0.0620933,-0.0435681,-0.152867,2.0702,0.555583,-0.0230519,0.435069,2.42426,3.2243,0.607911,0.863377,1.028,2.52395,-0.0150236,0.0229426,0.021223,0.237444,-0.320082,-1.09012,-1.688,-3.94814,-0.0282676
-3.19311,-0.884481,-0.806859,-1.31815,-3.27021,-0.267818,-0.0977156,0.0549185,-0.126296,-0.185608,1.97799,0.571737,0.124887,0.573879,2.71692,3.18024,0.766545,0.969537,1.21341,3.0487,-0.0160199,0.0220896,-0.0314283,0.200158,-0.29443,-1.08647,-1.61806,-3.8747,-0.0796632
-3.41211,-1.08775,-0.800829,-1.28887,-3.46007,-0.330106,-0.100713,-0.104469,-0.13551,-0.195344,2.15289,0.721323,0.212834,0.445174,2.6837,3.27004,0.729343,0.995596,0.938747,3.06662,-0.0155431,0.0211168,0.0235027,0.208452,-0.287269,-1.12789,-1.63475,-3.9323,-0.0478893
-3.5166,-0.962483,-0.67993,-1.46441,-3.15415,-0.182153,-0.0486777,-0.163352,-0.174604,-0.024618,2.40268,0.536099,-0.128057,0.546727,2.22577,3.29553,0.693488,0.870686,1.1326,2.68247,-0.0151734,0.0239458,-0.00723055,0.239157,-0.253424,-1.09916,-1.68123,-3.97196,-0.0242521
-3.46799,-0.971016,-0.818581,-1.36728,-3.23486,-0.434327,-0.108467,0.0472788,-0.142664,-0.116648,2.37721,0.72647,0.0455009,0.529457,2.53911,3.55787,0.746851,1.03089,1.09886,2.99178,-0.0159795,0.0227836,-0.0184342,0.152135,-0.264172,-1.18191,-1.67586,-4.02675,-0.0804501
-3.51773,-1.24188,-0.831338,-1.67508,-3.68674,-0.366769,-0.146391,-0.0956036,-0.216666,-0.0080368,2.46086,0.99355,0.228791,0.831784,2.98597,3.26245,0.861177,0.789494,1.15001,3.04928,-0.0153723,0.0220993,0.0560766,0.206437,-0.25992,-0.981366,-1.64269,-3.89336,-0.00887668
-3.38553,-0.947954,-0.695856,-1.38491,-3.23485,-0.245031,-0.157988,-0.0704971,0.00252931,-0.0351243,2.27869,0.687935,0.0272761,0.424376,2.51353,3.21312,0.732988,0.717623,0.911534,2.84155,-0.0157976,0.0223973,0.0668446,0.325047,-0.261356,-1.08331,-1.65321,-3.95267,-0.0532919
-3.42978,-0.896816,-0.744979,-1.41648,-3.08883,-0.209828,-0.0349819,0.0546501,-0.000315066,-0.0171115,2.31865,0.584467,0.0213661,0.577346,2.45136,3.36119,0.722344,0.786493,0.858024,2.86853,-0.0157831,0.0236685,-0.0381049,0.25385,-0.287346,-1.10619,-1.64551,-3.98062,-0.116699
-3.53962,-1.1285,-0.967486,-1.55631,-3.29014,-0.0961025,-0.0253209,0.0942716,0.0276551,-0.0054621,2.29941,0.934464,0.186059,0.661254,2.62493,3.30192,0.760392,0.993282,1.03716,2.86209,-0.0148646,0.0213364,0.0317695,0.270561,-0.295209,-1.11416,-1.68885,-3.91635,-0.0436024
-3.45778,-0.822694,-0.970721,-1.31624,-3.37596,-0.323596,-0.188238,0.071567,0.0530752,-0.0962721,2.1885,0.554935,0.22019,0.160349,2.49942,3.2078,0.490759,0.848284,0.676045,2.99302,-0.0152237,0.0233671,0.0233883,0.268735,-0.348027,-1.0755,-1.72757,-3.9788,-0.0733832
-3.44861,-1.0833,-0.786976,-1.37409,-2.9142,-0.0323631,0.0680452,0.0860287,0.0869463,-0.0908738,2.00764,0.537928,0.0583505,0.254694,1.88899,3.18597,0.712597,0.848422,0.878768,2.56528,-0.0154886,0.0216283,0.0561611,0.244797,-0.256985,-1.07127,-1.61244,-3.79497,-0.00503376
-3.36838,-0.824931,-0.868895,-1.43252,-2.85728,-0.371646,-0.241841,-0.0885977,-0.0817596,-0.185342,2.22515,0.657792,0.082336,0.460417,2.1001,3.20917,0.542107,0.97533,0.927256,2.44702,-0.0161865,0.0224199,0.0111628,0.190243,-0.283769,-1.02345,-1.7263,-4.04392,-0.0410868
-3.38983,-0.788952,-0.718987,-1.24432,-3.25218,0.128638,0.085606,0.198307,0.124973,0.133414,2.0609,0.331437,-0.162223,0.0936835,2.31948,2.99405,0.244581,0.542798,0.592019,2.7526,-0.015962,0.0239238,0.0801236,0.287621,-0.316962,-1.00824,-1.76111,-3.99831,-0.0872311
-3.29319,-0.898442,-0.812837,-1.39713,-2.79823,-0.419258,-0.144115,0.0149022,0.0271893,-0.135182,2.10618,0.568127,-0.00817505,0.427347,2.15798,3.10141,0.483376,0.923317,0.985562,2.31634,-0.0157833,0.0222497,0.0656623,0.213732,-0.350655,-1.10435,-1.73282,-4.03985,-0.0254799
-3.26485,-0.868339,-0.812521,-1.56445,-3.0484,-0.496416,-0.241859,-0.0474233,-0.128074,-0.275683,2.33157,0.788579,0.14605,0.917419,2.60136,3.30629,0.610991,0.756881,1.09138,2.71273,-0.0137589,0.0221954,0.04112,0.243124,-0.292687,-0.997282,-1.71191,-3.92769,-0.025511
-3.21949,-0.846388,-0.643871,-1.19347,-3.25567,-0.125213,0.114073,-0.0141158,-0.0956006,0.143957,2.04325,0.468631,0.0474761,0.430523,2.41077,3.18739,0.76408,0.847101,0.950391,3.16822,-0.0154693,0.0218124,0.00117864,0.215331,-0.29577,-1.11652,-1.59755,-3.87623,-0.0649425
-3.10908,-0.76725,-0.642854,-1.26853,-3.08699,-0.318425,-0.0617196,-0.00347622,-0.154029,0.0214966,1.84746,0.444888,-0.00819134,0.25812,2.40499,3.0466,0.543796,0.774203,0.932641,2.74389,-0.0159765,0.0232106,0.0621844,0.265754,-0.274195,-1.00883,-1.67788,-3.92489,-0.0367385
-3.44781,-0.983455,-0.816269,-1.3841,-3.14561,0.0494669,0.279278,0.253593,0.436187,0.365439,1.96564,0.465904,-0.0947489,0.252221,2.1357,3.00154,0.582217,0.759213,0.629862,2.78042,-0.0158003,0.0225453,0.0680531,0.242419,-0.301097,-1.08016,-1.7069,-4.0325,-0.0477842
-3.72437,-1.109,-0.858984,-1.66951,-3.38276,-0.115703,0.0645395,-0.0798469,0.0774032,0.000492255,2.31057,0.59418,0.00572156,0.383678,2.49051,3.49354,0.692427,0.928364,1.05051,2.9471,-0.0158532,0.0230605,0.0239915,0.285062,-0.323987,-1.10769,-1.73702,-4.00001,0.008255
-3.50349,-0.859286,-0.721209,-1.30824,-3.20143,-0.232198,-0.139974,-0.0493288,-0.0939356,0.0794466,2.1757,0.540631,0.0929708,0.39449,2.46155,3.23946,0.543027,0.799763,0.815729,2.56922,-0.0163806,0.0239736,0.00193789,0.224614,-0.320246,-1.15635,-1.73793,-4.13152,-0.0770049
-3.37663,-0.805928,-0.733238,-1.19657,-3.05987,-0.192946,-0.0703961,0.0569516,0.0741102,-0.0470833,2.03338,0.487776,0.0142301,0.0422538,2.27044,3.12045,0.447381,0.685051,0.450529,2.55242,-0.0153771,0.0223587,0.0305142,0.309163,-0.318302,-1.1162,-1.63775,-3.9441,-0.0506031
